,0.0005511904761904762,0.0005514880952380951,0.0005517857142857142,0.0005520833333333332,0.0005523809523809523,0.0005526785714285713,0.0005529761904761903,0.0005532738095238094,0.0005535714285714284,0.0005538690476190474,0.0005541666666666665,0.0005544642857142855,0.0005547619047619045,0.0005550595238095235,0.0005553571428571426,0.0005556547619047617,0.0005559523809523807,0.0005562499999999997,0.0005565476190476186,0.0005568452380952377,0.0005571428571428567,0.0005574404761904758,0.0005577380952380949,0.0005580357142857138,0.0005583333333333329,0.0005586309523809519,0.000558928571428571,0.0005592261904761898,0.000559523809523809,0.000559821428571428,0.000560119047619047,0.0005604166666666661,0.0005607142857142852,0.0005610119047619041,0.0005613095238095232,0.0005616071428571422,0.0005619047619047613,0.0005622023809523802,0.0005624999999999993,0.0005627976190476184,0.0005630952380952373,0.0005633928571428564,0.0005636904761904754,0.0005639880952380945,0.0005642857142857135,0.0005645833333333325,0.0005648809523809515,0.0005651785714285705,0.0005654761904761897,0.0005657738095238087,0.0005660714285714277,0.0005663690476190467,0.0005666666666666657,0.0005669642857142848,0.0005672619047619037,0.0005675595238095228,0.0005678571428571419
0,112754247.13039005,112833483.10293847,112908251.3784996,112979207.61821635,113035630.98816141,113103152.91650401,113178322.19220825,113231984.88838702,113296511.22005227,113359214.68033226,113401468.03687747,113470636.03396484,113517073.49022439,113566755.08181815,113615107.22476257,113666313.77442457,113711139.9595493,113754235.05143689,113796060.72690731,113835447.2962548,113873429.70728084,113909985.68316808,113942290.67249703,113974659.99349056,114005279.772094,114031763.6888208,114058653.67551017,114080506.30291726,114100974.83119966,114122636.10994242,114143409.03911759,114158754.42224705,114171936.56613082,114168272.71630685,114190326.63782531,114197767.94126359,114204986.2731261,114210548.76689461,114201916.97124922,114201378.21279043,114203173.42930721,114209771.72703207,114190849.23302749,114179661.63235974,114183433.2830689,114179612.27481706,114148291.03826989,114141460.72848545,114097171.90043241,114110328.38090894,114065818.62929134,114052549.21474645,114036592.26743475,114000879.78734717,113969652.96540545,113931412.35494493,113911426.76143152
1,112720397.14537154,112799571.87939385,112875358.25417835,112946108.16746119,113002334.49331865,113069579.1571775,113144648.81057212,113199258.5139084,113263671.03634681,113326096.68287285,113368138.06356978,113437052.27075106,113484415.52062365,113533799.01812278,113581864.1258462,113632827.74294683,113677489.19842848,113721647.57064086,113763305.39433867,113802497.90253812,113840250.21279655,113876610.5055336,113909895.01998922,113942072.64850047,113972452.99719165,113998697.9625004,114025316.69687831,114048129.29149434,114068362.49672058,114089691.57178791,114110048.4068183,114125198.04735208,114139583.83703455,114135603.09264085,114157330.8769026,114164489.04764023,114171485.42165081,114178112.38174239,114169340.75001037,114168567.35313812,114170120.45205927,114176453.5733133,114158403.65941097,114147067.25252835,114150558.65330847,114146484.99565014,114114874.06471097,114108947.93489046,114064453.1938883,114077432.03417045,114032608.94277872,114019092.69306877,114004026.76208128,113968086.50744137,113936612.40410565,113898052.43438728,113877849.16203593
2,113233154.16525638,113312667.12324882,113388830.68237248,113459909.3102696,113516360.01520488,113583893.29792935,113659314.15622477,113714220.71553586,113778883.42735799,113841554.95920508,113883799.45632276,113953031.93329486,114000626.18662368,114050215.8828679,114098486.77606949,114149672.70386438,114194541.01777923,114238914.4124259,114280747.24170691,114320109.57753733,114358043.69511175,114394583.75092912,114427999.01836601,114460308.50968587,114490825.99778245,114517181.58516504,114543924.82023628,114566845.2348766,114587114.89466022,114608528.70390224,114629063.51303439,114644326.01029783,114658694.88466945,114654658.91205479,114676495.3223467,114683699.71554989,114690747.37711027,114697378.4752723,114688562.2680572,114687780.2139252,114689358.04878847,114695712.46668856,114677567.43810536,114666177.15936479,114669671.0520338,114665609.43928334,114633841.81522705,114627841.0285127,114583198.63283245,114596185.39645474,114551162.81218207,114537614.58107324,114522440.0483531,114486339.55396105,114454744.48416188,114415988.30770256,114395720.69842896
3,113003673.60818297,113082896.54013884,113158831.36448124,113229645.94335426,113285872.56711455,113353146.05744602,113428203.59629838,113482954.26198845,113547435.06936441,113609911.51118779,113651933.69470021,113720779.47285184,113768298.63045609,113817661.4492891,113865676.76685885,113916626.27248496,113961235.38042468,114005538.08208899,114047162.99652207,114086314.76914649,114123996.80492628,114160281.54434533,114193646.48253001,114225708.09902132,114256121.52446634,114282213.35754167,114308773.04408042,114331662.76369257,114351714.37441015,114373006.7360622,114393339.02008289,114408353.91722518,114422743.69773881,114418499.38215686,114440225.81641518,114447250.42914242,114454065.78850678,114460772.62570101,114451811.16386521,114450879.22557166,114452295.44389428,114458492.83999036,114440418.6186865,114428908.95815082,114432293.16394119,114428037.33288169,114396171.64353292,114390302.13167779,114345515.23074514,114358365.7500312,114313267.9219167,114299514.62996262,114284549.95832631,114248345.70973893,114216659.70066299,114177804.44334333,114157354.19064641
4,113223764.7657181,113303160.41701224,113379107.55292468,113450082.40151806,113506472.41299276,113573897.54640421,113649211.13362578,113703973.67370401,113768464.3169833,113830951.96051319,113873199.67341469,113942319.18211141,113989717.54763158,114039210.23541662,114087421.2479898,114138443.89772367,114183252.72463442,114227380.70678593,114269112.68548277,114308378.89929728,114346243.07630025,114382661.08929704,114415824.32536225,114448012.89134388,114478562.22156803,114504765.67872296,114531450.37645742,114554071.81156154,114574251.73279417,114595626.47710352,114616111.36124955,114631225.21446739,114645253.50383055,114641133.18617801,114662984.65963688,114670087.32750998,114677085.14912057,114683462.48554635,114674495.14690594,114673606.78569399,114675145.18310362,114681494.43469071,114663021.72484148,114651527.75250393,114654986.33098486,114650887.86235254,114618969.99070536,114612728.4964318,114567952.39512913,114580905.25077899,114535774.97694796,114522240.38157448,114506761.23000531,114470579.96277018,114438874.39101237,114400069.43477881,114379800.5582526
5,112803403.72545479,112882755.8183866,112958981.12476197,113029881.6030729,113086190.50513464,113153569.4415164,113228875.05530886,113283914.43958838,113348394.37604614,113410888.88984264,113453020.64995742,113522237.3276871,113569960.98056999,113619436.40273044,113667664.91605219,113718743.22483993,113763578.43733026,113808100.65696429,113849900.82446922,113889205.38732223,113927129.6669723,113963635.37017934,113997301.90312898,114029646.12783656,114060005.87545471,114086445.23021376,114113205.3283477,114136366.18151008,114156760.43624732,114178228.91250454,114198741.94318798,114213963.37694417,114228532.0918905,114224925.7224972,114246751.18315722,114254000.52437195,114261122.54736967,114268043.99168858,114259428.06418377,114258752.52127376,114260442.08697358,114266896.73279202,114249157.52992688,114237932.13029647,114241516.89155737,114237553.1887825,114206088.85886072,114200385.40530333,114156100.01376699,114169071.45849492,114124463.02048954,114111092.3516641,114096211.87041223,114060395.07739943,114029005.6626563,113990638.19400664,113970541.96513811
6,112857346.2859286,112936815.5679235,113012707.4691838,113083750.24063362,113140166.70226233,113207694.44634983,113283076.9657963,113337686.43642539,113402427.43471843,113465220.72132218,113507382.92835525,113576624.82591875,113624018.82275006,113673653.05664596,113721922.69520868,113773213.48031393,113818088.34717453,113862351.69771235,113904262.13109773,113943702.30856626,113981677.67913653,114018311.63104014,114051667.22262484,114084136.09325859,114114587.13407704,114141128.1108038,114167922.30784991,114190860.02255253,114211323.75122999,114232851.81407996,114253421.76333931,114268853.54744409,114283340.86895503,114279551.58586264,114301374.39426354,114308769.58685994,114315955.53401224,114322635.12374312,114314124.69332702,114313550.40494625,114315271.08495861,114321722.14641097,114303796.78101589,114292663.13151602,114296276.4002804,114292356.24112312,114260984.09110019,114255099.9781228,114210846.031224,114223902.05815758,114179272.98479608,114165866.29172373,114150869.30395663,114115103.6484854,114083819.47505306,114045361.34202608,114025275.6388053
7,112906985.81415363,112986371.77763106,113062396.74724917,113133374.86903436,113189706.71776725,113257125.90314446,113332453.07562834,113387289.29609102,113451835.88803707,113514412.92047499,113556565.91977279,113625765.68184444,113673295.3015457,113722806.22559342,113771025.2802876,113822136.62259024,113866970.69739534,113911313.57642737,113953132.01597427,113992464.07090275,114030386.07097454,114066900.50365001,114100316.16483729,114132650.20789598,114163079.42741433,114189459.10176805,114216212.94693707,114239159.21138206,114259488.33850822,114280980.1953972,114301568.88373531,114316816.4304868,114331100.22716604,114327313.39468038,114349176.19906451,114356435.08788802,114363532.217318,114370218.16912122,114361552.39243597,114360847.50321527,114362515.84479533,114368936.76227596,114350937.15029708,114339683.24318437,114343237.65999559,114339240.51656757,114307695.21329756,114301770.8539054,114257425.72384037,114270333.00233057,114225621.06384468,114212196.02159247,114197107.55109257,114161230.5941678,114129803.74086861,114091282.08568142,114071138.43158354
8,113022318.60815959,113101800.86883023,113177848.51944949,113248869.43210427,113305294.67923635,113372808.38036627,113448174.6957897,113502972.06700234,113567649.33448187,113630349.4436532,113672532.51838216,113741757.85736227,113789296.94440125,113838874.9517515,113887145.71529622,113938343.52145685,113983203.08344768,114027552.71161446,114069412.70126003,114108784.33934332,114146719.76638809,114183252.18968575,114216714.9166618,114249081.05460218,114279545.69530848,114305978.72726807,114332743.67213556,114355694.75410584,114376087.70669734,114397593.77420095,114418060.97959693,114433273.51240985,114447751.51025932,114443961.17695205,114465795.03670573,114473033.37341875,114480099.648954,114486842.19138196,114478157.2241824,114477445.661562,114479083.03602582,114485497.48685707,114467508.66903056,114456221.61187899,114459789.0466337,114455748.03736477,114424176.65975684,114418315.51704714,114373804.97898687,114386833.52717564,114342036.99982797,114328526.31003499,114313514.68410714,114277553.77103852,114246067.90198149,114207525.29012716,114187300.03791603
