,0.0005476190476190475,0.0005482142857142857,0.0005488095238095237,0.0005494047619047618,0.0005499999999999998,0.0005505952380952379,0.000551190476190476,0.0005517857142857141,0.0005523809523809521,0.0005529761904761902,0.0005535714285714282,0.0005541666666666663,0.0005547619047619043,0.0005553571428571424,0.0005559523809523805,0.0005565476190476185,0.0005571428571428566,0.0005577380952380947,0.0005583333333333328,0.0005589285714285708,0.0005595238095238088,0.0005601190476190468,0.0005607142857142849,0.0005613095238095231,0.0005619047619047611,0.0005624999999999992,0.0005630952380952371,0.0005636904761904752,0.0005642857142857132,0.0005648809523809514,0.0005654761904761895,0.0005660714285714275,0.0005666666666666655,0.0005672619047619036,0.0005678571428571417,0.0005684523809523798,0.0005690476190476178,0.0005696428571428558,0.0005702380952380939,0.0005708333333333319,0.0005714285714285701,0.0005720238095238081,0.0005726190476190461,0.0005732142857142842,0.0005738095238095223,0.0005744047619047603,0.0005749999999999984,0.0005755952380952365,0.0005761904761904745,0.0005767857142857126,0.0005773809523809506,0.0005779761904761888,0.0005785714285714269,0.0005791666666666649,0.0005797619047619029,0.0005803571428571409,0.000580952380952379,0.0005815476190476171,0.0005821428571428553,0.0005827380952380932
0,3203589046.915294,3243097473.4795156,3280393748.845227,3316459115.637316,3350107552.0339537,3381291891.552194,3411646746.701667,3439859158.3599243,3465430389.209778,3488842274.350753,3510123230.8237834,3529167498.4182115,3545486348.815358,3559665601.981283,3571565606.071784,3580732615.9824224,3587690601.480696,3592242367.497642,3594320905.8552027,3593969817.3244953,3591029944.3885236,3585926371.488249,3578095155.86663,3567943819.4676294,3555360508.049406,3540189493.1919036,3523099176.900263,3503631372.412907,3482019191.546757,3457235657.0096393,3430250885.380168,3402610850.763781,3372188168.4597983,3339725097.71214,3305632199.908015,3268178537.7380214,3230880398.0140324,3191186393.034087,3149168472.9655175,3103464747.486342,3065283700.8091497,3014929241.794587,2967603688.3839126,2918143254.9829636,2869672644.525841,2817506288.735924,2765897528.3720965,2712281668.286427,2659067948.3256707,2604862054.3354034,2552237531.3447866,2493378652.5167956,2438733639.057275,2382030636.260385,2323898923.586324,2266471455.858433,2209278804.067014,2152640485.5781975,2089383702.1110873,2038841219.649539
1,3207605346.5797577,3247195117.3081355,3284595102.3636694,3320734909.93382,3354448569.5922785,3385725102.185206,3416134924.9221997,3444431424.1375456,3470047804.7402186,3493497914.47112,3514846888.173962,3533916061.159231,3550287940.205409,3564483624.5566015,3576388148.543505,3585591487.5727053,3592542877.393779,3597118219.782472,3599176831.5618854,3598798725.4939837,3595863384.5129995,3590720301.179107,3582880875.868103,3572675954.605293,3560033288.6042943,3544834169.6616616,3527673255.406104,3508164863.1100755,3486468952.0034504,3461596573.195396,3434551851.100448,3406815201.9753647,3376323621.785507,3343753061.374079,3309547494.4059224,3272007880.2345877,3234591213.888098,3194806633.7538557,3152654807.552871,3106819318.6150084,3068543307.4391,3018051004.626652,2970616211.5751095,2921013593.841095,2872405625.406426,2820120845.7786655,2768368797.932359,2714634477.229964,2661280948.461629,2606926301.0633016,2554187369.330526,2495178014.3598256,2440415665.120315,2383573987.509372,2325297774.9823956,2267749846.162425,2210421703.3553243,2153667369.230454,2090274084.9789011,2039610657.910529
2,3199875253.2462244,3239364415.8672476,3276675519.5088058,3312722621.425954,3346350859.5227947,3377550915.266908,3407883869.050812,3436110725.6547747,3461660850.011565,3485050018.0690794,3506345548.443837,3525364526.6238775,3541696212.7295513,3555851805.04574,3567725441.1694937,3576903914.9822345,3583834251.2094584,3588395997.9005756,3590445816.3132415,3590065451.9255652,3587134020.4581466,3582001316.656228,3574174702.83534,3563992797.0316596,3551378485.259315,3536211870.5956316,3519090172.52877,3499624487.988741,3477978621.0103674,3453164355.1425695,3426182647.8403344,3398509021.567302,3368086844.5667667,3335594056.7448835,3301469875.0235696,3264016065.907548,3226689813.780953,3186997777.2624426,3144942359.705851,3099219836.0659657,3061031296.3323045,3010660463.466262,2963336222.932418,2913852916.867959,2865363110.469383,2813200250.8173885,2761573535.6570597,2707964054.662731,2654742469.7828283,2600518335.650781,2547902035.3754168,2489038074.5871596,2434402423.159947,2377698915.7712893,2319567735.761998,2262152545.5025887,2204966242.051597,2148342178.011897,2085105571.2996585,2034569573.9801373
3,3203758292.7160935,3243229084.54903,3280510017.3929467,3316530281.179497,3350129327.491594,3381292944.496751,3411587264.2451224,3439770652.0448503,3465277296.6402626,3488619354.5554595,3509865171.0839963,3528831616.3827233,3545107842.715533,3559204247.368064,3571014643.988168,3580134167.644935,3586998420.976605,3591496160.252905,3593475375.626939,3593021630.6425214,3590020916.0181518,3584813017.72503,3576919354.832286,3566656045.684526,3553959740.5483956,3538722727.75456,3521518950.205358,3501982926.0195084,3480256108.163984,3455354025.3797746,3428301305.0311556,3400543779.397887,3370054865.251322,3337476858.9414334,3303268566.3843684,3265747801.650703,3228339358.1515064,3188584122.077108,3146458533.147126,3100644124.728223,3062415766.617793,3011954093.0795274,2964575157.659468,2915016769.7980127,2866455564.0950513,2814244222.0449357,2762548909.225765,2708896091.179843,2655607534.0838366,2601323118.1139336,2548677009.9640694,2489747484.695262,2435085787.8642936,2378328497.2276917,2320141674.648121,2262704026.7630587,2205469910.774986,2148827781.00212,2085546782.1970632,2034978146.2107306
4,3205262346.995521,3244746898.9953613,3282049829.089585,3318082796.6589856,3351694024.79837,3382874403.6214757,3413181908.1470137,3441378523.6284647,3466896700.0009184,3490250076.0566535,3511504308.2348666,3530479462.9418983,3546762308.737696,3560868649.672517,3572688332.6690536,3581805446.3475294,3588677452.162787,3593169375.7948685,3595157220.897439,3594708880.1945605,3591699739.0209374,3586497518.0175457,3578585633.2720103,3568329375.3584976,3555637624.7731256,3540379626.2639394,3523178798.5883427,3503621488.784116,3481892528.963288,3456992181.2442713,3429910548.978443,3402155904.0134435,3371634464.559601,3339055792.5332026,3304847103.725443,3267290622.7558374,3229879998.661233,3190088228.5684695,3147938602.045398,3102133236.3132,3063868853.996021,3013397628.783737,2965978668.9734907,2916413529.7778826,2867848064.9912353,2815589033.195934,2763886792.257595,2710184813.9367795,2656891225.5286565,2602600608.457459,2549903415.0787473,2490965790.0702934,2436253298.906467,2379485178.1080594,2321293147.6574016,2263802218.4981594,2206563351.714489,2149868852.7773657,2086571524.8028991,2035999269.417032
5,3204471195.3354654,3244092437.4943824,3281545237.4513035,3317723508.5292215,3351481773.66175,3382820401.2972403,3413284650.2468925,3441652516.5048046,3467331214.954134,3490846729.7999153,3512276843.9007726,3531415900.5626965,3547878958.959332,3562154528.1783686,3574143364.8240123,3583441164.178062,3590481449.3951955,3595157486.0328803,3597309739.1510606,3597030230.999189,3594199302.71818,3589157529.3386445,3581422110.968205,3571324670.31,3558789316.9238544,3543698687.333257,3526645798.7054753,3507244748.5340886,3485655418.378638,3460897854.280277,3433965698.88472,3406332279.3978863,3375943600.485832,3343483028.3489013,3309384481.546053,3271946368.7946944,3234633739.786725,3194945089.5247097,3152884507.5337024,3107166240.648302,3068962781.8685184,3018575660.9151835,2971225967.8107643,2921714803.060933,2873195520.480371,2820983579.6184587,2769314978.728608,2715648074.013369,2662373013.3886795,2608094894.7597027,2555404635.252013,2496470331.9832797,2441752750.737314,2384973601.610416,2326759614.649189,2269247347.2191925,2211974488.11583,2155244485.388454,2091910009.8667917,2041278548.5382643
6,3205069645.0895195,3244714622.2309127,3282162664.2378144,3318366346.652728,3352147747.642243,3383480062.223624,3413967734.954786,3442334274.658839,3468030532.8636336,3491566030.7450547,3512990460.5297475,3532149225.5897355,3548607305.1369243,3562898885.8305516,3574903756.580568,3584201986.004279,3591255034.9228873,3595931013.938468,3598093079.095284,3597823981.4637227,3594993241.6352525,3589958011.918284,3582227945.8020415,3572132432.9955454,3559601220.4861965,3544514120.400132,3527463180.740084,3508063613.8449063,3486478413.29884,3461716450.319275,3434788895.4856133,3407150945.489611,3376767361.6001706,3344299943.0082326,3310195873.7696157,3272763437.2892947,3235441879.044022,3195758214.4738693,3153710702.319402,3107961358.852509,3069762018.935931,3019365618.007301,2972017726.9946723,2922495091.9619565,2873959217.6908536,2821756674.149412,2770071931.914964,2716413249.4341908,2663115947.1480684,2608820472.1106524,2556140101.328085,2497186148.50364,2442476969.56508,2385678207.380905,2327441077.3138742,2269941001.740669,2212640732.5012493,2155927424.1664877,2092560735.5982888,2041911127.7356403
7,3204923985.18269,3244518580.2917657,3281934233.3325815,3318082045.88615,3351809144.0987,3383107454.767819,3413535821.3747687,3441859938.771342,3467498468.5482616,3490974318.553021,3512355758.5408497,3531451839.4543257,3547864980.5639863,3562094327.382819,3574037892.07775,3583284375.6849236,3590276444.859432,3594898839.118779,3597002139.071449,3596671295.3376827,3593787289.397456,3588695141.6463156,3580904983.2730117,3570756296.8227553,3558168688.448696,3543025509.343064,3525921338.50625,3506469620.6115756,3484830764.8783026,3460020428.711729,3433036792.932306,3405356246.676811,3374923187.241387,3342414423.5299063,3308269777.3774343,3270788838.265819,3233432228.076919,3193705290.0086293,3151606687.313714,3105842084.3130813,3067608485.6083665,3017182190.225427,2969800439.742341,2920255223.6040006,2871703754.467462,2819468227.7140293,2767770398.5021443,2714082844.4716945,2660779149.5749035,2606477772.94453,2553777320.3264723,2494821186.5214953,2440094054.2905464,2383298022.0674706,2325069422.430394,2267553961.796132,2210267791.6000633,2153537684.4452777,2090193853.391377,2039560055.57594
8,3206145878.6771336,3245759518.7476063,3283184066.520962,3319352171.2832775,3353095752.605718,3384400027.692129,3414845555.6324296,3443176051.331287,3468829277.220931,3492318426.877302,3513704150.7629213,3532813349.0817895,3549227656.2464213,3563468308.3385925,3575418689.58821,3584668298.6843014,3591666716.0609393,3596290291.2485366,3598397363.8954487,3598069978.8170276,3595185296.7235093,3590092023.464881,3582304908.4503007,3572151762.14466,3559561616.304326,3544415574.023987,3527306070.3581367,3507850128.943391,3486205750.8227916,3461385884.6372623,3434394040.2574387,3406707709.4927597,3376266433.0358257,3343745173.2278514,3309587820.608077,3272098891.0719604,3234728602.518847,3194992465.9359946,3152887405.231246,3107094234.551164,3068854295.498442,3018407588.8819356,2971013777.815478,2921450228.937511,2872877342.944518,2820629641.3152103,2768911041.984515,2715211421.278767,2661885910.47544,2607561913.356692,2554848708.5521483,2495867425.8959193,2441128549.9781795,2384308782.284784,2326052491.882906,2268526246.287662,2211214134.0684366,2154476059.2860007,2091100602.609578,2040443134.6136994
