,0.0005416666666666666,0.0005422619047619048,0.0005428571428571429,0.0005434523809523808,0.0005440476190476188,0.0005446428571428569,0.000545238095238095,0.0005458333333333331,0.0005464285714285711,0.0005470238095238092,0.0005476190476190472,0.0005482142857142853,0.0005488095238095235,0.0005494047619047614,0.0005499999999999994,0.0005505952380952375,0.0005511904761904756,0.0005517857142857136,0.0005523809523809518,0.0005529761904761898,0.0005535714285714279,0.0005541666666666659,0.000554761904761904,0.0005553571428571422,0.0005559523809523801,0.0005565476190476182,0.0005571428571428562,0.0005577380952380942,0.0005583333333333323,0.0005589285714285704,0.0005595238095238085,0.0005601190476190465,0.0005607142857142845,0.0005613095238095226,0.0005619047619047608,0.0005624999999999988,0.0005630952380952369,0.0005636904761904748,0.000564285714285713,0.000564880952380951,0.000565476190476189,0.0005660714285714272,0.0005666666666666653,0.0005672619047619033,0.0005678571428571413,0.0005684523809523793,0.0005690476190476175,0.0005696428571428555,0.0005702380952380936,0.0005708333333333316
0,3452370411.526505,3461507776.215792,3468033055.1060443,3474250853.8670616,3482724999.20719,3491116454.4807644,3499692925.9587226,3506046119.079358,3513345521.494016,3520023633.7885575,3526291362.092808,3532795911.9793553,3538440715.7087226,3543146543.411365,3548851725.460741,3553301547.4615474,3558742147.6491675,3563675059.0885887,3567826187.7956333,3572502355.6901197,3576355082.5742097,3579714531.101087,3583455169.191604,3586656305.8529387,3589462228.6043425,3591851192.947793,3594121099.4559317,3596196532.735362,3598177136.799887,3599886345.469582,3601183294.8973837,3602557258.303346,3603457854.962151,3604023800.196431,3604489447.3335705,3604479890.94313,3604619738.246103,3604207794.3831444,3603902176.9018507,3602751018.2416677,3601151549.6097155,3600142715.1232524,3599246493.9553065,3597196630.3077917,3595500089.170435,3593154996.552539,3591464028.5699954,3586759880.121361,3582182426.0811415,3582017427.7488184
1,3454921744.3094497,3464057410.333926,3470612909.8182416,3476819925.449429,3485292454.500558,3493713798.91354,3502287966.9762287,3508668916.9546185,3515962405.2420197,3522635518.9431725,3528931424.1964393,3535429223.192973,3541100471.6348357,3545799878.6078153,3551498139.8321805,3555974630.8950315,3561406050.0961466,3566365769.727776,3570508889.7792544,3575175551.368608,3579055918.642789,3582404647.8095202,3586169433.501964,3589363386.109772,3592154562.5037494,3594569048.300159,3596827656.1289244,3598928386.5542183,3600897224.038204,3602592401.4824553,3603915011.619324,3605274981.7390437,3606201566.4551105,3606750104.529819,3607203953.6338983,3607215254.4144425,3607341459.689,3606951496.5932684,3606628519.1997843,3605463636.313373,3603884838.716741,3602860744.129141,3601982669.8196197,3599919277.271322,3598203247.3984227,3595881281.8596587,3594169777.051459,3589486365.1539025,3584885048.059625,3584709588.102756
2,3446516507.382319,3455627255.045775,3462166801.6435637,3468360601.4747787,3476810220.0686216,3485212250.1668444,3493763420.359044,3500131351.0283504,3507405239.7967916,3514060375.2122474,3520342235.5253534,3526823548.4912515,3532483192.4342,3537168338.7402596,3542852377.909254,3547318278.4013257,3552736736.8406615,3557684187.181411,3561816638.4277563,3566470901.00273,3570342420.99089,3573681407.881724,3577440061.8442407,3580623112.8482265,3583408314.9813313,3585818065.4743366,3588069389.295116,3590165283.275496,3592128981.8500385,3593819057.4133334,3595137185.902586,3596495872.3173738,3597416751.842027,3597965266.5674877,3598418151.053469,3598429539.510931,3598554582.8039246,3598165706.0672264,3597844382.110656,3596680173.287453,3595107540.970962,3594083212.946782,3593207226.8003283,3591148829.323027,3589437860.4985714,3587121151.4702125,3585413282.100094,3580744576.461768,3576151530.702555,3575977021.45931
3,3450162456.6280184,3459277780.4336834,3465819366.732203,3472007459.401326,3480460597.5269356,3488863078.238426,3497416634.97261,3503785265.7437305,3511057797.276182,3517712020.45982,3523993008.8270516,3530473285.140261,3536131347.9366565,3540816917.37487,3546497754.1743875,3550964168.993504,3556377194.72012,3561323708.2718425,3565452392.590706,3570102300.994775,3573973070.5372114,3577309868.8889084,3581065008.965218,3584241456.0593905,3587021019.0669236,3589428048.3428698,3591674766.636304,3593766296.09872,3595723408.917254,3597406612.960916,3598719148.915655,3600072763.6096916,3600989550.880947,3601529200.6681046,3601970405.472111,3601978774.714111,3602095124.5674047,3601701229.410119,3601370896.0028033,3600194984.471526,3598617963.0091953,3597581249.583608,3596705453.0603113,3594632874.6181397,3592906609.930963,3590586616.101127,3588870645.4190636,3584184541.38497,3579579400.0254493,3579398120.4866333
4,3451866733.3963737,3460982872.0176845,3467526389.6952643,3473729215.414316,3482182367.689829,3490587130.413081,3499142030.8480186,3505510989.5938005,3512789935.8959956,3519449066.319637,3525731735.4329433,3532215326.919384,3537874736.2091446,3542561698.1109076,3548245886.6567435,3552712996.4603696,3558131898.046497,3563075855.8950057,3567209516.409495,3571863882.918868,3575731498.8387837,3579069623.271969,3582821813.9431863,3586007458.137405,3588789480.8840666,3591192359.0223713,3593441216.4727163,3595528462.372348,3597493157.783561,3599179301.521704,3600487229.7224584,3601842199.3464494,3602752176.9338374,3603298226.6509223,3603746653.095302,3603745232.97506,3603864836.152786,3603465739.3952336,3603138896.3693004,3601965494.543723,3600377869.6452994,3599349194.2263885,3598461174.112554,3596393585.225645,3594678011.60215,3592343739.1756973,3590629877.084216,3585941706.5964284,3581331831.3174973,3581157103.442448
5,3453339588.285621,3462474747.475267,3469035672.4929295,3475248640.857918,3483720507.7049994,3492150733.806461,3500727259.8458743,3507118839.716024,3514415517.3328595,3521090250.508499,3527396210.962399,3533898903.857771,3539580753.9289675,3544279606.4518094,3549981505.9537344,3554468072.9996257,3559904798.129698,3564874858.4199,3569021566.839694,3573695426.3587008,3577584406.608006,3580934746.6039615,3584714007.073764,3587913020.427145,3590710947.0877123,3593136823.989407,3595401287.4166784,3597514253.863274,3599485679.2831483,3601191534.781555,3602524223.5541606,3603890188.9474897,3604825486.0923576,3605386290.803943,3605847797.545298,3605870967.126547,3606004125.9897537,3605626472.9254465,3605311385.634171,3604153647.0694537,3602593230.8088017,3601572943.688994,3600704045.4582186,3598652061.993469,3596947916.8343954,3594633522.262832,3592931791.918314,3588271566.4054484,3583676472.2978144,3583508459.517291
6,3454114488.287441,3463264814.513907,3469820741.97653,3476033704.7029486,3484517963.852341,3492945697.5498667,3501533446.266176,3507919183.07243,3515227726.557715,3521908733.789644,3528210131.932101,3534721606.974295,3540399228.1206217,3545107376.6668177,3550819569.6299596,3555298397.451803,3560744590.5125866,3565712419.2074156,3569863163.8733397,3574543398.843247,3578430313.2328997,3581789496.199978,3585564053.424525,3588767616.253646,3591572987.9268403,3593999631.688198,3596270076.8820353,3598380253.898371,3600357710.714585,3602065560.656114,3603398651.590778,3604772664.1584415,3605708734.0089936,3606268676.339211,3606733766.967128,3606759921.912763,3606897272.018393,3606517608.2104974,3606206934.761922,3605051765.543448,3603494336.8243647,3602472483.6446667,3601608960.405439,3599557649.093716,3597851046.237668,3595543196.7568398,3593842237.9554663,3589173837.6384597,3584596440.112016,3584421601.348308
7,3452686040.833653,3461818450.848159,3468372536.857485,3474583016.8909316,3483050653.5671134,3491474527.6465325,3500046535.5460315,3506432084.2882643,3513724248.6761446,3520395320.706422,3526693859.391498,3533192369.5399237,3538867727.928766,3543562943.2186093,3549260854.3014135,3553743070.555127,3559175420.353361,3564139882.374195,3568281643.5080776,3572950450.1204023,3576834128.5990314,3580180777.4324794,3583955267.9033165,3587147192.0358768,3589943226.7132573,3592363777.032487,3594624686.280576,3596731144.2222576,3598700483.6086745,3600399488.145032,3601728203.0478516,3603093485.8587856,3604019012.194129,3604577471.583141,3605033710.6053815,3605051703.6071105,3605181333.8850884,3604798853.040187,3604480354.5632787,3603320329.32442,3601751154.5915604,3600727478.917,3599858320.430178,3597798851.1731167,3596091452.650032,3593774794.422283,3592066093.1651382,3587401431.3331785,3582802932.0589075,3582631926.7585206
8,3454105629.382281,3463244204.9962893,3469800077.9432077,3476009261.7371426,3484486270.6323385,3492909927.526693,3501487820.2463255,3507870435.79342,3515168477.462538,3521845728.849625,3528143655.538565,3534645091.2751803,3540320010.553095,3545022441.7783475,3550724735.914219,3555201312.61121,3560639872.174186,3565602898.0441613,3569748302.8148465,3574420112.5060124,3578301573.383354,3581654670.5377836,3585423372.5691867,3588620481.9932394,3591419896.3779674,3593837734.2629037,3596101378.728704,3598206309.681156,3600179028.9283032,3601879501.8487053,3603207564.9504614,3604570988.2481465,3605501479.614293,3606057382.4999337,3606514956.664704,3606532949.6926465,3606662914.7397895,3606278555.0819364,3605960373.9755955,3604801805.132814,3603226731.7902656,3602209749.1373873,3601335757.8598967,3599278278.6558294,3597568864.6115675,3595252524.863595,3593546584.8252892,3588870563.7590017,3584278784.6985545,3584104468.20465
