,0.0005416666666666666,0.0005420833333333333,0.0005425,0.0005429166666666666,0.0005433333333333333,0.00054375,0.0005441666666666665,0.0005445833333333333,0.0005449999999999999,0.0005454166666666666,0.0005458333333333333,0.0005462499999999999,0.0005466666666666665,0.0005470833333333332,0.0005474999999999998,0.0005479166666666666,0.0005483333333333332,0.0005487499999999999,0.0005491666666666664,0.0005495833333333331,0.0005499999999999998,0.0005504166666666665,0.0005508333333333331,0.0005512499999999998,0.0005516666666666665,0.0005520833333333331,0.0005524999999999997,0.0005529166666666664,0.0005533333333333331,0.0005537499999999997,0.0005541666666666663,0.000554583333333333,0.0005549999999999997,0.0005554166666666663,0.000555833333333333,0.0005562499999999997,0.0005566666666666662,0.000557083333333333,0.0005574999999999996,0.0005579166666666663,0.000558333333333333,0.0005587499999999997,0.0005591666666666663,0.0005595833333333329,0.0005599999999999995,0.0005604166666666662,0.0005608333333333329,0.0005612499999999996,0.0005616666666666663,0.0005620833333333328,0.0005624999999999995,0.0005629166666666662,0.0005633333333333328,0.0005637499999999995,0.0005641666666666663,0.0005645833333333327,0.0005649999999999994,0.0005654166666666661,0.0005658333333333328,0.0005662499999999995,0.0005666666666666661,0.0005670833333333327,0.0005674999999999994,0.0005679166666666661,0.0005683333333333328,0.0005687499999999995,0.0005691666666666661,0.0005695833333333326,0.0005699999999999994,0.0005704166666666661,0.0005708333333333327,0.0005712499999999994,0.000571666666666666,0.0005720833333333326,0.0005724999999999993,0.000572916666666666,0.0005733333333333326,0.0005737499999999993,0.0005741666666666659,0.0005745833333333325,0.0005749999999999993
0,2013771759.6855056,2013143409.6845248,2015485224.678245,2011773140.9113767,2014414753.577176,2013683763.869603,2016646042.9030843,2014671149.57717,2014904816.894934,2018946465.7682536,2014016755.0252936,2017118984.6144514,2017010121.2266572,2017636818.9970808,2014928029.7310839,2017085574.0159504,2018467655.4848313,2017966371.5732903,2019129657.5142868,2015749894.2118962,2015767571.2304394,2018353628.407412,2020211271.885115,2019276737.0698376,2018583599.3298893,2018017422.2853703,2020596475.092679,2019104761.7297072,2020615055.5071137,2018968808.9315286,2022726309.7596781,2022300533.2451706,2019602189.6855228,2020528733.2972953,2019125530.0896645,2020023057.8337224,2022323076.206724,2021253594.176853,2021958695.7747452,2020232106.9247649,2019807112.7001724,2026188973.5178854,2023244116.4528933,2020999290.7018194,2022710159.715069,2022634634.1435628,2021691676.6212156,2022293843.0751007,2021736378.3232226,2023085083.5679448,2019427821.963558,2020166025.4822338,2024975474.972338,2022183320.122888,2021737858.821787,2021572543.0352662,2019933194.9492211,2022370235.2912393,2021647015.17258,2023117726.6845462,2021235469.8629148,2021501690.8490462,2022440239.510351,2021506156.1900115,2021142954.4477665,2021600258.6245577,2019907845.9207766,2020223975.7584953,2022043716.6306474,2021162205.7330601,2022289168.2480047,2019775369.3042502,2022944796.2728431,2023301274.3033018,2022552689.0562925,2022280121.1905694,2023360159.1780677,2018913638.2813032,2021606217.6285274,2020339242.37893,2018866051.647405
1,2007826416.6089787,2007236581.019264,2009564869.6367724,2005831391.8019006,2008438310.2939808,2007666881.6582506,2010587123.981243,2008579211.484326,2008775889.625387,2012779809.080711,2007842627.9098828,2010913797.457067,2010783612.7974112,2011402962.594953,2008694280.3476048,2010869668.9227123,2012236647.5813239,2011765197.7776377,2012967898.6773674,2009575511.7408695,2009637815.7793844,2012205143.8105123,2014045374.5484257,2013205183.520972,2012615412.297004,2012082977.982038,2014635564.012214,2013162762.0103233,2014643115.6945677,2012977765.3344908,2016698337.9613643,2016234950.1655285,2013490116.2296226,2014373909.810871,2012951974.870076,2013835188.7149804,2016111192.2607896,2015027479.873578,2015704445.0177233,2014004110.1323798,2013572762.6551178,2019930431.6000977,2017019336.1805644,2014810034.8179173,2016540187.3582819,2016461521.6632185,2015521151.6781487,2016165061.28161,2015614611.007793,2017098090.7148564,2013456814.679252,2014200722.3284626,2018991272.867411,2016207130.1744454,2015727870.0411339,2015535580.4578948,2013868362.1250205,2016238926.238364,2015489680.6695175,2016933312.3170443,2015047808.5545852,2015291845.9511673,2016216594.6710083,2015288384.25184,2014896914.1061943,2015391115.8597891,2013698171.375565,2014004220.843071,2015862101.7466166,2015002159.6023107,2016116779.4411764,2013640801.2706566,2016800750.6433682,2017186837.7576256,2016555794.5938144,2016271774.3146734,2017403440.6395137,2012937931.9851267,2015618023.4230826,2014335010.1779332,2012843926.8703873
2,2008168954.312347,2007558885.212583,2009894523.3193254,2006178689.6995492,2008808461.812393,2008077032.6937754,2011064639.925822,2009067898.9282422,2009309401.208381,2013319102.3244638,2008396329.3438118,2011500183.2696366,2011388215.0065253,2012022189.3828118,2009314066.6474402,2011470360.5572278,2012824279.5025136,2012305658.72364,2013446161.7668092,2010057771.8953092,2010081970.0286636,2012652455.7040248,2014499917.6899421,2013629189.6204462,2012955091.3837917,2012417128.2753158,2014978477.4621456,2013501100.6235101,2014990403.255918,2013351981.6928263,2017133750.5850239,2016687575.7942,2013987092.2219138,2014912228.2412376,2013489651.619006,2014384477.102028,2016667440.6503353,2015618859.3038685,2016328058.7126875,2014629148.7753446,2014192952.6207864,2020540333.3802526,2017569493.0437958,2015311590.9751852,2017011050.7991202,2016920846.2421777,2015979477.7367656,2016610295.0715709,2016052146.201873,2017432879.8865323,2013794491.6895945,2014545284.1897025,2019352130.3138452,2016565793.0074635,2016128441.121711,2015974318.1572125,2014321486.6519117,2016748898.2206273,2016014682.2297728,2017469985.1921897,2015595295.539066,2015847179.7597833,2016789427.3645947,2015896034.6126096,2015520328.0072067,2015986310.7156775,2014282652.4307024,2014574314.8832455,2016362851.6164436,2015470867.5562265,2016583752.8877542,2014096856.3894668,2017252091.568016,2017620576.9406106,2016901645.0804713,2016616979.7832432,2017761094.6647995,2013307721.7880933,2016015252.083471,2014756312.9254131,2013274877.481571
3,2006046853.1754513,2005437533.2100046,2007765784.0863743,2004043178.9837832,2006684554.1243932,2005959941.223564,2008933556.64975,2006929745.7221234,2007169178.3147907,2011170641.3682525,2006256219.8072748,2009344974.7529047,2009227924.1517057,2009864271.190288,2007162925.0879595,2009280088.733588,2010618522.1989892,2010099505.5606112,2011236802.5805485,2007833544.4983509,2007890549.6838932,2010462514.62467,2012301099.601924,2011469922.3854785,2010814970.7518106,2010276635.3593562,2012828746.5187607,2011349577.1681504,2012826638.6098456,2011207182.8398497,2014987474.3561854,2014537291.8432605,2011828035.6133356,2012751908.8501813,2011330813.9252162,2012227668.0686047,2014499945.5794938,2013449441.071501,2014149547.0277698,2012426825.5998676,2011974038.8427646,2018315695.8366225,2015357125.1768606,2013099733.323546,2014814221.3661687,2014700791.189446,2013758427.2927308,2014401311.6100726,2013861382.406119,2015263363.0308652,2011627402.646209,2012373776.117541,2017164792.1126008,2014396153.1769228,2013952209.6556692,2013799630.5915475,2012152624.288373,2014571383.3081234,2013836746.6872542,2015292692.1286178,2013430241.1993258,2013667292.4578896,2014609276.7208567,2013681728.7157962,2013302048.0374186,2013748633.1462064,2012052639.4741623,2012339818.8199506,2014161852.1838505,2013261186.0175872,2014359068.28973,2011874575.8890507,2015020862.301117,2015405398.4126139,2014706174.3013155,2014419995.2824306,2015563218.0645761,2011105586.0243137,2013825439.7498019,2012560225.6072493,2011084398.335772
4,2005155027.1716726,2004531455.0574934,2006857589.8840294,2003132279.0731733,2005770712.0268936,2005026731.8559134,2007994141.0542731,2005985135.3580608,2006252836.219652,2010243197.3535733,2005323390.913283,2008417948.4904642,2008289509.1296291,2008954688.865448,2006250249.3060608,2008444931.1890256,2009808836.607456,2009329195.7450247,2010497221.055098,2007100210.0484912,2007126595.870472,2009686274.0303552,2011514897.2647321,2010643645.8922305,2009944677.360616,2009385927.7052972,2011931244.6236286,2010448336.5155427,2011930584.0995364,2010279370.0258765,2014062937.6003942,2013596011.6324928,2010902683.9492607,2011829565.392169,2010391745.9160488,2011302666.1438766,2013570017.5839722,2012540577.619271,2013236694.3104167,2011554921.8111768,2011116291.060626,2017474611.8870876,2014553379.350321,2012328378.8661122,2014028992.458291,2013937183.4154813,2012995125.2207649,2013628254.7719433,2013059076.4727397,2014406470.45937,2010758027.8560205,2011487535.9963415,2016282511.5724223,2013490653.91522,2013026675.519992,2012885174.6350954,2011226148.6431503,2013649739.7119124,2012906540.632187,2014363304.136414,2012516227.5305731,2012742769.1640458,2013708752.5076299,2012820459.7444072,2012418559.8749404,2012912668.3548489,2011222527.4111738,2011513953.4239745,2013356563.536366,2012482013.5964317,2013595697.031101,2011107441.5770476,2014252187.3525283,2014597607.990804,2013864229.5028832,2013568910.1634395,2014697100.7845476,2010230280.1564093,2012918679.0648315,2011651535.5597675,2010158191.9677477
5,2004488937.5753798,2003943482.506487,2006269629.6522713,2002565615.0210083,2005195994.4397457,2004450177.2240114,2007415664.172423,2005383853.672364,2005590662.2377262,2009564804.0910015,2004626295.8994246,2007711278.8263695,2007578114.7786329,2008220802.6360369,2005491421.4200966,2007628971.4268668,2008967166.626344,2008454121.3893864,2009646745.2695465,2006249881.3746555,2006314172.497709,2008875694.5838554,2010701175.2593842,2009866566.7436032,2009240925.498356,2008749307.584069,2011290114.3748345,2009850708.050806,2011345045.8302343,2009708657.772732,2013482146.2488308,2013016738.7000606,2010276765.454313,2011171521.2953606,2009724475.9096074,2010600619.185335,2012861107.4328504,2011811328.5228217,2012500549.2235706,2010779052.8714805,2010318691.9710302,2016651879.0882478,2013714125.3236563,2011470707.24229,2013187759.1376612,2013100592.3823614,2012159704.5196452,2012808883.709554,2012263582.369226,2013729505.7996445,2010087527.3828733,2010830872.271559,2015661520.2747252,2012905331.0673041,2012444134.1926548,2012279140.1721687,2010618246.1294696,2013010579.9877918,2012256120.8962662,2013695703.5284157,2011819545.3825486,2012034262.871911,2012971825.2133484,2012055356.6449895,2011652599.1010303,2012123303.542812,2010408558.496451,2010694964.3870785,2012532902.7081754,2011638083.9259868,2012749976.3373747,2010265300.9648728,2013422652.7400658,2013828222.3123949,2013182694.91041,2012885276.7525833,2014059608.3299222,2009604289.6607363,2012319190.2970142,2011050170.8276937,2009573990.809023
6,2005765778.169659,2005146006.9658186,2007474975.8077857,2003765253.146616,2006413919.1863673,2005679019.200188,2008625209.8987246,2006603335.9252064,2006832361.1826026,2010814745.4443398,2005894576.178665,2008988578.3591504,2008865836.2147896,2009518795.2208142,2006817297.0461264,2008971157.855429,2010318907.0546927,2009800970.432366,2010940191.218432,2007534481.5228157,2007592475.4831407,2010171665.4151542,2012014262.4459941,2011215505.0024755,2010546487.9598463,2009989596.362916,2012530432.3651352,2011047082.5551224,2012533238.429415,2010933048.3749695,2014702703.793901,2014242565.4060943,2011507635.3474765,2012413855.310418,2010983839.9820514,2011873584.7762089,2014138030.2936778,2013101234.591045,2013796707.6193445,2012102749.8166413,2011642905.6152613,2017994060.9898057,2015042382.6979983,2012786410.47717,2014494952.4003887,2014401106.0430863,2013458304.4583676,2014139458.4188418,2013609267.1855,2015004798.1077366,2011346894.5488906,2012074807.1350605,2016869917.3891537,2014114154.8042564,2013657888.629264,2013509113.7997787,2011848963.100561,2014254040.505404,2013501829.6005077,2014957113.9566529,2013099444.184991,2013315542.2154262,2014263600.7876496,2013349136.2540917,2012952647.5175667,2013423204.5299048,2011724032.5526748,2012008776.9770179,2013845559.7660098,2012943681.7882683,2014054214.4091396,2011605394.4841478,2014758787.6872373,2015147895.030605,2014444032.9176607,2014150645.0489762,2015272530.3458333,2010814472.9457364,2013547806.6834068,2012262486.4603164,2010793068.6063747
7,2006429372.8329248,2005827772.7839942,2008163926.1877291,2004452548.8307774,2007094047.6470072,2006356271.9576247,2009315840.724581,2007299393.333484,2007514346.2612584,2011503664.407291,2006542305.5629632,2009602623.8907852,2009471511.4963112,2010120085.816448,2007400758.161589,2009587030.5987813,2010952541.4342952,2010463270.265182,2011661926.640354,2008262991.9132657,2008309050.06455,2010871091.8923151,2012702817.260996,2011847687.4205792,2011208875.0499916,2010667298.4515743,2013213788.9917533,2011744191.6523783,2013230975.6818752,2011611776.643087,2015394708.4510214,2014928011.0055714,2012199992.0692987,2013093733.9699042,2011640124.2933788,2012502022.4731514,2014773898.2869287,2013707177.2483683,2014403875.5671523,2012701904.7665977,2012264872.5168242,2018618918.233098,2015714100.9547803,2013489048.4822054,2015194099.5747266,2015109700.2366393,2014168716.7673767,2014793032.977939,2014246013.421533,2015683487.6855261,2012035097.1716008,2012766757.2175245,2017571353.8205469,2014800473.8187935,2014350134.4786136,2014197095.5160823,2012537900.460228,2014932257.074379,2014169684.6078272,2015592395.6343427,2013706200.9823468,2013937209.0462782,2014879615.5602448,2013978547.3582013,2013583399.7045124,2014073676.914991,2012376529.4436777,2012675475.9738793,2014519226.5852613,2013640535.4065654,2014755472.1219962,2012254651.6624672,2015412710.2980654,2015784070.761675,2015128571.4659884,2014837373.3971565,2015973027.2707784,2011508380.0344942,2014231389.7489052,2012956893.909225,2011479909.5545893
8,2002497810.83342,2001959276.2707794,2004290185.6766553,2000580965.3012881,2003224845.0262485,2002498638.8411348,2005510181.8164954,2003466553.7368639,2003731798.8647041,2007691318.839983,2002768876.6131012,2005847417.6501734,2005700041.9989831,2006291416.2787213,2003560981.2674265,2005700240.2960696,2007027891.1964805,2006514140.0898921,2007671454.1622875,2004244835.0635645,2004306792.922164,2006856730.0658545,2008675948.9926827,2007888004.6875193,2007230733.3547423,2006751439.4056168,2009274470.4785173,2007840027.4445524,2009320819.3397593,2007706463.6410391,2011537725.0147753,2011061803.4969437,2008352112.6932542,2009283057.5265014,2007840354.0658145,2008731113.4160628,2010977537.42154,2009901647.1558456,2010557994.9173458,2008836019.2357376,2008364494.0008538,2014684809.5827253,2011738716.2168994,2009488953.8492024,2011196127.2341347,2011071503.6153781,2010129166.6909018,2010788144.6550772,2010259843.907496,2011705154.038026,2008053345.4457924,2008792544.9343572,2013624108.3565478,2010870739.7692025,2010422812.7902467,2010315201.467163,2008653480.5105696,2011075562.6507955,2010345371.9007227,2011801789.6507022,2009912466.5274909,2010119304.4013069,2011034409.900664,2010107996.0766947,2009687974.126472,2010149970.1353972,2008431390.041143,2008699359.5439706,2010545829.3929553,2009642352.3177493,2010733573.652466,2008248027.0094216,2011382250.7466285,2011824128.3676572,2011138988.133463,2010824911.705347,2012021112.0022838,2007557298.563349,2010293803.259936,2009044301.7099643,2007577404.952723
