,0.0005442176870748299,0.0005476190476190475,0.0005510204081632652,0.0005544217687074829,0.0005578231292517006,0.0005612244897959183,0.0005646258503401359,0.0005680272108843536,0.0005714285714285714,0.000574829931972789,0.0005782312925170067,0.0005816326530612245,0.0005850340136054421,0.0005884353741496598,0.0005918367346938774
0,111314103.62645182,177808809.09708548,235995730.7882873,281338817.27582985,300499084.39309055,287746314.7966816,247086098.38361633,190292244.31178543,131031084.02535664,82326572.68784074,44730617.581999466,22527636.396032955,10987940.989000138,5638860.416328354,1755951.8889793786
1,110984632.68701963,177897436.49503785,236459636.03408644,282080950.81961447,301307835.7306176,288357965.4403253,247348303.3931576,190147718.32802132,130549619.02684334,81647215.75974102,43936922.376993984,21616286.000826657,10013046.637893334,4614324.628524353,708844.9149354042
2,111491525.70889868,178704218.62168023,237528306.81540287,283353430.53133637,302666004.94720113,289657796.44856787,248463798.0881124,191007168.30300394,131141730.22563538,82019667.07117182,44139906.18061784,21719267.825654536,10064467.30852604,4639284.584311772,707279.7423488089
3,111540402.23985462,178603478.46678263,237234039.69724578,282827897.0225566,301933830.8830821,288807297.0997403,247622316.13684362,190295099.9733984,130638861.36286364,81759141.38088347,44136322.69088616,21850550.330815267,10232685.614793481,4798076.027864386,867039.076855906
4,111760497.42307827,178958008.10104746,237705928.06566244,283390350.83066463,302532973.4509312,289377869.38705915,248108421.5429014,190664504.23243836,130887315.69099917,81909582.65291864,44217691.49338436,21890398.737174638,10251777.92201482,4810822.363503261,889720.0169956406
5,110764023.82778236,177598131.5683589,236185720.33950853,281941348.54931325,301384346.46219903,288668246.49109066,247834597.81697246,190706934.2617556,131079512.85221928,82083535.57150058,44261727.882384345,21854066.020623427,10208296.654633705,4805679.89491098,933873.6825086551
6,110808766.16642493,177679274.1687091,236299756.4360607,282082148.87619334,301537787.24342537,288816865.8340216,247962152.3895813,190805226.34221542,131147257.00432399,82126667.8160655,44286247.82453988,21866809.53713193,10210038.572274826,4797989.371847147,900685.4389344449
7,110976676.45453882,177971938.02782658,236652013.09890884,282424833.15033007,301798317.46316063,288946646.92661554,247955670.862801,190695426.6528046,130983345.17869624,81954352.03075987,44128177.87574938,21727551.423340753,10077204.749636272,4657200.346804858,713506.7270171053
8,111099018.05859761,178155666.59106347,236887835.8660764,282699835.3062491,302088633.2557503,289224015.2691635,248196256.5971539,190883416.94186258,131116419.31299357,82041258.93803616,44177587.44596634,21752638.518980812,10087888.067744074,4660853.66479153,746410.7927133405
9,111447510.369106,178223152.85936525,236822123.47256446,282681897.24043846,302247167.1005858,289620242.64965904,248800601.25139546,191600597.15276533,131830934.9566213,82667798.75086568,44680450.673771665,22147844.02092473,10419613.957836471,4973006.335166109,1030792.3936285903
10,111198952.56555781,177823150.57479686,236301552.9804274,282074786.0368263,301607378.1150625,289011598.3500051,248278259.62154227,191194735.30372652,131546575.34978937,82484286.13757323,44576708.28917382,22093756.586303785,10394407.345723467,4960108.167796068,1027234.723878524
11,111831921.13166441,179139855.13082504,238005531.61928293,283808213.07917076,303036200.22425234,289907371.25866795,248595669.7296614,191054305.79529867,131149658.53701805,82032751.07109876,44209588.83572272,21848865.062219054,10203337.773862807,4761569.8856758475,841987.5992782093
12,112251607.52836563,179807863.97878742,238890048.998293,284860508.02298075,304157906.7250005,290978753.6761365,249513031.96927378,191758488.82151836,131632411.53393817,82334462.59712876,44372991.67164525,21931497.38595664,10244833.86158358,4784090.577461604,853184.3821507178
