,0.0005442176870748299,0.0005459183673469387,0.0005476190476190475,0.0005493197278911564,0.0005510204081632652,0.0005527210884353741,0.0005544217687074829,0.0005561224489795917,0.0005578231292517006,0.0005595238095238095,0.0005612244897959183,0.0005629251700680272,0.0005646258503401359,0.0005663265306122448,0.0005680272108843536,0.0005697278911564625,0.0005714285714285714,0.0005731292517006802,0.000574829931972789,0.0005765306122448979,0.0005782312925170067,0.0005799319727891156,0.0005816326530612245,0.0005833333333333332,0.0005850340136054421,0.0005867346938775509,0.0005884353741496598,0.0005901360544217686,0.0005918367346938774,0.0005935374149659863
0,3004291368.08903,3048571965.0200377,3098675547.481752,3154248301.6813307,3085063338.5858536,3025787584.3069663,2960788315.476095,2918560309.014069,3037044976.6090245,3048303508.5802135,3075180777.7111673,3099970445.761862,3054500448.283807,3078701404.4219694,3113744188.4387727,3060343843.056029,3110059685.8102603,3164808223.7907786,3172045240.461839,3261246580.125672,3210260282.7829423,3217851624.940694,3180488883.7272635,3177026168.7083926,3140551193.1538644,3196941749.370108,3174473999.361275,3084917764.9306073,3057749265.398404,3110328286.0483847
1,3049712224.992389,3070416447.0652795,3014682653.4058995,3010031531.8065486,3042028277.553569,3008687300.2227726,3050165660.4107056,3036609130.5970345,2987731876.5162377,3034032164.232816,3039224716.2775803,3142429338.662526,3165235134.3196993,3109140462.085077,3048926497.829927,3036843496.509916,3060053888.9310904,3094818607.024223,3034925154.8034706,2968794817.8436484,3049262613.392696,3072153019.595359,3185858828.280293,3136117964.7264624,3089542905.48816,3057163412.7371535,3066892285.604922,3016257246.7971196,3065212879.9550304,3117047390.2588315
2,2942145829.8347707,2930486088.950552,2936417169.395483,3011113423.758451,2991877385.9574676,3010879341.362536,3036753746.31929,3005291445.0023127,2969260756.8449125,2994656713.3166456,2981076695.533207,2997788079.7121487,2971655566.054704,3016020017.503285,3064339737.885792,3107537935.566763,3049993120.8204856,2962568904.6286407,3002866654.023441,3045631125.776903,3085423396.3122277,3079210600.108514,3069622015.8439054,3176333969.885455,3193796930.387207,3226412739.1926985,3179988721.0023384,3215764199.9532924,3205531270.667537,3189203134.3361945
3,3145113845.33062,3036103636.093336,2999098549.5894876,2996868259.5346327,3014772077.379027,3044723887.59077,3107015605.890374,3079657575.2736588,3088832129.11337,3160137433.8551946,3088479690.802192,3158345504.9374504,3193307484.4373627,3199126923.390144,3192445341.583444,3098865157.1637077,3071682156.6075754,3127720662.806197,3093889894.242981,3042858488.530208,3056868184.5019917,3092454710.489792,3119024548.7080417,3073479778.190604,3138584872.2616925,3106787556.682653,3149954790.4304605,3160995559.3916283,3124510431.991639,3109618740.9180846
4,3088034390.9571404,3012706719.1099405,2985983791.628042,3021693126.57064,3029222991.4691997,3035348482.2067566,3041656213.491751,2980806237.9752636,3035687714.3165884,3086390627.8280587,3018455288.2189856,3159148551.626369,3130482636.4007416,3159999013.366069,3186597736.1694155,3165749771.2612233,3095067075.153595,3078437094.0666437,3127437745.132026,3064096348.125636,2985871936.437942,3043220141.620265,3078020941.9457307,3050271952.705939,3089386951.327756,3173300958.0533705,3201220290.0099063,3132950189.33467,3029878122.837925,3034541453.451088
5,3009659245.5082006,3024845742.837383,3024681808.221593,2975688476.71123,3054813845.211836,3048532952.9263496,3109061754.255557,3012209989.4195514,2980245164.721354,2964390563.8507147,2990967437.697285,3070907814.3310213,3112542978.872366,3069665811.9877133,2996513888.074185,3006655567.857362,2954151362.191936,2916432072.2629805,2932104170.2642426,2900777094.006464,2977539422.240291,3109564802.930815,3104292146.599634,3036394077.405558,3074923709.8821373,3012337178.5718927,3104460301.3162127,3097928187.8041224,3063316835.5248404,3038477326.8725014
6,2942929156.6393614,2936536722.549478,2940107998.1291776,2951918502.5810833,3112728709.233397,3021592792.8572307,2917429405.258834,2949509595.9871716,2928258709.7632523,2982023826.146255,3030714001.0203156,3045761403.986487,3071763457.139411,3096981794.6206746,3069437177.8731427,3008141326.888535,3042746320.983466,3041592279.609069,3238174707.156742,3136664792.33291,3106004497.344948,3101950113.7731066,3120738178.041345,3147701321.714944,3096825128.3997097,3151499542.9852586,3206426196.775187,3203477139.471416,3155997712.3047066,3056414214.223226
7,3065394115.9384303,3021751904.003332,2991498915.863353,3027998923.263187,3009430051.413906,3031254261.8780828,3027029655.595992,3024849811.6703696,3136598757.343297,3077080052.9341884,3092303707.274485,3046286566.829426,3107007570.2883234,3081035599.2172127,3074419961.9917345,3117115601.416844,3106197026.601758,3204315937.7756968,3210438628.766595,3212852416.770987,3129088201.3993654,3121389387.3680058,3132624686.7522845,3140794827.339739,3156234621.4694657,3159136023.7205024,3130563690.597596,3164888746.7961144,3125714481.8461375,3026605841.5287724
8,2942930881.642853,2946795198.456457,2977024613.6101837,3014976633.499505,3047922945.700733,3027184303.041043,2980413252.1525617,2969635515.547151,3003307724.1424284,2973150324.1246834,3022590793.4902153,2988379154.4342937,2990020845.6555796,2974338186.6156926,2956520139.117144,2995035845.9521613,2983002730.270791,2945552549.8311887,3041701771.7910924,3053858656.068288,3022463749.722779,3011537080.6044264,2984273573.721961,3057620157.3391204,3010326610.9634166,3001338021.844607,3017083961.469596,3009071860.601415,3035900437.705486,3058920421.0782394
9,3140567710.0440235,3063076492.6331263,3064274256.2138853,2966760872.6091065,3040632153.0543904,3010268982.400937,3018808437.2185063,3005246282.119205,2998205514.3376994,3027778131.003293,3056358710.967568,3104183421.02258,3172923052.8508854,3111298746.825176,3017254985.0028872,3134928615.711775,3060711675.032752,3135454689.2616687,3042171092.0039883,2994872557.9437013,3062012228.581632,3069978978.051207,3114172529.9626412,3163380568.1942096,3057416454.4495716,3048500373.886819,3073497420.8760157,3137037293.0743012,3126918737.995493,3023225881.8765182
10,3107672292.986146,3143538449.8850884,3135300832.5439243,3097558860.5322003,3067600691.598429,3020142997.5690904,3017633609.228948,3032626105.6157517,3044696593.664818,3055322066.19097,3134320849.6458364,3045281465.6029363,2996699127.5924344,3029213455.303025,3044384208.5995235,3022571973.434543,3102464447.4129524,3055250240.1678176,3056252527.813507,3016286588.440235,3008205371.380662,2950440533.218616,3054396660.036789,3174121622.7046537,3161627337.470764,3189812899.1140304,3138005245.9852657,3102287488.634835,3157840025.4666934,3166110988.2514453
11,2949931768.0791945,3048854884.1943913,3002783245.4583035,2964402029.2452717,2972526505.539948,3073519104.454086,3098108235.766295,3041007954.7566333,3120438992.4561086,3128173980.682444,3139147507.3821063,3147227302.9099765,3176606323.097699,3184535091.0578384,3126546286.0163345,3097618045.9924364,3165015098.8541327,3147333566.2938237,3038995490.83785,3046605875.1525373,3080416835.1328573,3112906531.194988,3103966298.494363,3132255151.5483365,3220197337.110341,3227480381.4070807,3156283630.989769,3126226696.150693,3107123230.495812,3127657946.630705
12,3054294939.956744,3171969543.3355207,3088540364.3701024,3069946988.755588,3038418712.673427,3034250079.1515937,3019300271.118959,3082133049.9605865,2997398532.214348,2986303834.1341977,3072959832.650455,3063864504.9826183,3015948791.0745907,3043716437.4894633,3090164554.1463523,2997995254.804003,3054944174.1956873,3018428970.8454423,3071350742.7899656,3089412212.4821672,3117824972.6667,3118084013.312338,3096991974.937408,3080451917.5245976,3215149335.0683703,3254917220.5392604,3248801934.7550883,3186208209.789808,3083972577.5193996,3044543850.480585
13,2944623142.025188,3009811556.4659185,3001238542.5996437,2981080150.693176,2913552069.7313237,2954784205.2971673,2992810323.6385975,2925991807.3167205,2959318965.480289,2920527216.8547397,2973509313.033955,3027899883.3324323,3135514209.2005663,3123918866.408931,3068818094.148302,3066400089.5119023,3037788636.977153,3053549252.3654647,3052725613.378108,3004260273.7330728,3056939189.769868,3111193629.5939975,3081762100.504753,3006041526.2023787,3106489396.5699263,3134547092.810932,3104105952.7886343,3094305712.616733,3138918203.1022053,3064415972.346707
14,2991667355.9673176,2944498258.445637,2987443559.147375,3024803132.9969954,3053146571.0436473,3033361230.1199427,3057490666.5475516,3013986362.3821974,3035506937.4141355,3122961796.633554,3122883230.245417,3061433283.4109764,2957773962.488246,3008098863.286972,3073297712.7420006,3110709991.503233,3066141071.981472,3046351964.437797,3046926868.007164,3078293351.41561,3012490252.7529225,3067418828.0297604,3106745453.268189,3103944617.975686,3134165066.975131,3091120271.101418,3115869108.012136,3034780072.725492,3089938047.3568077,3129905483.318524
15,2971693477.0701647,3028566343.9186544,3065231362.913335,3101897980.8813014,3040474196.445265,2996902917.4803724,3052101006.2030377,3038269918.166067,3021493160.12081,3078956860.044614,3094991354.399918,3032791202.5189357,3012977389.175975,3010071538.3648424,2988831676.5985327,3050577119.8500495,3039609080.996005,3086061452.9930444,3044923166.0152617,3105281841.2029395,3173864350.321437,3096232174.3745165,3071585797.8127136,3019673349.2112336,2940884748.2787786,3014513060.787744,3101390485.8740325,3243144107.998865,3179484836.870754,3160682266.9653673
16,3002119924.143002,3032492171.004726,3044620241.3486013,3031136792.2060013,3017909635.874293,3063395177.736814,3042843846.8668003,3029032390.497266,2974175617.6613283,3030475549.467125,3029632868.9299936,3014989504.1702566,3042947268.9765215,3144725570.516669,3151227439.6974335,3090368291.1872277,3092713133.889016,3117497308.463402,3081778161.835137,3006950789.828198,2980807231.80321,3030504190.56038,3044118526.682553,3099038427.826508,3063309864.052446,3027019626.4282513,3059351948.2274427,3095143176.951042,3105098858.090863,3248547594.855991
17,3048639219.80675,2967587525.296291,3018004924.0766544,3068549297.0425515,3081365028.6531997,3004845247.4299445,3095702609.653016,3133427432.84242,3095816408.244364,3082490054.380052,3084970790.054181,3089917810.7368946,3067317076.6580014,3071342124.857058,3119487055.754739,3081360550.939606,3037606149.292951,3058306685.442349,3020846063.796472,3025918843.616222,3012669199.3241186,3016823104.1614857,3008282283.8757343,3075024752.6150823,3150481471.2184253,3141281317.3818846,3133322739.3609,3143384762.8747296,3144722169.6798334,3100160070.7800736
18,2897491186.98638,2953144916.704806,3015322159.2607527,3049069758.8756394,2990569257.584073,2975699821.7339754,2970205083.3158517,2959096344.9911356,2997510145.674946,2988494599.635202,3085150758.8906307,3092618324.448007,3002341659.4110847,3014110092.7686777,3022031238.7713027,3087326076.0564084,3084838068.5487394,3120570080.6597548,3170220623.869116,3160372941.586761,3078095970.0042505,3032325028.3371954,3058915305.1636367,3126008013.2518764,3146035254.717262,3098172174.305094,3117921105.9998145,3089264303.6212544,3170217543.4136863,3155570716.1617684
19,2968585207.7501926,3001259655.370876,2976241960.269432,2989649099.5357604,3035708177.171778,3021906503.1139565,3004477542.3490753,3052679262.1800885,3051222511.875537,3053015169.057221,3119922240.8472333,3038734583.3918095,3034361078.532016,2990907344.495425,3061634756.5188203,3044309564.5689454,3013691566.498867,3059091393.222638,3080230216.388075,2999428914.9633474,3078232672.5159507,3081832718.76207,3108881823.322465,3097731026.047144,3119526717.0336933,3076674481.9003425,3045589702.4787416,3056151065.82465,3129817418.036781,3171008606.801195
20,2983474676.4967813,2946225457.1861353,2870472251.555887,2902281296.5831385,2993927883.22312,3039031386.2007174,3031555078.615435,2984686410.7770495,3070829228.3108225,3088232055.3777657,3149448350.4287095,3014237277.645271,3102116186.6847224,3044450650.135162,3108418978.8642144,3070410673.28818,2923199363.2255387,2996404215.5825696,2997743992.1499505,3013278701.687056,3032781567.0783567,3038627212.359854,3041554020.391586,3050407140.159092,3042565739.5218554,3076534982.540051,3103463261.8259344,3089838161.4469514,3054146893.130754,3064534790.3517528
21,2987700810.620167,2994895580.1918216,2979250742.7450347,2931626371.286562,3017457147.644845,3022315462.3140893,3090348089.5577173,3021383433.5693846,2989486780.1425457,3061848914.1920924,3039700235.31566,3011593699.290496,3134037409.8842964,3120644958.340279,3081302241.874804,3054481705.483746,3078469880.150017,2993290237.7918606,3098103424.3854637,3097050684.2732143,3102278194.9149284,3044926566.081998,3020295886.951902,3078714315.684741,3083134823.3785067,2950651393.4620643,3042654033.225965,3051762796.1014605,3132027161.632689,3150924669.6277604
22,2965679435.095808,2974552587.459594,2988536710.999729,2999409239.7634616,3118120867.456043,3073892000.1167836,2941375564.5243835,2946105344.825865,3060323055.46612,3047714535.0672956,3021391163.6678047,2983734479.1585755,2993150112.4193707,3008947487.7841268,3053822335.4216685,3041236646.0562434,3038260240.4522357,2928294803.625502,3067748084.876892,3071927151.0216994,3133198330.323025,3143210287.0746126,3199410747.48939,3109882261.9769907,3131641938.8243785,3156173230.7851167,3117400490.216761,3268269376.255492,3238465131.9403644,3202913989.4908514
23,2970891668.777665,3023430682.669835,2930364168.0872183,2956398898.103608,2991831502.5350704,2989236195.318185,3063018036.270465,2984388070.5494695,2938070351.8387427,3017556201.7539725,3073203934.82455,3015181165.5913296,3101437118.939905,3134974484.4666185,3080752848.8480306,3088049986.2404194,3072182075.482324,3032736096.872358,3049533571.1207676,3038008262.1596317,3009063031.1077104,3030229496.758491,3112713829.797094,3056272369.856764,3084031036.307745,3098174384.854911,3063819525.235867,3036859904.4594846,3101789141.7086334,3138492919.7862296
24,3048575478.4688697,3084434116.249336,3112173617.9725256,3083648830.8429947,3124521744.8777714,3105297367.5726333,3086310388.944674,3103090805.4323306,3086269028.5819654,3012815696.1675477,3039688481.606891,3054493369.3432746,3031372320.291315,3078097998.856731,3068736972.821759,3097599655.3205323,3141682806.331229,3172720501.0475864,3173439798.2975135,3160860267.5276275,3144235311.406134,3084542632.8678627,3068727873.679404,3117930557.411047,3081145405.00667,3085815203.8617735,3094414610.9089727,3162310066.460502,3208547661.094444,3219330573.8528895
25,2915472119.888057,2924186872.1866693,2907382957.247192,2865514988.715112,2923064253.2458854,2912410097.3298664,2921170112.561984,3009253273.297866,3110697979.1828327,3113299675.6968713,3119688035.991037,3026515664.732522,3050616915.9031334,3036088783.5731587,3128855451.852823,3102814475.1343126,3053999563.6975813,3017523954.642957,3030488068.906157,3033712652.293172,3082133766.314391,3050019803.865001,3108179946.7887325,3071195144.49488,3077324797.273619,3051419235.892541,3058742280.5857944,3126081325.313428,3206862599.9783645,3145501337.0785565
26,2915752415.8323874,3027878010.0732813,3059137150.4637866,3072287229.707643,2916449463.176,2927096628.7518477,2917367815.2804003,2911567240.8998647,2902344431.116786,2922850515.4539585,2944966995.6059318,2959363193.0438046,2893109849.1542106,2928147680.664125,3005107156.770385,3001420455.234584,3011049566.8508034,3010131104.652818,2989728863.781793,3061629192.4196095,3082219718.6574016,3052771811.7200675,3033005122.080053,3046957008.2173157,3117318322.6815886,3140095453.4299088,3100396446.847431,3108033220.633296,3164902788.555267,3077220836.997863
27,3023514925.765484,2917502275.4918137,2918012495.6202726,2911416627.455491,2830614013.4911017,2953987626.4032397,2945490437.466388,2978572016.4685135,3133634510.4431076,3153261305.424701,3077812953.8597207,3139636583.194769,3157385047.5950994,3136693114.2378235,3147256283.925116,3127562264.4588957,3123103475.7853594,3160957593.77639,3091059198.3114448,3049366620.5227532,3183542325.39025,3169916046.558116,3075744224.423166,3121553683.4362698,3124787068.82362,3097017589.934451,3104701057.696694,3095557473.362412,3147824020.6615715,3121685194.1331844
28,2955565178.0503197,3008601405.427064,3039876608.089354,3082751082.6425724,3048445886.7282214,3102559284.169786,3017897315.0949726,3013075584.413929,3093917454.490254,3099215024.761472,3054291744.611141,3062965375.832371,3105417705.342681,3118525861.102362,3136124166.956814,3095757976.484227,3086904767.363837,3087077243.570421,3121646748.9117,3114249596.6257925,3121325395.571779,3127203860.668585,3076346428.761485,3100587523.86647,3157498040.44854,3107191809.149822,3087091577.246767,3086897421.869394,3120768753.247991,3087161056.605059
29,2920616620.7451615,2964390121.961465,3029723489.547141,3012483705.6716285,2985294308.569763,3021546436.0366263,2978145066.396114,3034055903.971193,3092729976.9693203,3036322207.797649,2978708139.503831,3049955904.7808814,3014043401.104453,3027001411.4869924,3037882487.80898,2948257871.6354995,2955327357.7722654,2964062465.1490064,3012786827.5131874,3012386132.2382345,2968636931.228941,3001641245.5095034,3025364371.2897415,3062205390.714778,3118499705.913619,3046248325.4433413,3040607788.0558367,3107459850.3154473,3047596409.3627377,3068441718.7849455
30,2821417441.0087504,2878530740.351418,3013610435.0325136,3062845273.789713,3051099810.1269526,3002650947.982331,2961213330.6869025,2994911598.202963,3053656735.054403,3157424916.85345,3125873555.0447664,3124488839.3873606,3106381865.977355,3122213805.067003,3161407436.0330787,3205905724.4000125,3124691402.374384,3119854906.9151864,3101332197.23486,3123081697.916969,3146077835.0681353,3115654805.019882,3076805964.0937266,3091344669.6261535,3122859046.03584,3167931394.2476764,3133162880.175218,3149922856.5849557,3161433599.7291145,3201963084.970158
31,2950682489.8191843,3000494481.820859,2939299344.997757,2938610458.5793242,2975856212.4117446,2996211127.8886876,3042258679.3877664,3010902253.125181,3102998057.8723087,3148499836.38475,3129224254.6722274,3048835974.581515,3065822845.598657,3114793015.9400845,3082732885.4651017,3077774205.0880923,3098621408.8303432,3111731487.0115633,3124658651.8379154,3073038452.587283,3124447382.6366124,3088423149.6846356,3124607718.7592144,3133239221.191515,3209058394.9964733,3166882800.8373065,3155621988.3238564,3160734407.8817916,3213109064.8973136,3141604967.0614634
