,0.0005357142857142855,0.0005374149659863944,0.0005391156462585034,0.0005408163265306122,0.000542517006802721,0.0005442176870748299,0.0005459183673469387,0.0005476190476190475,0.0005493197278911564,0.0005510204081632652,0.0005527210884353741,0.0005544217687074829,0.0005561224489795917,0.0005578231292517006,0.0005595238095238095,0.0005612244897959183,0.0005629251700680272,0.0005646258503401359,0.0005663265306122448,0.0005680272108843536,0.0005697278911564625,0.0005714285714285714,0.0005731292517006802,0.000574829931972789,0.0005765306122448979
0,877659548.9627051,1238847731.6092029,1712499563.225528,2285163443.564513,3086556441.897149,3507964619.828055,4672745272.79705,5614711247.56416,6550628988.52709,7457188643.455392,8267653698.852279,8893139346.831938,9313216804.088303,9496027481.056374,9418056198.12148,9091217208.042141,8532292150.188404,7803790183.985767,6924909787.885639,6005649610.828432,5036339074.504512,4128770878.1635494,3287469576.886205,2589845418.6549506,1973597134.4694958
1,870852765.177312,1232159094.915938,1706357952.4927545,2280081829.363381,3083516921.7315035,3506110307.7753296,4675152468.120633,5620883510.937585,6560834597.189873,7471484247.4200115,8285694944.63379,8914040515.86067,9335904197.398571,9519180484.664711,9440245905.972326,9111154180.108097,8548837547.64318,7816231520.387076,6932879033.656114,6009300552.3848095,5035939521.3395195,4125079851.3524823,3281259430.7315507,2582099858.3289757,1965401467.4270315
2,868849398.3777264,1229390351.394272,1702493297.4148638,2274856736.1255455,3076335790.5403976,3497904474.4027677,4664081882.503227,5607494754.866273,6545113625.689381,7453513673.689792,8265701059.14822,8892473742.250248,9313264401.992931,9496058495.548542,9417282054.29314,9088955127.556137,8527983458.069219,7797138564.682839,6915908398.460785,5994576839.815754,5023543154.986618,4114858374.087588,3273068968.268362,2575601648.195739,1960616204.6429298
3,874954824.8073845,1236588029.5779011,1710953908.909282,2284731512.03287,3087525344.3097553,3510336741.5342402,4677687493.193759,5621691148.848802,6559391268.767932,7467229003.429017,8278195220.658078,8903156823.180994,9321710532.524843,9501934689.015816,9420505446.541847,9089706855.463512,8526589596.499929,7794140582.412712,6911899461.165431,5990173912.787636,5019310458.84745,4111361671.643302,3270806457.8250384,2575021838.6432495,1961978394.998726
4,875485577.8806695,1237299485.3977962,1711881535.7987711,2285849531.2582693,3088908703.564269,3511851684.29198,4679627383.57522,5623996687.846523,6562064408.180302,7470287141.319802,8281627885.427513,8906939351.431095,9325742025.940773,9506146989.693867,9424794386.598959,9093959649.252964,8530690934.279312,7798038861.341869,6915391312.981299,5993287059.622037,5021988748.008025,4113608997.744002,3272645220.5036874,2576533590.6997633,1963038582.0662608
5,873179455.8675314,1232545174.0666766,1704005683.714067,2274448680.1394258,3074955517.55756,3495174736.5544114,4661233608.388388,5605151911.986364,6544017971.274821,7454482336.034573,8269504232.442337,8899627251.83372,9324170669.338573,9510868767.607933,9435816129.776567,9110644357.93508,8552117640.391278,7822732466.19544,6941988416.159692,6020151029.203078,5047797690.743256,4137138356.900449,3292925986.512107,2592960732.4164543,1974956288.7095437
6,873273172.2781591,1232711133.3706677,1704206083.9431508,2274620543.521151,3075192183.7211003,3495515758.9932566,4661793850.023095,5605927655.399322,6545014502.493397,7455717720.805721,8270964789.895489,8901311047.299377,9326029310.177425,9512861617.807278,9437889374.839535,9112741347.849796,8554185343.3012085,7824699905.581764,6943839836.450346,6021836568.480176,5049306846.514648,4138452167.8871565,3294043095.9211926,2593900152.1888366,1975688368.5865355
7,869288540.4319645,1229428499.1971054,1702506535.467693,2274946290.3913636,3077196347.453586,3498622474.628721,4666230295.861995,5611018398.463339,6550374792.910296,7460878204.580015,8275434478.425867,8904625569.045385,9327790330.711622,9512747991.746065,9435743334.914057,9108597761.761799,8548183149.679277,7817223881.951889,6935220308.087947,6012574750.5465975,5039780957.297598,4129106025.435301,3285181928.304612,2585722627.6961174,1968143212.8256032
8,869737213.403521,1229928409.7336946,1703146202.0981498,2275771687.201545,3078292608.8023853,3499866210.8972473,4667879441.463044,5613022940.020353,6552717394.879982,7463563064.31756,8278437867.855556,8907882216.749752,9331228169.13796,9516278654.22233,9439277274.889454,9112038174.839346,8551455499.969257,7820287291.477574,6937940940.762853,6014980189.739564,5041865007.3996725,4130875254.631059,3286654909.648979,2586938492.3006883,1969081367.8784783
9,881103275.9734622,1241375821.361238,1713611957.2098894,2284268300.797517,3082925855.583068,3502414160.7823358,4663116158.834876,5602318950.944276,6537230475.024144,7445156931.325077,8258605586.632892,8888195324.19296,9313061815.485586,9500990571.490004,9427910209.34673,9105177555.570114,8549387713.2927685,7822712111.587262,6944535216.0899515,6024809682.313779,5054143909.824262,4144603549.8322954,3301005637.403675,2601188361.1083,1982907716.691722
10,882131695.0539227,1242902651.168492,1715744928.2985072,2287043346.4071865,3086490249.2105384,3506508150.103224,4668390995.120982,5608549788.139762,6544387522.721242,7453254542.366436,8267540656.888758,8897738031.335844,9323065785.882765,9511176589.829082,9437998720.791267,9114917381.588892,8558528780.31441,7831069128.912741,6951972957.647029,6031234996.740616,5059524093.761001,4148978379.7520227,3304444323.0308986,2603843699.5960145,1984881213.4809523
11,874175909.7782024,1235931116.9359035,1710600001.075271,2284706907.5571446,3088250129.3204584,3511292076.10359,4680049296.412925,5625344796.202031,6564507810.747555,7473975718.336133,8286656525.118081,8913280047.408943,9333267591.050978,9514670255.45384,9434031573.890839,9103543513.874659,8540239787.059606,7807147545.079229,6923787792.865131,6000696345.524132,5028186890.784459,4118493021.5527945,3276093148.592569,2578507877.489792,1963275481.3435216
12,873645090.5395057,1235334370.4966676,1709913447.0422034,2283915973.8010063,3087361710.0748687,3510338400.684777,4678966959.8382225,5624150915.404768,6563204253.166289,7472595801.184397,8285214748.50753,8911815641.080465,9331814943.976011,9513271095.153461,9432724037.04234,9102363894.718616,8539221385.494131,7806294599.599456,6923148868.974114,6000210478.323848,5027866935.353349,4118292789.906779,3276004141.0326223,2578493213.220924,1963542907.7434
13,869246951.6365817,1229377312.4673018,1702408908.8204203,2274736221.1464324,3076885055.8425894,3498222630.823185,4665705603.270044,5610420899.837521,6549711385.132346,7460192109.804081,8274773846.405745,8904010028.053,9327248139.761103,9512318843.967464,9435446217.88487,9108436884.807858,8548145540.754957,7817299312.09499,6935382492.505791,6012800339.607359,5040042112.262525,4129366447.9007797,3285430305.255418,2585958574.657429,1968378301.6168923
14,869723162.4668193,1229934938.732254,1703178481.6523738,2275753289.7067623,3078294513.75225,3499839075.4930854,4667886073.761145,5613061675.932734,6552790899.493875,7463698868.011309,8278664891.954134,8908207749.216623,9331650324.488255,9516816076.08248,9439927361.229322,9112791096.905594,8552282237.457562,7821175052.048244,6938852035.47927,6015893684.383983,5042743758.652189,4131694733.6650443,3287395230.6400623,2587606634.477682,1969757008.6924908
15,869915228.8194059,1230486100.6240304,1704094921.5406299,2277073506.3772225,3080141382.0727143,3501989061.280035,4670791943.327139,5616562604.6234255,6556870334.497573,7468331449.919324,8283767359.739704,8913653947.771025,9337279990.43083,9522487645.214716,9445456208.314325,9118033362.95975,8557093879.99237,7825427627.470948,6942543946.220411,6018975833.138982,5045201710.67576,4133593716.233633,3288791266.6440926,2588594132.4549227,1970262644.6008763
16,869014626.6541905,1229338048.0215013,1702597378.077097,2275137999.5855484,3077612275.7746882,3499138856.272045,4667099374.494594,5612194752.826208,6551855517.443964,7462700779.40433,8277595781.638878,8907070764.859612,9330453835.831917,9515573387.474693,9438654520.434126,9111499334.095242,8551003774.173104,7819889284.991824,6937661384.401096,6014769786.835575,5041694524.582895,4130718911.1737466,3286510452.3473964,2586800111.6050153,1969018697.0910723
17,883838192.0160913,1244727308.1146965,1717639239.2060885,2288887482.1499863,3087974940.2408185,3507908672.8350897,4668274755.403746,5606411862.698723,6538548009.906028,7442054094.806795,8251962697.579431,8879332741.901789,9302940746.113667,9490397956.150738,9417587215.939747,9095713993.783077,8541263922.542369,7816222607.8202915,6939884739.0230665,6021894681.125802,5052876241.327839,4144687721.2070136,3302181202.6481376,2603107605.3605337,1985339347.1011698
18,885271765.3046756,1246668354.7068715,1720236080.0676053,2292279019.11311,3092379522.0650353,3512959633.965091,4674886899.063542,5614268626.130816,6547633486.145739,7452349105.960439,8263318865.740823,8891653289.282934,9315897600.882015,9503663272.752934,9430779753.264797,9108510978.475477,8553324054.6094,7827301925.413018,6949714143.197345,6030442515.729265,5060041390.215493,4150546319.8696766,3306801544.3648677,2606667170.3461323,1987884410.4180486
