,0.0005442176870748299,0.0005476190476190475,0.0005510204081632652,0.0005544217687074829,0.0005578231292517006,0.0005612244897959183,0.0005646258503401359,0.0005680272108843536,0.0005714285714285714,0.000574829931972789,0.0005782312925170067,0.0005816326530612245,0.0005850340136054421,0.0005884353741496598,0.0005918367346938774
0,3507964619.828055,5614711247.56416,7457188643.455392,8893139346.831938,9496027481.056374,9091217208.042141,7803790183.985767,6005649610.828432,4128770878.1635494,2589845418.6549506,1623331241.5234535,721858782.3626901,761716906.0483525,1299758737.9357414,603715916.2594224
1,3506110307.7753296,5620883510.937585,7471484247.4200115,8914040515.86067,9519180484.664711,9111154180.108097,7816231520.387076,6009300552.3848095,4125079851.3524823,2582099858.3289757,1616284661.5909216,713707546.6795287,756223549.2337308,1297708773.1436694,598565152.5867258
2,3497904474.4027677,5607494754.866273,7453513673.689792,8892473742.250248,9496058495.548542,9088955127.556137,7797138564.682839,5994576839.815754,4114858374.087588,2575601648.195739,1613486171.8311546,711741891.7804893,751949686.675649,1291020602.4541833,595252644.736093
3,3510336741.5342402,5621691148.848802,7467229003.429017,8903156823.180994,9501934689.015816,9089706855.463512,7794140582.412712,5990173912.787636,4111361671.643302,2575021838.6432495,1616471536.0768306,717932209.4508916,757267183.2840909,1292690053.8743193,601556612.9800749
4,3511851684.29198,5623996687.846523,7470287141.319802,8906939351.431095,9506146989.693867,9093959649.252964,7798038861.341869,5993287059.622037,4113608997.744002,2576533590.6997633,1617315425.1963325,717892482.8219253,757690885.9476355,1292734125.283387,601295353.0233033
5,3495174736.5544114,5605151911.986364,7454482336.034573,8899627251.83372,9510868767.607933,9110644357.93508,7822732466.19544,6020151029.203078,4137138356.900449,2592960732.4164543,1624539910.2271388,720260908.3187001,759572490.3887837,1296035377.9706626,602824250.6327324
6,3495515758.9932566,5605927655.399322,7455717720.805721,8901311047.299377,9512861617.807278,9112741347.849796,7824699905.581764,6021836568.480176,4138452167.8871565,2593900152.1888366,1625160621.4116356,720687408.99217,759972652.9687366,1295645770.222819,602646767.9017752
7,3498622474.628721,5611018398.463339,7460878204.580015,8904625569.045385,9512747991.746065,9108597761.761799,7817223881.951889,6012574750.5465975,4129106025.435301,2585722627.6961174,1618094016.4342673,715250673.4560949,754163207.7704264,1293909200.9206877,600840303.4997488
8,3499866210.8972473,5613022940.020353,7463563064.31756,8907882216.749752,9516278654.22233,9112038174.839346,7820287291.477574,6014980189.739564,4130875254.631059,2586938492.3006883,1618620938.7728417,716134730.9271344,755617322.1828039,1295882918.7323322,601756896.6229414
9,3502414160.7823358,5602318950.944276,7445156931.325077,8888195324.19296,9500990571.490004,9105177555.570114,7822712111.587262,6024809682.313779,4144603549.8322954,2601188361.1083,1631346142.5292304,726646612.314249,763953385.5446198,1301466966.939669,605834087.1007789
10,3506508150.103224,5608549788.139762,7453254542.366436,8897738031.335844,9511176589.829082,9114917381.588892,7831069128.912741,6031234996.740616,4148978379.7520227,2603843699.5960145,1632920743.473674,727188481.4229861,764916175.9878415,1303054280.9230454,606817090.4075304
11,3511292076.10359,5625344796.202031,7473975718.336133,8913280047.408943,9514670255.45384,9103543513.874659,7807147545.079229,6000696345.524132,4118493021.5527945,2578507877.489792,1615289859.6505866,717421412.3908951,758696833.8615758,1293996916.3559804,600701647.2656848
12,3510338400.684777,5624150915.404768,7472595801.184397,8911815641.080465,9513271095.153461,9102363894.718616,7806294599.599456,6000210478.323848,4118292789.906779,2578493213.220924,1615497796.853459,716734435.0637254,758475153.658918,1293382887.384384,600441907.9819736
13,3498222630.823185,5610420899.837521,7460192109.804081,8904010028.053,9512318843.967464,9108436884.807858,7817299312.09499,6012800339.607359,4129366447.9007797,2585958574.657429,1618264133.4018412,715292412.4290562,753580007.6157796,1292969345.4148698,600731686.8997563
14,3499839075.4930854,5613061675.932734,7463698868.011309,8908207749.216623,9516816076.08248,9112791096.905594,7821175052.048244,6015893684.383983,4131694733.6650443,2587606634.477682,1619515179.6065621,716481238.4675487,754682463.158293,1293885539.9832017,600965103.8466647
