,0.0005102040816326529,0.0005153061224489795,0.0005204081632653061,0.0005255102040816325,0.0005306122448979591,0.0005357142857142855,0.0005408163265306122,0.0005459183673469387,0.0005510204081632652,0.0005561224489795917,0.0005612244897959183,0.0005663265306122448,0.0005714285714285714,0.0005765306122448979,0.0005816326530612245,0.0005867346938775509,0.0005918367346938774,0.000596938775510204,0.0006020408163265304,0.0006071428571428571,0.0006122448979591836,0.00061734693877551,0.0006224489795918366,0.0006275510204081631,0.0006326530612244896,0.0006377551020408163,0.0006428571428571427,0.0006479591836734694,0.0006530612244897958,0.0006581632653061223,0.0006632653061224488,0.0006683673469387753,0.0006734693877551019,0.0006785714285714284
0,2929431330.966028,2896326332.7798653,2947291686.635792,3035883243.0359488,3019944493.063642,2910760526.6315517,2858011604.390531,2918627982.990962,2984803738.0782857,3044426527.9765496,3030264142.502655,3078467038.981078,3149762399.6916504,3141263406.3072033,3071650008.737,3147148725.0031805,3042061317.813462,3059347451.4471297,3168079747.6387005,3090347991.918619,3093296493.5439405,3105998515.966109,3206898479.0142264,3241428558.6754985,3263515738.444703,3257542720.4646587,3245232229.3136277,3180965234.7815266,3270196842.3956223,3340908816.5805926,3429426187.249461,3383147419.230887,3355096745.844364,3268721305.6207385
1,2901150068.939014,2845942201.7594576,2927399127.5997925,2927792202.360902,2908495510.1246734,2978314647.149043,3069839854.1721025,3009469913.2506742,3124393228.4689803,3045956359.2590103,3130474223.5484996,3124819774.3695,3145123304.4435997,3053825910.030819,3125295131.4924884,3078312283.1832004,3149221967.2422643,3111542934.8017826,3258565696.09318,3185338201.9767313,3197605081.002869,3154285874.0373006,3124773485.166006,3208544293.895382,3215633817.8731594,3198716683.5951333,3235736203.220703,3234964130.922096,3175794388.70203,3363313865.4126368,3261100370.1333513,3304777747.8853483,3175602691.693288,3261691699.6131587
2,2905462050.9250236,2829411729.220329,2862817394.227425,2933069912.7124557,3064890387.197012,2990222037.3417897,2987929995.0709467,2994557908.6974387,2986981624.042638,3037331636.1254253,3014206694.65962,2958073635.7270722,2998466180.6308846,3111152712.534738,3013466435.1158433,2995880586.228054,3129228422.692303,3114499758.9634666,3127907622.498514,3101973939.686485,3205833012.543785,3155856534.1617856,3139479800.3232107,3150858625.5074334,3197063713.7349634,3180336350.8682456,3229302111.738987,3276452295.590056,3249995227.1677837,3250713550.5731144,3227312604.588519,3214965926.9755025,3221989284.5038257,3319339170.6527925
3,3045327271.843412,2987272722.6854386,2912921244.3807983,2920840659.314481,2922429596.517981,2918350593.573432,2984992755.576072,2951743498.130987,2997473357.6707234,3048854982.767056,3100866003.8607135,3167745693.7906275,3113686461.2686315,3128621500.106242,3144938060.811078,3027929591.343702,3068977766.5327935,3149768971.723101,3119989140.469208,3128524932.6115675,3288144800.026734,3245639564.704082,3092846755.071589,3203990318.008545,3166946604.8045936,3197985409.539465,3238296311.6302695,3345056053.7849903,3285559690.3700066,3458363104.557446,3459107350.329214,3396318467.1932807,3315178984.2756186,3378590856.0238657
4,2919579738.9393687,2870308111.9392037,2955573457.6883855,2870630903.3559813,2915503615.396374,2975917587.104459,2970689054.766471,3066183032.710959,3047880881.410891,3110649077.954413,3018010597.9166093,2958974089.94334,3128340514.7116623,3031893593.4773164,3044365630.04718,3075112947.9906383,3062983421.921137,3045746272.9790845,3104672498.052657,3101819837.0702825,3070017919.249448,3123878420.9035535,3185892358.5925484,3121903785.0723367,3231726451.7464542,3051508577.2527795,3242716718.7370405,3255655808.962814,3290116577.238443,3305042406.9137893,3314707038.971472,3394105118.5403533,3358557674.631455,3231861124.015169
5,2771962746.733591,2872949805.991104,2866389714.1421504,2925870834.8905425,3030422527.35134,2945329454.0948925,3067034404.6085978,3097251807.5548315,3081529167.721341,3006996951.2983046,3001175946.0187726,2948662306.656074,3032749662.884379,3014445833.911675,3034699407.9706483,3178995743.365375,3143336553.3320327,3206532645.2942266,3142473294.8968287,3200045587.3983417,3248053204.4346304,3190988348.611502,3287917628.436606,3183826803.237733,3247558404.476493,3207644971.2688055,3304621717.1179123,3301227667.141466,3339257818.5600195,3330601202.9747033,3243637816.424521,3453707197.6482987,3369470014.2535653,3246902751.0303144
6,2821016199.876008,2866255823.3820724,2934369106.0739536,2905696641.8739524,2951850172.4532313,3059203855.158399,2929543481.538384,2881536334.0793333,2933346233.4458566,2995706137.0930104,2966568175.061388,2947275145.7023997,2961777022.7411256,2979067707.572009,3021330814.5156636,3143824654.817509,3183857949.086369,3099179516.27834,3181986594.7377763,3144905455.662862,3372704818.665855,3242569503.128311,3240851298.8079386,3216840091.937209,3181335401.1818123,3260228720.8377724,3288529081.580729,3225932456.1598296,3177209125.7197824,3318143872.8346353,3218041079.501559,3277926749.31311,3294764723.429871,3340147172.5825315
7,2846986296.150728,2885375542.8560863,2884884504.1194825,2887243322.815901,2982497698.6872225,2997785966.257301,2942882107.2980313,2987327958.8172193,3126668158.5700574,3003522379.899639,3130301276.588194,3066342829.6492248,3045360996.8815937,3025890867.983195,3113814648.24021,3085361965.9519596,3112445901.695339,3175314138.9426274,3167874232.064238,3239099537.3626714,3208508026.8619494,3203871052.9476933,3214124136.550521,3220335212.4150805,3245658389.4137006,3207217074.6068006,3271630445.78161,3236232661.073166,3192195171.020218,3190956411.7144237,3284716386.6153917,3313018904.3577657,3216398588.157563,3252702074.736581
8,2985771546.9651594,2891301398.146059,2846940667.336248,2991006248.9739428,2922772094.8948874,3067084196.6509104,3016670074.0256133,3090624298.3824005,3095330822.00456,3084151745.2440376,3121911841.23694,3016232337.574219,2976782152.0226493,3027529708.0365033,3151781433.305053,3140639052.4337654,3112791026.2243257,3152085026.7375164,3140044368.087515,3085431507.3715363,3158397565.8327203,3203475285.007568,3253024598.1084504,3287760348.0095773,3222342295.589909,3213213609.033522,3125802334.265206,3200674920.0877147,3267739860.913509,3166605847.6087317,3304004288.0731797,3278549029.485168,3252937959.872658,3322167211.3486743
