,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
34,178.77885320186616,29.11320955297639,0.13195347785949707,0.02109462981313656,tanh,0.01,0.1,0.05,"{'activ': 'tanh', 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.05}",-0.08453628779933872,-0.15437923510515353,-0.22077201940004046,-0.2398190798491288,-0.10038891808797443,-0.1062237851984827,-0.24851492247926707,-0.4960954423825725,-0.15632846566636627,-0.338653039747038,-0.21457111957153624,0.12049124732788168,2
35,183.44716322422028,23.39327982313256,0.1228342056274414,0.01121014486939979,tanh,0.01,0.1,0.1,"{'activ': 'tanh', 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.1}",-0.08539735061911678,-0.15339004664543465,-0.22175659018451513,-0.24028064297115545,-0.10321674052585038,-0.10743957552345311,-0.24929307273012954,-0.4975022244658997,-0.15488515617571727,-0.3399265092644808,-0.21530879091057525,0.12064208752475636,7
36,169.50796706676482,27.19463447648315,0.14211854934692383,0.01846271766300322,sigmoid,0.001,1e-07,0.01,"{'activ': 'sigmoid', 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.09323247502813954,-0.15199655061209585,-0.22711922853485017,-0.2495926090842306,-0.11087732868694192,-0.11843488951355488,-0.25533313338174296,-0.4961161162426815,-0.1533962510218782,-0.34842068268566134,-0.2204519264791777,0.1192721837703954,27
37,190.5561930656433,14.68777722264945,0.14023940563201903,0.029433171550214497,sigmoid,0.001,1e-07,0.05,"{'activ': 'sigmoid', 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.05}",-0.1002694284834432,-0.1517781563857347,-0.23291402553440335,-0.2456733634679378,-0.12045315449750665,-0.12814892829887725,-0.26034311090295836,-0.5004770041764509,-0.15557582573416595,-0.35379045125191755,-0.22494234487333956,0.11843256519551285,40
38,181.263348531723,21.646809464256677,0.15015072822570802,0.03600111619117233,sigmoid,0.001,1e-07,0.1,"{'activ': 'sigmoid', 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.1}",-0.10264303434933443,-0.1526560724928632,-0.23127745653804643,-0.24142314141997379,-0.12851078873180635,-0.13266659888199228,-0.25532549396972576,-0.5032159248051457,-0.1543829924571777,-0.35496874795190414,-0.22570702515979696,0.1177059881784583,42
39,185.0870270729065,17.903219429638114,0.12793521881103515,0.016254477475861655,sigmoid,0.001,0.1,0.01,"{'activ': 'sigmoid', 'd_c': 0.001, 'eps': 0.1, 'l_r': 0.01}",-0.08890919389875503,-0.15585011938516674,-0.22530604952114835,-0.254910929854133,-0.10489515632336038,-0.11152001591620021,-0.254183846502566,-0.4911508119588568,-0.1565950356232919,-0.34489761338735403,-0.2188218772370832,0.11910541028404192,21
40,178.3792307138443,30.0852212230752,0.13284921646118164,0.019033329387597546,sigmoid,0.001,0.1,0.05,"{'activ': 'sigmoid', 'd_c': 0.001, 'eps': 0.1, 'l_r': 0.05}",-0.09443008181629735,-0.15255587463347048,-0.2281476264752611,-0.24588319925308524,-0.11386072199986516,-0.12148617323523526,-0.2558892139109871,-0.49733952509813145,-0.1538780572368107,-0.34934754809071905,-0.22128180217498628,0.1188760176901162,32
41,182.44123222827912,24.584426131633133,0.12230803966522216,0.014544277128151694,sigmoid,0.001,0.1,0.1,"{'activ': 'sigmoid', 'd_c': 0.001, 'eps': 0.1, 'l_r': 0.1}",-0.0956498014130208,-0.15534194286830252,-0.22601892783153107,-0.24675666724803091,-0.11630447067636994,-0.12551953563821727,-0.2553841792107844,-0.4985754093657098,-0.1543281478951699,-0.34923857135533626,-0.22231176535024727,0.1182765237310645,34
42,178.72795057296753,23.91641613689623,0.13674445152282716,0.03235292350564699,sigmoid,0.005,1e-07,0.01,"{'activ': 'sigmoid', 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.01}",-0.08884818220358641,-0.15868605762851554,-0.2265317449161676,-0.26138414567989926,-0.10409104140326472,-0.11088615279215498,-0.6860287620038977,-0.4893888635119827,-0.1580969203657418,-0.3441146449499769,-0.26280565154551877,0.18404417771211418,87
43,183.35305190086365,23.68469482824602,0.13618929386138917,0.01788127493852455,sigmoid,0.005,1e-07,0.05,"{'activ': 'sigmoid', 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.05}",-0.09378154813643262,-0.15337909270505248,-0.22694581458794816,-0.2486115548051349,-0.11207860104721772,-0.11944214512835105,-0.2563623358248598,-0.49609727533941966,-0.1526151054973418,-0.3485783095343175,-0.22078917826060757,0.11900168965172993,30
