,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_n_layer,param_n_neur,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
23,267.44167613983154,18.68177493998524,0.16665940284729003,0.02820017293690261,tanh,4,15,"{'activ': 'tanh', 'n_layer': 4, 'n_neur': 15}",-0.6143283182030648,-0.7581429262840723,-1.0042861243316679,-1.071452831174253,-0.10343781845901842,-0.7272819480203992,-0.25068210412933095,-0.9878604712177174,-0.16371895586447255,-0.33429958358444295,-0.6015491081268439,0.3474301114639324,42
24,191.96365723609924,13.683975166878959,0.13539164066314696,0.023545690217851262,relu,1,3,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 3}",-0.11446218179426441,-0.16773713771392842,-0.21955888696166856,-0.2503174655178536,-0.14135213358618323,-0.13546164757526183,-0.26988880210783506,-0.49846514305771017,-0.1766551731099619,-0.348887541013111,-0.23227861124377785,0.111864229691137,24
25,187.8036007642746,15.109741050789914,0.1349822998046875,0.023323582408109535,relu,1,5,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 5}",-0.11485572109014038,-0.15475925105776375,-0.21942544265308642,-0.2371469479860515,-0.14087475068935726,-0.13540290776712038,-0.2515989143237966,-0.5008172497755383,-0.16891898277797646,-0.360233436232398,-0.22840336043532292,0.11421420104084785,19
26,183.7015852689743,23.714314905197114,0.1240185022354126,0.023916229618278873,relu,1,7,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 7}",-0.11451133802004497,-0.1673983095177015,-0.22043522802966678,-0.23728984887506155,-0.10947234281763663,-0.10885794294894012,-0.2700857965287367,-0.5010769445280464,-0.16068853536577848,-0.36092017762846423,-0.22507364642600775,0.11974748722696173,17
27,180.99776124954224,21.57722125314046,0.1261129140853882,0.014270206973326132,relu,1,10,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 10}",-0.11467556807928458,-0.16386835630619845,-0.21919919199804602,-0.23700237571833527,-0.10909495212505937,-0.11290226235124483,-0.26990095579923656,-0.4948945297985861,-0.1764041476231017,-0.3606458739903496,-0.22585882137894425,0.11734533853062686,18
28,198.62886006832122,4.551172150282101,0.163199520111084,0.02923347008319919,relu,1,13,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 13}",-0.1142761399129662,-0.1818975776086272,-0.23593297548543185,-0.23703012710107876,-0.14091158889680416,-0.13552006438306902,-0.26975281408928353,-0.5058499734984413,-0.16276042671356059,-0.36059168640125516,-0.23445233740905178,0.11476248983946569,25
29,226.61322660446166,29.859669980059063,0.15312416553497316,0.02787169379516544,relu,1,15,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 15}",-0.11419585186507972,-0.182122633021478,-0.22094528650702097,-0.23646870563224492,-0.13134604826850343,-0.1355313248456826,-0.26994536590959683,-0.5008415521630419,-0.16882092680284305,-0.36073574248297036,-0.23209534374984617,0.11411625436456165,23
30,186.845587515831,13.841801617579321,0.1469552993774414,0.02965709797963358,relu,2,3,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 3}",-0.11380888698224961,-0.15520507502520747,-0.23818216006319276,-0.23883591562145948,-0.13903056609371664,-0.13541413813727793,-0.26879152415760604,-0.500860603717766,-0.16838821098198914,-0.36169248840079,-0.23202095691812552,0.11507820394643246,22
31,196.49835734367372,9.444133581794361,0.1600360631942749,0.04216390080064625,relu,2,5,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 5}",-0.10447167064161951,-0.1688603390268564,-0.2207898494562277,-0.24272077181404073,-0.12909471082960178,-0.1351410271138958,-0.26888742200668964,-0.5000523416026799,-0.7416121500201353,-0.3609790334301159,-0.28726093159418625,0.18959879266892973,27
32,197.18154768943788,8.566344304451444,0.17055196762084962,0.03196341153542337,relu,2,7,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 7}",-0.11410526574651343,-0.1683080189071441,-0.22013939532318091,-0.24013694596628088,-0.1295522758433765,-0.13536880535671678,-0.6861665966037949,-0.5003367411653703,-0.1678090475673302,-0.9089226255265341,-0.3270845718006242,0.2623359887863357,29
