,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_n_layer,param_n_neur,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
28,427.1716857433319,23.772741916925767,0.1538857936859131,0.023428904472038683,relu,1,13,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 13}",-0.11438745890563427,-0.168012114059494,-0.21870228555686377,-0.23155448666187087,-0.10915378887792619,-0.11465211814309902,-0.2698003222857274,-0.49799006164148835,-0.16852596013164087,-0.3605422005368785,-0.22533207968006233,0.11800547475596013,17
29,419.24106419086456,28.614174981097793,0.15328376293182372,0.02286604856494978,relu,1,15,"{'activ': 'relu', 'n_layer': 1, 'n_neur': 15}",-0.08362170308155903,-0.15573426228478465,-0.21890409371526565,-0.2328829469492568,-0.14125892163503798,-0.10892224194738728,-0.2698924835370243,-0.5016991411746967,-0.16907218477045255,-0.3603066713433826,-0.22422946504388475,0.12057325934766958,16
30,381.94321887493135,21.023921984647888,0.1633063793182373,0.02754712662626747,relu,2,3,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 3}",-0.11421130924788973,-0.7584456206123795,-0.2207857642818155,-0.2390316211702994,-0.1389498633094263,-0.7282063181768027,-0.2690082699291338,-0.4974641933317094,-0.7413741314837098,-0.36172651771700565,-0.40692036092601713,0.2425353389900272,37
31,405.35162024497987,32.02068365326991,0.15836749076843262,0.03193749774607177,relu,2,5,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 5}",-0.1140077244580827,-0.1689182420660522,-0.22060149147571032,-0.23833805807713843,-0.12981206699422382,-0.7282625345247096,-0.26908312488292757,-0.5008990859035783,-0.16824664044758544,-0.3615014199768901,-0.28996703888068986,0.18322272465183054,30
32,396.18779215812685,24.23357695747766,0.17139368057250975,0.03566093126799508,relu,2,7,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 7}",-0.11404352920070313,-0.16840969331332065,-0.2206500544724134,-0.24125050551260194,-0.1296715913307464,-0.13513821193282627,-0.26895249115415787,-0.5008598618593874,-0.1685368171884495,-0.36201521169597445,-0.23095279676605812,0.11515069902190675,21
33,455.3675144433975,24.096157122585534,0.19554581642150878,0.032893435520545106,relu,2,10,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 10}",-0.11403642082725647,-0.1687010566159022,-0.22000697048473605,-1.071080803487294,-0.1297349621533038,-0.11286199025754981,-0.26904198168181026,-0.500958176855057,-0.1596964529908629,-0.3619263729553724,-0.3108045188309145,0.27937293101437655,32
34,476.6364877939224,21.379320498102704,0.17911782264709472,0.027369123053394184,relu,2,13,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 13}",-0.11379581730672922,-0.16874472096502496,-0.23049489015545074,-0.23884974528118147,-0.12976215283723996,-0.1354065961204712,-0.26908870608123403,-0.5009071738999571,-0.16802041332198278,-0.3620153802840941,-0.23170855962533654,0.11510372891621591,23
35,471.8755029201508,31.04495396886822,0.16687507629394532,0.0394981641740577,relu,2,15,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 15}",-0.11670410596125864,-0.16868901097236916,-0.2200220956995144,-0.2398996273357754,-0.10246054227368824,-0.13522421925050623,-0.2690461029568933,-0.5006468857092179,-0.16787447652795343,-0.361642796990881,-0.2282209863678058,0.11746208441128575,18
36,438.4876363039017,12.646853629775883,0.17054319381713867,0.04249296555559572,relu,3,3,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 3}",-0.6143299019442257,-0.7583961955397679,-1.0041972741867666,-1.0713260239386986,-0.8693725329435307,-0.7283006092605491,-0.6859837231805278,-0.9878736359933469,-0.7413980321514826,-0.9088822769649185,-0.8370060206103813,0.14538337271107168,47
37,409.11587517261506,27.846945585980052,0.17223961353302003,0.041715454571306536,relu,3,5,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 5}",-0.614397227104188,-0.7583145639471566,-0.221534951441449,-1.0710906290291016,-0.1285627081774138,-0.13521213585506006,-0.2689156233032411,-0.4994542555928423,-0.1685655331893395,-0.9089056817678164,-0.4774953309407608,0.3286220663621861,39
38,424.090732717514,18.83741754328321,0.17800164222717285,0.03960158783451742,relu,3,7,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 7}",-0.11386635611201175,-0.16883868380105438,-1.0042772844527872,-0.2401607404678742,-0.13772848203623908,-0.12304287124812305,-0.6860261325671503,-0.4994727995398135,-0.1679994027496387,-0.9089501179288118,-0.4050362870903504,0.3279947996712264,36
39,487.2183056354523,15.894513287194881,0.19645752906799316,0.03983804209160303,relu,3,10,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 10}",-0.11392192162172682,-0.7584124748986011,-0.22228172952351194,-0.24040787991922513,-0.12858587271245644,-0.13496174218705903,-0.26860617801657555,-0.9877222816351419,-0.16761035271290473,-0.36267329789508274,-0.3385183731122286,0.28134403269569475,33
40,516.9376163005829,23.29043433874551,0.18205301761627196,0.023838709666307106,relu,3,13,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 13}",-0.11416697416287876,-0.16919712431778186,-0.22100454974987596,-0.24061469525773163,-0.10373320801322321,-0.13498868237671985,-0.2688719706386292,-0.4991639081180174,-0.1757622869331208,-0.9089771488279336,-0.2836480548395912,0.23482102173459327,28
41,521.6153581380844,27.179788695594848,0.1765592575073242,0.03309464401968598,relu,3,15,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 15}",-0.11411270736628791,-0.7584122401001564,-0.2222908935243781,-0.241872038191878,-0.12864338732023603,-0.728270378666278,-0.2686253491818604,-0.9877215021612675,-0.1674992442956449,-0.36208745346645854,-0.39795351942744456,0.29432968832050194,35
42,451.90096390247345,26.96944314763437,0.1866635799407959,0.041008773770101696,relu,4,3,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 3}",-0.6143167148749675,-0.7584629565642141,-0.22165789121847299,-1.071282578006554,-0.8694926480639887,-0.7282179123685067,-0.6859822222048108,-0.9878523424187425,-0.7421101732369838,-0.36272776845478716,-0.7042103207412029,0.24603851379719974,46
43,441.27983980178834,4.704015424531089,0.22329909801483155,0.04422111271584677,relu,4,5,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 5}",-0.6143584092851219,-0.7584482425283454,-1.0044339183397313,-0.2549622409693176,-0.8694797115194578,-0.10859283245971973,-0.6858988771168154,-0.9878160968835867,-0.7414746748613177,-0.3629919078814164,-0.638845691184483,0.28998416549552997,43
44,426.48147282600405,12.480639603396256,0.2065364122390747,0.027244118314926593,relu,4,7,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 7}",-0.1137470468938234,-0.16931569026030913,-0.2221562246360563,-1.0712309939120652,-0.8691199225686005,-0.13485598371962182,-0.6859964678288887,-0.49826379848959007,-0.17567665335179333,-0.9089998284115869,-0.4849362610072335,0.3516276680248319,40
45,554.6839050292969,14.051722636209027,0.19932613372802735,0.02595427230969994,relu,4,10,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 10}",-0.11409794144410516,-0.18256030686699984,-1.00429825176881,-1.0709979882063456,-0.869033261630505,-0.13486714406898923,-0.6859516841715865,-0.9877847508984982,-0.7418528859451444,-0.9089515683673012,-0.6700395783368285,0.3617544680128461,45
46,560.4759363889694,7.14365128422234,0.1732710838317871,0.01768037604227186,relu,4,13,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 13}",-0.6143638069335682,-0.7584624478342507,-1.0046190443982748,-1.0708471836852118,-0.137377686866968,-0.7282550688285676,-0.2686227521818561,-0.987989029895573,-0.17597314844181292,-0.9088408735389465,-0.6655351042605029,0.3367162603562869,44
47,381.1459197282791,103.02340355518567,0.12272589206695557,0.04282589257622884,relu,4,15,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 15}",-0.6142747295735795,-0.7584373244006665,-1.0044616799428279,-1.0711754620552425,-0.8693129970181617,-0.7281527165427518,-0.6859561325178025,-0.9878317420377783,-0.741947129921944,-0.9088733106178926,-0.8370423224628647,0.1453675787587111,48
