,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,39.23361620903015,2.7555540297585863,0.12962989807128905,0.018319842165572617,0.005,1e-07,0.01,"{'d_c': 0.005, 'eps': 1e-07, 'l_r': 0.01}",-0.0905810499111737,-0.13015390816411956,-0.2438733406739943,-0.2381274290414288,-0.10863072834780377,-0.162273291227704,0.06551545631192308,2
1,35.52873630523682,0.25908856648436546,0.12827157974243164,0.02775599901421068,0.005,1e-07,0.05,"{'d_c': 0.005, 'eps': 1e-07, 'l_r': 0.05}",-0.0946988314978613,-0.13280824658092472,-0.23459288343092713,-0.2515166500905439,-0.10983143519545827,-0.16468960935914306,0.06534516398162014,6
2,38.61077609062195,3.512670808745612,0.13168420791625976,0.05250484674364007,0.005,1e-07,0.1,"{'d_c': 0.005, 'eps': 1e-07, 'l_r': 0.1}",-0.10603585183344595,-0.13074115731731156,-0.24624337039736924,-0.23748019989285218,-0.1318166235441987,-0.1704634405970355,0.05908670618373853,26
3,36.394214153289795,4.0150048186389435,0.12458477020263672,0.03847065025418093,0.005,1e-07,0.5,"{'d_c': 0.005, 'eps': 1e-07, 'l_r': 0.5}",-0.10017734124525922,-0.138178583345011,-0.2499995291514453,-0.2375679811476715,-0.1087134544595673,-0.16692737786979087,0.06412799483040259,17
4,32.29318022727966,0.37349887114806296,0.09756155014038086,0.012605010402955268,0.005,0.0001,0.01,"{'d_c': 0.005, 'eps': 0.0001, 'l_r': 0.01}",-0.0984681069348492,-0.12891464680159942,-0.2455162462041783,-0.2404272280499829,-0.12229479355456517,-0.16712420430903502,0.06277252835789962,18
5,36.26062631607056,4.187927940393647,0.11745634078979492,0.005566503888920698,0.005,0.0001,0.05,"{'d_c': 0.005, 'eps': 0.0001, 'l_r': 0.05}",-0.09462235728630662,-0.12572254001953326,-0.25061255871048876,-0.23542496104146068,-0.12137362575507922,-0.16555120856257372,0.06432209290510096,9
6,35.956758975982666,2.7429664467004353,0.10752921104431153,0.0056415342963382865,0.005,0.0001,0.1,"{'d_c': 0.005, 'eps': 0.0001, 'l_r': 0.1}",-0.10411027752472994,-0.13613890066032566,-0.2361032566282755,-0.23920504051469646,-0.11705071167853809,-0.16652163740131315,0.05897480792299948,15
7,37.15678405761719,3.4529383954822883,0.128265905380249,0.02598082774202105,0.005,0.0001,0.5,"{'d_c': 0.005, 'eps': 0.0001, 'l_r': 0.5}",-0.090700980776722,-0.1314612337153627,-0.2461041748035955,-0.2551764613460274,-0.12138903513965502,-0.16896637715627255,0.06808543158447562,23
8,36.91540493965149,3.6263075779058784,0.1086489200592041,0.0076078834633431305,0.005,0.1,0.01,"{'d_c': 0.005, 'eps': 0.1, 'l_r': 0.01}",-0.12463917135078625,-0.14774906532882554,-0.2580143017299497,-0.24761681157568155,-0.14413338399517328,-0.18443054679608326,0.05648269476050359,45
9,35.36817383766174,3.0478946094557524,0.12605767250061034,0.0289823859799426,0.005,0.1,0.05,"{'d_c': 0.005, 'eps': 0.1, 'l_r': 0.05}",-0.0917714069173327,-0.13101371746385204,-0.24189776457134582,-0.24006438123511978,-0.11375896496393675,-0.16370124703031744,0.06431583264945116,5
10,33.785092973709105,0.44530107940373126,0.14608073234558105,0.021697302722088644,0.005,0.1,0.1,"{'d_c': 0.005, 'eps': 0.1, 'l_r': 0.1}",-0.12395132690144153,-0.12987310894583226,-0.23442287488222388,-0.23341864092355402,-0.11230076706934004,-0.16679334374447835,0.05510111934175834,16
11,36.74632453918457,2.3238127831491817,0.13503170013427734,0.023563647572214956,0.005,0.1,0.5,"{'d_c': 0.005, 'eps': 0.1, 'l_r': 0.5}",-0.09239585135702708,-0.12944382502167992,-0.24219480755815181,-0.24305613379471253,-0.12436388452114706,-0.16629090045054368,0.06360874794793965,14
12,37.774574279785156,2.9734236091963275,0.1532358169555664,0.026190450140207103,0.001,1e-07,0.01,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.12048891529892308,-0.1301023248373838,-0.24049471758979285,-0.24335538488526992,-0.12266517610683356,-0.17142130374364065,0.057661381743291995,27
