,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.2425595760345459,0.0030008391438891796,0.002916383743286133,0.00012761764183486627,friedman_mse,0.3,squared_error,2,2,2,100,0.7,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.7}",-0.14814335222805416,-0.269104410629315,-0.16567033548299837,-0.4048617981072659,-0.32129111028888097,-0.2618142013473029,0.09614361098923388,5833
1,0.25652236938476564,0.0031624605634906016,0.002855682373046875,7.350218590303646e-05,friedman_mse,0.3,squared_error,2,2,2,100,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",-0.14356703669369025,-0.2629020116891454,-0.15414268435050868,-0.40589356986420666,-0.30117269850940603,-0.25353560022139143,0.09751103568358677,5083
2,0.2792691707611084,0.014368041327436154,0.0028269290924072266,0.00011672697032817791,friedman_mse,0.3,squared_error,2,2,2,100,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.9}",-0.14450402059011988,-0.26210951625259843,-0.16016325732905076,-0.40649720828568336,-0.29755890701041027,-0.25416658189357255,0.09593029365440962,5140
3,0.2548023223876953,0.0011753610231841718,0.0027197837829589845,9.077777302110834e-05,friedman_mse,0.3,squared_error,2,2,2,100,1,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1}",-0.14946171825677856,-0.269765285137911,-0.14792106947559355,-0.39967482995329384,-0.3102724587031679,-0.255419072305349,0.09675454813691024,5265
4,0.47600712776184084,0.002385006804248846,0.003786134719848633,9.47544424638977e-05,friedman_mse,0.3,squared_error,2,2,2,200,0.7,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.7}",-0.1468958039135622,-0.271406188075707,-0.15075655719329456,-0.37901654377113453,-0.31006766820118636,-0.25162855223097697,0.09075030963762357,4849
5,0.5041271686553955,0.0046944425881816606,0.0037374973297119142,2.5595275513931434e-05,friedman_mse,0.3,squared_error,2,2,2,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.8}",-0.14632959928604072,-0.27699121826649714,-0.1463972024758684,-0.396362307074556,-0.28324871322419537,-0.24986580806543152,0.09459062250392866,4527
6,0.5293949604034424,0.002909611336930907,0.0037302017211914063,3.60245976019208e-05,friedman_mse,0.3,squared_error,2,2,2,200,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.9}",-0.16176295758203035,-0.28630263949487106,-0.14715977820119855,-0.39354312951319237,-0.2865566606673899,-0.25506503309173645,0.09109611976048343,5221
7,0.4981356143951416,0.0024850768288561657,0.0038394927978515625,8.69333120825789e-05,friedman_mse,0.3,squared_error,2,2,2,200,1,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 1}",-0.16047341763887754,-0.2544312837533858,-0.14526279205800036,-0.3912898648404111,-0.2986416944255399,-0.2500198105432429,0.09092124760843602,4558
8,0.9506245136260987,0.013365495366236418,0.0058174610137939455,0.00016013093449263543,friedman_mse,0.3,squared_error,2,2,2,400,0.7,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 400, 'subsample': 0.7}",-0.16426446153397076,-0.26029019190838504,-0.1467114670638874,-0.3978504130943584,-0.30794345892257785,-0.25541199850463586,0.09294700865189776,5264
9,1.0070696830749513,0.0025298514454548185,0.005910062789916992,6.871843872544901e-05,friedman_mse,0.3,squared_error,2,2,2,400,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.3, 'loss': 'squared_error', 'max_depth': 2, 'max_features': 2, 'min_samples_split': 2, 'n_estimators': 400, 'subsample': 0.8}",-0.1543175753474714,-0.25695345123549135,-0.15442726286146885,-0.3937386609057249,-0.29824704538843044,-0.2515367991477174,0.09090038088501506,4833
