,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_batch_size,param_d_c,param_epochs,param_l_r,param_n_layer,param_n_neur,param_reg,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
13,6.567331600189209,0.13841138840186706,0.24101738929748534,0.09741246189762608,relu,4,0.0001,200,0.1,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-8.710875914210366,-5.062294429966381,-4.226821102290636,-2.793825415628297,-2.361410054937005,-4.631045383406537,2.2592481892842833,84
14,6.874066257476807,2.3594565264247596,0.10607676506042481,0.019309899716650303,relu,4,0.0001,200,0.1,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-5.274056403764656,-3.7909425695737204,-106.67566968811055,-3.7740982118107023,-7.5793102264404295,-25.41881541994001,40.65216917700428,180
15,6.718440437316895,0.4744262654652439,0.1803831100463867,0.020940391156725493,relu,4,0.0001,200,0.1,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-1.7980271252093925,-5.043099494207473,-4.852690339265835,-3.300708144903183,-4.5722343198955055,-3.913351884696277,1.2200609531371265,79
16,7.298747873306274,2.1131747066324933,0.13486461639404296,0.025803849541702412,relu,4,0.0001,200,0.1,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-96.02755399234593,-1.0427731616156442,-6.65388149322964,-5.374548318130629,-4.535079975519329,-22.726767388168234,36.697617309504395,154
17,7.101765251159668,2.0606858973417004,0.19600729942321776,0.07113720280503498,relu,4,0.0001,200,0.1,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-3.1927027025570474,-4.837473767144339,-3.7277444413020495,-3.4080522379704883,-8.494697360694408,-4.732134101933665,1.9646790642488916,85
18,17.323539400100707,2.8309007764336713,0.24627985954284667,0.0887457955916048,relu,4,0.0001,400,0.01,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-2.1635494749034043,-3.562615622466962,-1.3827370888597907,-74.66854389672656,-6.496984952595085,-17.65488620711036,28.56015533733057,113
19,14.971925735473633,4.535142541925846,0.14342975616455078,0.032615917096754786,relu,4,0.0001,400,0.01,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-1.3231991359165736,-1.7277546539414852,-6.644263799135972,-1.1708235963524203,-112.00071021993645,-24.57335028105658,43.76108872278306,173
20,14.048744821548462,3.7683317935352,0.16965384483337403,0.03986580144435547,relu,4,0.0001,400,0.01,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-2.575434253952976,-1.8881743651193876,-1.1536334124615504,-1.9048135238034385,-1.8021113008260727,-1.8648333712326852,0.45096258571864084,33
21,11.624036836624146,0.9384008350040317,0.12493958473205566,0.03467524941809878,relu,4,0.0001,400,0.01,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-1.7352724110796338,-2.258630021696999,-1.5180779336286443,-1.39919280509154,-2.0222766026854515,-1.7866899548364537,0.31723137239460564,26
22,13.691146993637085,3.779691037535006,0.1795501708984375,0.030061869539303003,relu,4,0.0001,400,0.01,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-2.8101469519093545,-1.8390727354479688,-1.5052102612043243,-2.006303304717654,-1.7299289231421426,-1.978132435284289,0.4466855090674551,41
23,11.48262324333191,0.9743231810885135,0.12734365463256836,0.025844939947176435,relu,4,0.0001,400,0.01,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-3.104487415037251,-85.33341670713465,-1.0872203735135761,-1.3898827657547026,-1.8904017804656177,-18.56108180838116,33.393258303649354,120
24,12.826460552215575,0.9849110082264565,0.16755380630493164,0.056340379128625766,relu,4,0.0001,400,0.03,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-1.305220566385071,-69.55533563523065,-1.4645788189733313,-1.0467628201558477,-2.717606218531728,-15.217900811855326,27.174811416224454,99
25,14.588340282440186,3.5207850405680334,0.24850168228149414,0.10486419696556502,relu,4,0.0001,400,0.03,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-1.3306369066593193,-1.0769532457703637,-2.1273893184427703,-1.1836282405115308,-3.360309387766756,-1.8157834198301483,0.8559808453187575,29
26,16.1124125957489,3.0077588402826705,0.20047402381896973,0.09916373608359784,relu,4,0.0001,400,0.03,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-3.603445883352487,-1.6521238243495602,-1.7753204388843318,-74.67500444404071,-2.636294825607911,-16.868437883246997,28.91176734150359,105
27,17.477297210693358,3.9756816116143026,0.19013304710388185,0.08869111555171065,relu,4,0.0001,400,0.03,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-3.748158631935006,-1.7260032186195964,-2.488691745902456,-1.8284257724881172,-1.7088909917045385,-2.300034072129943,0.7789778442538108,54
28,15.022058773040772,3.2310584353504073,0.12421422004699707,0.028530143561926718,relu,4,0.0001,400,0.03,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-2.02454647111396,-2.8938799457890645,-2.261987609433986,-1.5231690085936516,-2.1818750931415707,-2.1770916256144464,0.4408855903251826,50
29,15.33297963142395,3.1486100083063113,0.22216153144836426,0.08036738326239622,relu,4,0.0001,400,0.03,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-2.3170790047872636,-1.2312293904168266,-2.174459527956233,-1.7003551891871862,-8.07694968180731,-3.100014558830964,2.517575332417884,68
30,16.93619351387024,3.976673577945026,0.16975784301757812,0.11646952488989548,relu,4,0.0001,400,0.1,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-96.00255117355846,-0.8420926062833696,-1.992616328455153,-1.360979390995843,-5.205123766884208,-21.080672653235407,37.4917090898472,140
31,16.031756114959716,1.3273013653462924,0.1937037944793701,0.04965660302504079,relu,4,0.0001,400,0.1,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-3.4724363343391036,-2.644744762308186,-106.66762985909979,-1.4518284854434786,-4.321551589667797,-23.71163820617167,41.488818808693786,169
32,16.857556343078613,2.332268051248861,0.19051809310913087,0.07121299766668066,relu,4,0.0001,400,0.1,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-96.01411953754723,-1.4542708056313651,-3.6609415089977637,-3.670403594949416,-3.4775663072243335,-21.655460350870023,37.18870544079013,146
33,10.771871995925903,1.0034572913857722,0.10831413269042969,0.021369586860130012,relu,4,0.0001,400,0.1,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-1.9422797662250342,-2.5799437505858287,-2.897452661767602,-35.18170093354725,-7.603236658498645,-10.040922754124871,12.730156572995025,95
34,14.886584377288818,2.399549599588461,0.28835325241088866,0.08196116196836284,relu,4,0.0001,400,0.1,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-5.358444810844958,-2.6277630563404055,-2.215412324737935,-1.7842739249269168,-3.5720093781128526,-3.1115806989926136,1.2695931194302317,69
35,15.195954418182373,0.7895990036932261,0.17197103500366212,0.04673755255820821,relu,4,0.0001,400,0.1,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0001, 'epochs': 400, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-2.6525768020323346,-85.37430417005505,-2.6848728885164572,-2.578983025181861,-7.3735563296824695,-20.132858643093634,32.67224210034101,130
36,8.341818952560425,1.517435405641365,0.22555394172668458,0.07399844447322554,relu,4,0.0003,200,0.01,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-1.053419126181065,-2.126233924077713,-1.4139958932286216,-1.3721025871733825,-109.25065770149232,-23.04328184643062,43.105114845896296,158
37,8.349348974227905,2.16910501208768,0.13693900108337403,0.027357794520011674,relu,4,0.0003,200,0.01,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-1.8403018421404773,-1.7442408605877842,-1.2366041500908544,-1.7036643465315657,-109.22851295471192,-23.15066483081252,43.03942931971604,160
38,6.949638223648071,1.9941252364144535,0.12631535530090332,0.03373448484583101,relu,4,0.0003,200,0.01,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-0.834992328941423,-1.795570748736195,-103.26974133082798,-1.5620274884360177,-1.908394399372628,-21.87414525926285,40.69951229678498,148
39,5.4440505027771,0.49911563149897525,0.22089076042175293,0.11996625355361122,relu,4,0.0003,200,0.01,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-4.255339213779995,-1.7789557910790401,-2.081469323962838,-1.7221426279062317,-3.246903419494629,-2.6169620752445466,0.9869969207228748,58
40,9.21936297416687,1.227458322146535,0.22511606216430663,0.10961998819396424,relu,4,0.0003,200,0.01,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-1.2472585093706758,-1.181419519352771,-1.189108868711628,-21.526163745494117,-2.0345106086460873,-5.435692250315055,8.051665586515586,87
41,9.181286001205445,1.9986550506331744,0.16230511665344238,0.03202996133930453,relu,4,0.0003,200,0.01,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-2.698025017694038,-2.2394082699902356,-0.5348038978298151,-2.391322537990553,-2.2738205432891845,-2.0274760533587655,0.7636348884128942,44
42,7.9863776683807375,1.9726460609803962,0.168764066696167,0.09160408859993469,relu,4,0.0003,200,0.03,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-3.466163497274032,-0.8838832901702041,-1.7017609913434302,-2.5978822807470956,-2.1160555555019527,-2.153149123007343,0.8646337098666912,47
43,8.380882596969604,2.3912784545494845,0.10993151664733887,0.03687253854798779,relu,4,0.0003,200,0.03,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-2.4519427921844734,-85.33342766251215,-1.7494876134885653,-1.7153749409176053,-2.4414363774470984,-18.738333877309977,33.29908091009248,121
44,6.789490985870361,2.0070155883714578,0.11375818252563477,0.025137457645322075,relu,4,0.0003,200,0.03,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-1.1655937334123467,-1.9927637165501004,-106.66725184186362,-74.66787753013584,-123.17821691022255,-61.5343407464369,51.379026717175385,214
45,6.285240888595581,0.4202447985696447,0.23430137634277343,0.09182010418732404,relu,4,0.0003,200,0.03,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-1.534420886154597,-3.4281243781248727,-1.173961910624279,-1.3516062079884468,-1.9279205787694083,-1.8832067923323206,0.8119173309445546,35
46,9.28140606880188,3.034350629684097,0.14079813957214354,0.052958487201528265,relu,4,0.0003,200,0.03,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-1.701699751922639,-1.1388585915168126,-2.0901982496891702,-4.6076553492319015,-2.0961232814006507,-2.326907044752235,1.1927655522956886,55
47,7.155270719528199,2.161790043070511,0.17017192840576173,0.08091403805675251,relu,4,0.0003,200,0.03,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-4.629601466402944,-2.9674216474273374,-0.2152316029338787,-1.7374770364591055,-4.28867501062341,-2.7676813527693356,1.6368497219277698,60
48,8.042556524276733,0.8744476876201281,0.20989294052124025,0.0888133996790852,relu,4,0.0003,200,0.1,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-2.7484945292983736,-1.5407763687627656,-1.9919558660615058,-6.289655424299694,-1.3285464795306325,-2.779885733590594,1.8211029522819913,62
49,6.393639183044433,0.36672052503077757,0.17025461196899414,0.06483119684988396,relu,4,0.0003,200,0.1,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-5.679942435984101,-2.0013894988667396,-3.8971867568436123,-1.6692644350585484,-112.00506967119873,-25.050570559590348,43.5010850890392,178
50,5.958879470825195,0.28983493222777457,0.13617944717407227,0.029616642290563034,relu,4,0.0003,200,0.1,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-1.5063778351814974,-2.628595171684754,-106.66694303726156,-4.6400493156342275,-112.00274392478168,-45.48894185690874,52.16692624968228,208
51,5.879302597045898,0.10783886358798965,0.16423587799072265,0.05273616450411032,relu,4,0.0003,200,0.1,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-96.00903356820345,-3.1815024813016257,-106.67549569594364,-1.204394675436474,-112.00817906390876,-63.81572109695878,50.581754249604565,215
52,8.476560401916505,2.2103054962197772,0.20804824829101562,0.1265618340442377,relu,4,0.0003,200,0.1,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-4.281543184603963,-85.33743197175984,-1.4662470727094583,-1.3889744168236142,-112.00528835318983,-40.89589699981734,47.932662558985896,203
53,8.171587991714478,2.1238387025204815,0.26575236320495604,0.10171960941643055,relu,4,0.0003,200,0.1,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 200, 'l_r': 0.1, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-5.364577236496622,-0.4297916945957002,-106.67502110016842,-2.5204733305034184,-2.6978244664147497,-23.53753756563578,41.59826007404936,167
54,13.587109422683715,1.5877813762412467,0.1929624557495117,0.06849059228001528,relu,4,0.0003,400,0.01,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-95.3226576646169,-1.3326228445484525,-6.164735004505409,-3.560759609154913,-1.4869636152521708,-21.573547747615567,36.916091784644166,145
55,12.510770463943482,4.546312954085212,0.09592032432556152,0.014425461145773331,relu,4,0.0003,400,0.01,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-0.6156218802234867,-2.000882321746931,-1.1572678341652223,-1.168868037716796,-1.6457327681826428,-1.3176745684070157,0.4722598220504675,5
56,10.645945692062378,0.3729644429863769,0.13289980888366698,0.028516812917387717,relu,4,0.0003,400,0.01,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-2.130657985888926,-1.7605724000549388,-1.2872238718957218,-1.226149700936817,-2.655371131002903,-1.8119950179558615,0.5355507692147303,28
57,13.026848745346069,4.081667655666942,0.1203223705291748,0.03293265844099482,relu,4,0.0003,400,0.01,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-2.179188982361839,-2.1221350800423395,-30.081832885742188,-1.9815647054818415,-1.9486818874254823,-7.662680708210738,11.209902526650088,89
58,9.851168012619018,1.2942981784843142,0.12629961967468262,0.02423676126406052,relu,4,0.0003,400,0.01,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-2.324649745509738,-7.8777712640308195,-1.1249219315414805,-1.3264443896533478,-1.5029580019006972,-2.831349066527217,2.55594896942207,63
59,13.31746244430542,3.9358054706291252,0.14729890823364258,0.04682556425032914,relu,4,0.0003,400,0.01,2,5,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.01, 'n_layer': 2, 'n_neur': 5, 'reg': -4}",-0.9299161834475983,-0.6480319507952247,-1.5594826527272485,-1.2461518996860832,-2.064571401546709,-1.2896308176405729,0.49321132626506936,3
60,9.965198230743407,0.6484434590487977,0.13068394660949706,0.026630694486331034,relu,4,0.0003,400,0.03,2,4,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -3}",-1.7205938271113805,-1.9863745347995843,-1.3939451231576858,-1.2170956803574449,-1.2250309584429488,-1.508608024773809,0.30058003892403895,12
61,11.169325637817384,0.09952976827603918,0.14200935363769532,0.023103006400774933,relu,4,0.0003,400,0.03,2,4,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -3.5}",-96.00164562647808,-1.3734388512204445,-2.7509833762776994,-3.2670810060309514,-1.718032465374563,-21.022236265076348,37.4959293063529,138
62,14.771996355056762,5.354435632455017,0.1066056251525879,0.029735540362094477,relu,4,0.0003,400,0.03,2,4,-4,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 4, 'reg': -4}",-96.0009126248326,-0.8302516014803023,-0.20415670930274896,-2.558941228049142,-1.6214850882068277,-20.24314945037432,37.887090461616054,132
63,8.704037809371949,1.987715252608884,0.09867324829101562,0.023985986314076547,relu,4,0.0003,400,0.03,2,5,-3,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -3}",-1.269190863323664,-1.6709159328823997,-106.66727095077901,-1.5772143496821325,-1.4072925476473757,-22.518376928862917,42.074674276711846,152
64,12.300381135940551,4.492702664154789,0.11108188629150391,0.011437456648699055,relu,4,0.0003,400,0.03,2,5,-3.5,"{'activ': 'relu', 'batch_size': 4, 'd_c': 0.0003, 'epochs': 400, 'l_r': 0.03, 'n_layer': 2, 'n_neur': 5, 'reg': -3.5}",-96.00074029606324,-0.9146251054037184,-1.546557210740589,-1.301162837516694,-1.5577921624295414,-20.264175522430754,37.869001066342804,133
