,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
173,0.00798051357269287,6.515627320043607e-05,0.09658627510070801,0.014553281113283592,10,29,3,distance,"{'leaf_size': 10, 'n_neighbors': 29, 'p': 3, 'weights': 'distance'}",-0.1305092705173253,-0.19937497827197204,-0.29693349084297965,-0.3221012779014712,-0.1387950806630858,-0.18487475162353997,-0.28460632147299947,-0.564631507367495,-0.23628577433663225,-0.4292390213821474,-0.2787351474379648,0.128490586759816,373
174,0.008153891563415528,0.0005769243737128632,0.05839698314666748,0.009250036548048145,10,30,1,uniform,"{'leaf_size': 10, 'n_neighbors': 30, 'p': 1, 'weights': 'uniform'}",-0.13184357325239285,-0.19047511610348591,-0.2760641868182036,-0.3227844559729805,-0.13629931067352166,-0.17961352022743132,-0.2829608603003275,-0.5620383812744298,-0.2223762066961867,-0.42554142175041243,-0.27299970330693724,0.12888194055925925,109
175,0.007953047752380371,0.00011611211224253669,0.058625221252441406,0.009293459332236638,10,30,1,distance,"{'leaf_size': 10, 'n_neighbors': 30, 'p': 1, 'weights': 'distance'}",-0.1308100870571617,-0.18866571099226423,-0.27160325715442035,-0.31833918928676386,-0.13517866320784733,-0.1772087824740723,-0.28374103407531825,-0.5601900340335941,-0.22172252102861859,-0.4223392713977881,-0.2709798550707849,0.12846898002565518,55
176,0.007983732223510741,0.00012858065827610178,0.036562561988830566,0.005958280702376756,10,30,2,uniform,"{'leaf_size': 10, 'n_neighbors': 30, 'p': 2, 'weights': 'uniform'}",-0.13151123191762565,-0.19740584843287662,-0.2931061597847889,-0.32568544817008294,-0.13747178574937868,-0.18607040661918217,-0.28573333712846016,-0.5642939905552115,-0.2320362759838897,-0.4306691794224669,-0.27839836637639637,0.12887928943620167,343
177,0.007908129692077636,5.451475611921185e-05,0.036597371101379395,0.006017597045243365,10,30,2,distance,"{'leaf_size': 10, 'n_neighbors': 30, 'p': 2, 'weights': 'distance'}",-0.13040743284951803,-0.19595795899090304,-0.2886758299354935,-0.3202040673992306,-0.1366150761772359,-0.18319879309435064,-0.28591868360074585,-0.5626833556058112,-0.23106404336664105,-0.4269636052918259,-0.2761688846311755,0.12839529311335218,217
178,0.008018922805786134,0.0001044602538187528,0.0968825101852417,0.014996647921502376,10,30,3,uniform,"{'leaf_size': 10, 'n_neighbors': 30, 'p': 3, 'weights': 'uniform'}",-0.13162713887138588,-0.2009795637538887,-0.30151162950789107,-0.32918259215983064,-0.14004030631401673,-0.18951975687443642,-0.2847918601594486,-0.5650852136227267,-0.23797992115389688,-0.4338702130224399,-0.28145881954399615,0.12869840402261593,442
179,0.007945847511291505,4.9278767201534125e-05,0.09723391532897949,0.015015164667240358,10,30,3,distance,"{'leaf_size': 10, 'n_neighbors': 30, 'p': 3, 'weights': 'distance'}",-0.13029137487608503,-0.19943906794463198,-0.2972430988882197,-0.3233096840818206,-0.1390927035265368,-0.18611106770423774,-0.28472354971252645,-0.5639134751742879,-0.23647737475348776,-0.43025278832027564,-0.27908541849821095,0.12838875154479723,382
180,0.006629514694213867,0.000231669035483343,0.01822483539581299,0.0034060674793393603,30,1,1,uniform,"{'leaf_size': 30, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",-0.2170356012761667,-0.2483585180339884,-0.2809445705103814,-0.3210864020754292,-0.21171611008016947,-0.20958535630872158,-0.36385530928625004,-0.601214899156177,-0.33630767612131357,-0.451556866970707,-0.3241661309819304,0.11814489463223889,523
181,0.006549859046936035,0.0001334138666266405,0.018430614471435548,0.0033324506321124377,30,1,1,distance,"{'leaf_size': 30, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",-0.2170356012761667,-0.2483585180339884,-0.2809445705103814,-0.3210864020754292,-0.21171611008016947,-0.2095853563087216,-0.36385530928625004,-0.601214899156177,-0.3363076761213135,-0.451556866970707,-0.3241661309819304,0.11814489463223889,523
182,0.006543588638305664,9.7220992663305e-05,0.010489654541015626,0.0016800023019579397,30,1,2,uniform,"{'leaf_size': 30, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",-0.22379736763106375,-0.2445367376736615,-0.30566176445679355,-0.3129875681073299,-0.2101565760465921,-0.20073318385282757,-0.3766653871065717,-0.6078016517471121,-0.35346601223088664,-0.4478551782003746,-0.32836614270532133,0.12012589846857037,529
