,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,19.77741434574127,1.2874950366990268,0.15337398052215576,0.03942281318503544,0.001,1e-07,0.01,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.08014553113975163,-0.14693940842767397,-0.21078102954843128,-0.24674330476934486,-0.10157715736999046,-0.11349677155888883,-0.23567473560088162,-0.49716583801813613,-0.16025948922044325,-0.34405441877444054,-0.21368376844279827,0.12111577202308657,32
1,18.524288392066957,1.2876592681960053,0.14794411659240722,0.04561411675685673,0.001,1e-07,0.03,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.03}",-0.07888913848642104,-0.1482826470371416,-0.21616464135322408,-0.22352217179750422,-0.10253313211790234,-0.10100230713777465,-0.2419935640378354,-0.5022132716913843,-0.15305792262858806,-0.34189285754033144,-0.2109551653828107,0.1231628000929067,6
2,18.27074797153473,1.0466862340423126,0.13026931285858154,0.013288004218347051,0.001,1e-07,0.05,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.05}",-0.08256303287075989,-0.1604596243991905,-0.2059291527689739,-0.2503894765083747,-0.10052059765794631,-0.12278379969396039,-0.24468487578245374,-0.4965561143316243,-0.14411170788272773,-0.3495851509599474,-0.21575835328559587,0.12113870500317885,46
3,19.195683813095094,1.8644108134264967,0.13709170818328859,0.02486534485971438,0.001,1e-07,0.07,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.07}",-0.08285986714894972,-0.15387876444629867,-0.20768297210798797,-0.23516875603159576,-0.10684222369527473,-0.1180792107356578,-0.2540186789241521,-0.5075766609873282,-0.16354277546224222,-0.32984875244378037,-0.21594986619832673,0.1207068767825179,48
4,18.269461607933046,2.174689723878883,0.1384110689163208,0.03438938347325666,0.001,1e-07,0.1,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.1}",-0.08729087181191379,-0.1411316407445777,-0.2174099479251941,-0.23859280979235176,-0.11292563636865198,-0.11295403831423646,-0.24013457624161202,-0.5112095679025033,-0.1639624808321744,-0.3325448234884305,-0.21581563934216458,0.12163385824180167,47
5,16.745859241485597,2.162639996597227,0.1232642412185669,0.026313139826544447,0.001,0.1,0.01,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.01}",-0.07898316106547106,-0.1491421017215486,-0.21680761269241153,-0.23716504829194315,-0.10422717785985938,-0.12040588654788069,-0.24140024847900118,-0.4956303138265493,-0.15009434490718976,-0.3362223580567352,-0.213007825344859,0.11952795790481276,21
6,17.833110451698303,1.0767856925207306,0.13869750499725342,0.021217687502477448,0.001,0.1,0.03,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.03}",-0.085995605171659,-0.144575230952293,-0.22478969896388573,-0.25755426599179504,-0.1039041206335431,-0.10997017144646952,-0.24351287458194776,-0.5045616026743615,-0.15541534035356677,-0.3413992759769702,-0.21716781867464915,0.1228906282242207,52
7,19.265273237228392,1.6986271840655025,0.11951861381530762,0.020013559752933494,0.001,0.1,0.05,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.05}",-0.08371620998270383,-0.15840991060141477,-0.21329285582156135,-0.23109341883831389,-0.10224193942801305,-0.11373718759492596,-0.24146224041063036,-0.4933263804867978,-0.14854571406702863,-0.3275573888633944,-0.21133832460947838,0.11780721756035177,9
8,18.559949469566345,2.3307161753228014,0.14495131969451905,0.025147347986545915,0.001,0.1,0.07,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.07}",-0.08617174556766323,-0.14716014656571103,-0.223965472840958,-0.22816451694138065,-0.10346269034306854,-0.10190170489704613,-0.2445209896803604,-0.49147449432677465,-0.15578863829706852,-0.3347353171355055,-0.21173457165955364,0.11905040151594402,11
9,17.192628145217896,1.315784949948027,0.13731276988983154,0.03183684539183896,0.001,0.1,0.1,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.1}",-0.07917725427394394,-0.148260665910187,-0.21250421487860555,-0.22978082163627572,-0.09848976653640094,-0.1064509625775475,-0.24341497725769015,-0.4952475722602132,-0.15530041128956432,-0.3465160531166621,-0.21151426997370906,0.12188901070307034,10
