,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,110.11230618953705,26.383864018821875,0.17117688655853272,0.07427091128647535,0.001,1e-07,0.01,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.07884545023284614,-0.14905781478764216,-0.21618228238801968,-0.2423222733940233,-0.09975743960211235,-0.10738794067279031,-0.2383441237569339,-0.4932358213159775,-0.14384787373895494,-0.3331839960233435,-0.2102165015912644,0.12052258064871035,6
1,75.89371140003205,12.571848403558533,0.13060445785522462,0.027991411792760688,0.001,1e-07,0.03,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.03}",-0.09025698831844255,-0.1525129943864578,-0.21052757108503786,-0.23239497475331347,-0.11211970311577252,-0.10550391838286223,-0.24103891129064092,-0.5036371667066335,-0.1441482185315872,-0.3445229974199573,-0.2136663443990705,0.1217085101003243,33
2,82.7871328830719,20.76289413480735,0.13564674854278563,0.020796410759122683,0.001,1e-07,0.05,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.05}",-0.08861324799470477,-0.14669844682381167,-0.20775980541545153,-0.23678735523191943,-0.1008765405230386,-0.10859291968598371,-0.2469456847716608,-0.5125809514107921,-0.1619537917397959,-0.33600928149576165,-0.21468180250929203,0.12350851654799026,45
3,88.44779977798461,27.369036047459407,0.1192854642868042,0.024903400627183676,0.001,1e-07,0.07,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.07}",-0.08574518523191443,-0.1469180226674855,-0.21147512240816552,-0.22541770884464368,-0.09812559670655882,-0.10233229820929485,-0.24477285388528322,-0.49545361884431144,-0.1519517645602479,-0.33945383980961263,-0.2101646011167518,0.12107321583777736,5
4,87.45947842597961,18.799512985340606,0.15015263557434083,0.023085273551621203,0.001,1e-07,0.1,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.1}",-0.09027491046644881,-0.1470844161337446,-0.20848340740078816,-0.23386456599295438,-0.10437413241411851,-0.11434392766992411,-0.23533223556434787,-0.5183815020723549,-0.14805025605101413,-0.34260800773945377,-0.21427973615051493,0.12496061757728341,40
5,87.98536922931672,18.5958969579541,0.13303396701812745,0.018953739883635825,0.001,0.1,0.01,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.01}",-0.08055409551408578,-0.1548577605747743,-0.22136715337276833,-0.23521740710296707,-0.10082036185944512,-0.11329959845498275,-0.23982652118235745,-0.49922468218357086,-0.1482470471219559,-0.341581748823885,-0.21349963761907925,0.12139952509188928,31
6,96.44346663951873,23.132544397386297,0.1339496612548828,0.01861807090433643,0.001,0.1,0.03,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.03}",-0.0781563578208721,-0.14588530438059355,-0.22015962507961678,-0.23173163510369119,-0.10251479714261694,-0.10316230266486584,-0.23741991276216826,-0.5038524061270988,-0.15439263000801565,-0.3388890662385968,-0.21161640373281357,0.12321356098831435,12
7,87.72810826301574,29.031552470891977,0.11888554096221923,0.03186045868572758,0.001,0.1,0.05,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.05}",-0.07908977807362776,-0.1451830543828479,-0.21556281110163855,-0.23541715156609155,-0.10410409569927465,-0.10273288710068916,-0.24335311492438946,-0.5076225473934715,-0.15142312094641777,-0.33833347979751943,-0.21228220409859677,0.12420794434967414,21
8,91.31860752105713,26.388266929458837,0.13117756843566894,0.014512925730852366,0.001,0.1,0.07,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.07}",-0.08219538903662152,-0.1446094821388729,-0.20378483153310267,-0.23907661279058193,-0.10127886108110673,-0.10103605413550036,-0.2400389835706447,-0.5028984510181668,-0.15108044174221805,-0.33685198964957747,-0.2102851096696393,0.12306153565480381,7
9,83.74023361206055,20.60555775915538,0.11841530799865722,0.016693166193408132,0.001,0.1,0.1,"{'d_c': 0.001, 'eps': 0.1, 'l_r': 0.1}",-0.09057020631455572,-0.1461255976811137,-0.21525620322505978,-0.2422627194697196,-0.10841913817611089,-0.10506580739011606,-0.23915181800333385,-0.4907937489902206,-0.16414632078830582,-0.3351648517668253,-0.2136956411805361,0.1175027498577927,34
