,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_drop,param_n_layer,param_n_neur,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
46,278.0086270093918,29.983728585735875,0.18686487674713134,0.022071500009585483,tanh,0.6,4,10,"{'activ': 'tanh', 'drop': 0.6, 'n_layer': 4, 'n_neur': 10}",-0.6144442313508799,-0.7583960390074713,-1.004372258358117,-1.0712239756679167,-0.8657815985664281,-0.7278834698238292,-0.6865007956698039,-0.9877539616804625,-0.7437307249743476,-0.9091395979387531,-0.8369226653038009,0.14512021946524983,93
47,289.7054984331131,23.031268817043735,0.17859418392181398,0.029788422947404344,tanh,0.6,4,15,"{'activ': 'tanh', 'drop': 0.6, 'n_layer': 4, 'n_neur': 15}",-0.6141876884522266,-0.7581592447759798,-1.0045868993841631,-1.071206079145339,-0.857050265623707,-0.7271251684014203,-0.686838924563145,-0.9875863747974838,-0.7475405037691082,-0.9088477301572604,-0.8363128879069833,0.14479589787046337,84
48,197.29239590167998,9.769051311823988,0.1370548963546753,0.03043047020330678,tanh,0.8,1,5,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 1, 'n_neur': 5}",-0.2507706723241014,-0.32743431395517003,-0.554086074774024,-0.5179262068119401,-0.3989675740144916,-0.300858010986551,-0.3673545910663376,-0.6496201141079112,-0.34636466429570595,-0.5320705581721848,-0.4245452780508418,0.12356580373583162,41
49,185.9787809371948,13.891134461849433,0.1409862995147705,0.022804956832720404,tanh,0.8,1,10,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 1, 'n_neur': 10}",-0.20013155072240743,-0.2866147194349265,-0.4336590875945714,-0.4164528437043507,-0.2809332965866111,-0.28840779928229043,-0.32870092273913926,-0.6097678414588797,-0.31363940951883823,-0.5240562203589647,-0.36823636914009794,0.11944951607453082,37
50,218.61735451221466,22.23474474412561,0.15382986068725585,0.02415593957265486,tanh,0.8,1,15,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 1, 'n_neur': 15}",-0.15647202518769335,-0.21411454025347781,-0.3250013854472212,-0.3806140822565167,-0.1936163664556082,-0.18396099198684282,-0.30884805188965136,-0.5507207430555041,-0.252246820531075,-0.4437729752356337,-0.30093679822992236,0.12073286951676716,27
51,199.99191944599153,4.849849758687149,0.19766674041748047,0.035605073182535765,tanh,0.8,2,5,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 2, 'n_neur': 5}",-0.6143726952768181,-0.7582343411452134,-1.0042808642384495,-1.0711305452926942,-0.8657178895621781,-0.7280075999237363,-0.6860108226148368,-0.9877547411543368,-0.7436432127101766,-0.9088177201224467,-0.8367970432040887,0.14514427045800207,87
52,240.60688548088075,15.248821712300282,0.1545931339263916,0.019390065202033166,tanh,0.8,2,10,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 2, 'n_neur': 10}",-0.6144501151519844,-0.7583963912051384,-1.004463433307234,-1.0705883859322478,-0.8675443070857634,-0.7280015447969115,-0.6863695558112022,-0.9876170526621088,-0.7431385812983626,-0.9090180248217273,-0.8369587392072679,0.14508607930998782,94
53,251.1176228046417,14.374258200765286,0.15771996974945068,0.029687540049993418,tanh,0.8,2,15,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 2, 'n_neur': 15}",-0.6142188461354735,-0.7581390521097346,-1.005050152871623,-1.0707518232928483,-0.8662059311373115,-0.7278890088887087,-0.6870883048559093,-0.9877079170451724,-0.744879995068883,-0.9092040105934893,-0.8371135041999154,0.14504317750603873,110
54,224.23052423000337,25.783388315136595,0.1843186140060425,0.03778826295977583,tanh,0.8,3,5,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 3, 'n_neur': 5}",-0.6143446727546447,-0.7582031129520668,-1.004467524490848,-1.0707458577853226,-0.8669741254079892,-0.7281692993332605,-0.6859684405186819,-0.9877056899769598,-0.7426908297703182,-0.9089333719571607,-0.8368202924947251,0.14518968804467888,88
55,258.6831584453583,6.597208581693229,0.19526302814483643,0.028886257556225193,tanh,0.8,3,10,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 3, 'n_neur': 10}",-0.6143431536559801,-0.7582757830707051,-1.0041961838766942,-1.0714052668485359,-0.8680171864742957,-0.7280946767759715,-0.6864590958353388,-0.9878263970740689,-0.7425784904559024,-0.9091275329276814,-0.8370323766995174,0.1452671193825157,100
56,271.63511855602263,26.60135426278878,0.18546786308288574,0.022597540451632217,tanh,0.8,3,15,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 3, 'n_neur': 15}",-0.614327994990583,-0.758347396596342,-1.0043659754689953,-1.0710466772751237,-0.8683807311961457,-0.7278530565731868,-0.686293770182727,-0.9878336350457588,-0.7455319212937158,-0.9088451589253925,-0.837282631754797,0.14506776586069062,115
57,259.22465364933015,11.245780995418231,0.1750469207763672,0.03258077994480109,tanh,0.8,4,5,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 4, 'n_neur': 5}",-0.6143446404333965,-0.7581560358639022,-1.0043545055435055,-1.0708574478672785,-0.8689397846635707,-0.7281829233686161,-0.6866460355382754,-0.987823724592214,-0.7448014995941046,-0.909156607626493,-0.8373263205091357,0.14505519896364621,117
58,255.84243414402007,14.245825870201115,0.24475860595703125,0.04707541427085565,tanh,0.8,4,10,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 4, 'n_neur': 10}",-0.6142950273174377,-0.7583391786507769,-1.004187393251735,-1.0710604505792645,-0.8679222489297529,-0.7280723484958053,-0.6863022302276774,-0.9878765962996918,-0.7445705833232963,-0.9088908477378107,-0.8371516904813248,0.1450955524758131,111
59,299.8107868909836,28.531376938087956,0.16458921432495116,0.024669229049111452,tanh,0.8,4,15,"{'activ': 'tanh', 'drop': 0.8, 'n_layer': 4, 'n_neur': 15}",-0.6143278333843419,-0.7583452834103396,-1.0044000930180639,-1.0710587837462793,-0.8641735721709486,-0.7281042755281539,-0.6864602420349771,-0.987597788522072,-0.7451048589742086,-0.9091007657446487,-0.8368673496534035,0.14496807217143012,90
60,185.15035073757173,22.285565581987704,0.1352386474609375,0.025076358799871485,relu,0,1,5,"{'activ': 'relu', 'drop': 0, 'n_layer': 1, 'n_neur': 5}",-0.11489099560231054,-0.16759995881728373,-0.2191182614530126,-0.23658683260288452,-0.13182788231536674,-0.12395506403599686,-0.26977699210337974,-0.5008144179331848,-0.1768927218661187,-0.3607197563565207,-0.2302182883086059,0.11533393213664105,12
61,182.0376428604126,20.520094907958836,0.1399747610092163,0.03199471825745644,relu,0,1,10,"{'activ': 'relu', 'drop': 0, 'n_layer': 1, 'n_neur': 10}",-0.09286561893351863,-0.1555960901663399,-0.2200001657612062,-0.23578552413970677,-0.12196054986192906,-0.12381432444896873,-0.2699945144274522,-0.4987446578465918,-0.16288069158319762,-0.3491089712117567,-0.22307511083806678,0.11809268805203567,9
62,200.57589647769927,5.238143874215333,0.15720007419586182,0.02403362069870456,relu,0,1,15,"{'activ': 'relu', 'drop': 0, 'n_layer': 1, 'n_neur': 15}",-0.11700213538792621,-0.18105395618509443,-0.21901336558065015,-0.23757668691442993,-0.11442033016936616,-0.13542365071623827,-0.27025606013052683,-0.4987651203878964,-0.16190868741340625,-0.34990738492444035,-0.2285327377809975,0.11423379989907909,10
