,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_b_1,param_b_2,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,7.580189418792725,0.04645740630861203,0.10652222633361816,0.013657329703684943,0.8,0.9,0.01,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.005}",-0.1555017031204002,-0.16118375783180575,-0.29493837435998743,-0.25265683079314477,-0.1785958448969768,-0.208575302200463,0.055431569801094115,302
1,8.809702253341674,1.5564052969307,0.11496472358703613,0.01872496019812047,0.8,0.9,0.01,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.01}",-0.11153789946216924,-0.13701837012953666,-0.23920976217911338,-0.24252075714591603,-0.15367950267421082,-0.1767932583181892,0.05401939160373225,209
2,10.614160776138306,0.1020533004359987,0.11481242179870606,0.024374431986206035,0.8,0.9,0.01,1e-07,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.05}",-0.10344884594490734,-0.13188883587277608,-0.2375981292864534,-0.2329912839831622,-0.11475211805971794,-0.16413584262940342,0.05882059610140663,54
3,8.689839363098145,2.2972721961050713,0.11065230369567872,0.03296681248117592,0.8,0.9,0.01,0.0001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.005}",-0.14656935289999107,-0.1444878907788973,-0.2750408695838915,-0.24815131720770386,-0.17911552170346356,-0.19867299043478945,0.053504142714807724,273
4,4.786583471298218,0.46798314900456,0.07270612716674804,0.00281421887902467,0.8,0.9,0.01,0.0001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.01}",-0.10389743196607538,-0.13610687497975466,-0.24270935447804215,-0.23971376359196045,-0.1273829311647113,-0.1699620712361088,0.05912894358982416,167
5,5.363231611251831,0.07180280507424773,0.1180276870727539,0.026185306398302213,0.8,0.9,0.01,0.0001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.05}",-0.10136168772096653,-0.12572424122548678,-0.2405279032535235,-0.23165339977300392,-0.12515672030541056,-0.16488479045567825,0.05886761496584822,75
6,9.203294706344604,1.7409440208818965,0.10371918678283691,0.015480897537920622,0.8,0.9,0.01,0.001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.005}",-0.144629630152466,-0.16855402420369725,-0.27463971931441983,-0.2479057486170024,-0.19733568711612334,-0.2066129618807418,0.048392598483006956,297
7,8.440561294555664,1.8417910253257377,0.10753593444824219,0.025287917889315656,0.8,0.9,0.01,0.001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.01}",-0.10681465157348595,-0.150209752003772,-0.244443113635625,-0.23807054754410525,-0.1285406625206178,-0.17361574545552122,0.05694370442900031,192
8,5.836447048187256,0.3757407815299668,0.10743227005004882,0.02731230911766811,0.8,0.9,0.01,0.001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.05}",-0.11203465562964267,-0.13485328753188383,-0.2339289895756231,-0.2429348985737225,-0.11900948318435281,-0.16855226289904499,0.05760423730068693,154
9,8.012742376327514,2.126136687158151,0.11876125335693359,0.023496324444870237,0.8,0.9,0.01,0.1,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.005}",-0.16450205696537953,-0.17876733576394094,-0.299227405592134,-0.23909726768914474,-0.19398077058934085,-0.215114967319988,0.04894798114085914,317
10,8.277322769165039,1.9381586314679464,0.09830617904663086,0.010732112057997768,0.8,0.9,0.01,0.1,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.01}",-0.13026602819151692,-0.15269067473172482,-0.2877417894185328,-0.24729502468138387,-0.21197174788887416,-0.2059930529824065,0.058309826579693656,293
11,7.005935287475586,1.8544439334863567,0.10036225318908691,0.014064391468170739,0.8,0.9,0.01,0.1,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.05}",-0.10092647210217702,-0.12836894495649007,-0.24440226376006388,-0.23735277591601114,-0.11895659688207934,-0.1660014107233643,0.06180918329397992,106
12,7.970617246627808,2.1484315338492896,0.09792523384094239,0.003945530322430146,0.8,0.9,0.005,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.005}",-0.10113936251938525,-0.15927639075690433,-0.24927321016751136,-0.24043454232750888,-0.16121409591101338,-0.18226752033646462,0.05554598388221478,232
13,8.062298440933228,2.103518496407574,0.10740437507629394,0.025950590558796924,0.8,0.9,0.005,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.01}",-0.09769743564395372,-0.13085409159232314,-0.25135952475246565,-0.24585350531690353,-0.11632243650220074,-0.16841739876156936,0.06633543123247468,153
14,6.628149318695068,2.0090003998171126,0.10035576820373535,0.00753573583075895,0.8,0.9,0.005,1e-07,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.05}",-0.09675546579891106,-0.12732148503656998,-0.24037925546582228,-0.23924323417426221,-0.11358916351504952,-0.163457720798123,0.06309082008629885,45
15,8.672217082977294,2.3611151274489446,0.10813679695129394,0.007087395647887213,0.8,0.9,0.005,0.0001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.0001, 'l_r': 0.005}",-0.10031321560436864,-0.1443144531561109,-0.23796615902757942,-0.22674119951135033,-0.13131021002488527,-0.1681290474648589,0.054468991660203595,147
16,6.77966079711914,1.9285870499548476,0.10240120887756347,0.025822477664927353,0.8,0.9,0.005,0.0001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.0001, 'l_r': 0.01}",-0.08940981342296765,-0.13153260861242635,-0.24477997699601117,-0.23828167899802172,-0.12241446088037983,-0.16528370778196133,0.0638468753986814,83
17,6.542771482467652,2.0424652448052445,0.10035815238952636,0.008591056750028326,0.8,0.9,0.005,0.0001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.0001, 'l_r': 0.05}",-0.10053104900219992,-0.13401201850387545,-0.23950789811896536,-0.23749405180606856,-0.11291950280766652,-0.16489290404775517,0.06105020214448712,76
18,8.267624521255494,1.899884679584223,0.11152205467224122,0.021833793345744406,0.8,0.9,0.005,0.001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.001, 'l_r': 0.005}",-0.09455108424263743,-0.13696233301310104,-0.26091448404089196,-0.2332798919408953,-0.17963232775953178,-0.1810680241994115,0.06088364378229191,226
19,7.444852733612061,1.6547176703647828,0.097774076461792,0.00591124342421616,0.8,0.9,0.005,0.001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.001, 'l_r': 0.01}",-0.10278591916206575,-0.13337459788796907,-0.2425774600299195,-0.24274000789014136,-0.12384314034061036,-0.16906422506214122,0.06089963302837494,158
20,8.614004468917846,2.5121135389902136,0.09938569068908691,0.00603313939901547,0.8,0.9,0.005,0.001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.001, 'l_r': 0.05}",-0.10611230054430991,-0.1270240171660837,-0.2445004227523212,-0.23310736599259793,-0.1179964535118118,-0.1657481119934249,0.06012553860769449,98
21,6.7671873569488525,1.9221509012314653,0.09463896751403808,0.004798569209477548,0.8,0.9,0.005,0.1,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.005}",-0.12528116186315616,-0.15973735070959785,-0.2868905703548891,-0.2549408323860662,-0.19568628511004987,-0.2045072400847518,0.059480222007852905,291
22,7.718760633468628,2.3629332646235057,0.09910449981689454,0.016924987981383515,0.8,0.9,0.005,0.1,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.01}",-0.1331523998169292,-0.14086591406691912,-0.2504546281455279,-0.24354660442431425,-0.13857034350052125,-0.18131797799084234,0.05373254319955194,227
23,6.565348386764526,2.027256546516886,0.10087532997131347,0.010283782179804746,0.8,0.9,0.005,0.1,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.05}",-0.0994893773281337,-0.13031596436541204,-0.23016667462513657,-0.237525441696098,-0.1064062349395434,-0.16078073859086475,0.06057305944962072,11
24,7.686290168762207,2.389105618672986,0.09221396446228028,0.003640900132497294,0.8,0.9,0.001,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.005}",-0.09703403439212296,-0.1265614076993151,-0.2385768617032839,-0.23530472686322149,-0.1140984044832836,-0.1623150870282454,0.061657336456100116,22
25,8.12165584564209,2.159303843832045,0.10186519622802734,0.010726920533948674,0.8,0.9,0.001,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.10066004298432249,-0.1237340633855756,-0.23895438468020652,-0.24120216039579873,-0.11815075970159856,-0.1645402822295004,0.06214872882087729,64
