,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_b_1,param_b_2,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,4.987904357910156,0.7998648025153476,0.14866156578063966,0.021352641185671335,0.8,0.9,0.01,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.005}",-0.18233136330684055,-0.15994068335048597,-0.27567271938457605,-0.2698752275735088,-0.16710202819976366,-0.21098440436303503,0.0509996633577971,292
1,4.352638101577758,0.6450131445025525,0.12266292572021484,0.03017645226957159,0.8,0.9,0.01,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.01}",-0.1457900563990654,-0.13808830199286992,-0.24713060776896612,-0.2416355138681842,-0.15363803882230123,-0.18525650377027736,0.048557521720008934,207
2,4.4214507102966305,0.8526085121343321,0.09657502174377441,0.019213362327940228,0.8,0.9,0.01,1e-07,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.05}",-0.09822388000742158,-0.12980324558915848,-0.24944075062276053,-0.23274180412727055,-0.12727463313172133,-0.1674968626956665,0.06133365438845823,96
3,5.009307527542115,0.8276408390127459,0.1045334815979004,0.019385961082589605,0.8,0.9,0.01,0.0001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.005}",-0.14110513841944508,-0.1608413390385217,-0.2863520386321444,-0.2712952636009679,-0.19720842964910723,-0.21136044186803726,0.058144972791439674,293
4,2.842011499404907,0.04225625983884568,0.09432549476623535,0.036063273695785526,0.8,0.9,0.01,0.0001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.01}",-0.14117418686324076,-0.1393328501159385,-0.2555678420172662,-0.23967621266950584,-0.15786555539103825,-0.18672332941139785,0.05039231647269693,213
5,4.750763320922852,1.3172915317193283,0.12636470794677734,0.03294250693794576,0.8,0.9,0.01,0.0001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.05}",-0.0958381366623023,-0.13258528158674013,-0.23646458045224408,-0.2500440484677522,-0.11814447437166775,-0.16661530430814128,0.06380618777363486,82
6,3.3029508113861086,0.02561822888411889,0.08374571800231934,0.0017226928848269392,0.8,0.9,0.01,0.001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.005}",-0.14323765764103175,-0.15415166874115108,-0.26058118194153246,-0.2542509214776582,-0.1908497527444214,-0.20061423650915894,0.049028799023223615,261
7,4.102134370803833,1.1238122574625307,0.11529312133789063,0.03634648650624571,0.8,0.9,0.01,0.001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.01}",-0.148326734786207,-0.15169239833976844,-0.24772257425817343,-0.22928397767997113,-0.14955269660628465,-0.18531567633408091,0.043830422700851815,208
8,4.0876007080078125,1.0879996052959784,0.10949411392211914,0.01147603088705387,0.8,0.9,0.01,0.001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.05}",-0.09771060423674793,-0.12641821166176073,-0.22429830903455708,-0.23283780061906548,-0.1053057738923052,-0.1573141398888873,0.05899612228461935,1
9,4.092930603027344,1.2275567552495537,0.1021388053894043,0.01695971150386704,0.8,0.9,0.01,0.1,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.005}",-0.14016684934293167,-0.16617713481550977,-0.2803115874560074,-0.2810554970905704,-0.20763222665235065,-0.21506865907147396,0.057735370905112084,302
10,3.351633405685425,1.0448385863162124,0.10684075355529785,0.022898359085537393,0.8,0.9,0.01,0.1,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.01}",-0.155908353430466,-0.16961934718649357,-0.2710106489763833,-0.24758256219496882,-0.20620376468388754,-0.21006493529443984,0.044058238592843135,288
11,4.241320562362671,0.9935045058530156,0.09170475006103515,0.005054024380814104,0.8,0.9,0.01,0.1,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.05}",-0.09069442145139461,-0.12817987556115384,-0.23705654433423182,-0.2335875332422994,-0.11498012902259916,-0.16089970072233578,0.061953790984173814,13
