,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_d_c,param_eps,param_l_r,param_reg,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,190.4337780714035,10.35269124231063,0.1559535264968872,0.028446262809278703,0.001,1e-07,0.01,-0.5,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01, 'reg': -0.5}",-0.11164326295081936,-0.16237694330939362,-0.2439728441999004,-0.2561623360488467,-0.1403701321956901,-0.14900866463263351,-0.2697407004684123,-0.5070186886552998,-0.15843379030054527,-0.36839705876301626,-0.23671244215245574,0.1167037229043727,65
1,184.32035393714904,12.565233441127958,0.12513773441314696,0.01558972709864377,0.001,1e-07,0.01,-1,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01, 'reg': -1}",-0.08581265934542376,-0.1540839717880743,-0.2215319874699982,-0.2376722334524903,-0.10557590336491189,-0.10936832341073384,-0.24973391991314298,-0.49989508875390104,-0.1533792472031491,-0.3412810502759157,-0.21583343849777412,0.12091205231794866,42
2,182.96479678153992,13.296510040459946,0.13187043666839598,0.02832238920617065,0.001,1e-07,0.01,-1.5,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01, 'reg': -1.5}",-0.07911338901296615,-0.15786517243610257,-0.21593507210137144,-0.2324867479918873,-0.10103301535201346,-0.10419817596987924,-0.2446255128713029,-0.49976397981314,-0.15961640073389322,-0.33756957012093164,-0.21322070364034879,0.12137912379131377,10
3,189.22817816734315,13.659645710927979,0.13539440631866456,0.01903814797565778,0.001,1e-07,0.01,-2,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.01, 'reg': -2}",-0.07950128452547807,-0.15672494977759252,-0.2132407851665198,-0.2297961734118367,-0.10349370296539288,-0.10383466308351828,-0.24435214341833397,-0.49837104760566436,-0.15895559754180535,-0.33630347065363325,-0.21245738181497748,0.1207148906638303,2
4,185.7500415802002,21.987998410932196,0.11917898654937745,0.024691599809462093,0.001,1e-07,0.05,-0.5,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.05, 'reg': -0.5}",-0.11754803166823594,-0.16636133517526627,-0.2520610400654086,-0.26486659392029505,-0.14493162955707997,-0.15945950882363216,-0.27498279133064313,-0.5091265390441022,-0.1621559832401671,-0.37236172287920505,-0.24238551757040355,0.11570696558935485,72
5,186.5650340795517,19.842976231677742,0.12421066761016845,0.03337599650916785,0.001,1e-07,0.05,-1,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.05, 'reg': -1}",-0.08878577652660441,-0.15519277993762945,-0.22249870073196773,-0.23476234412941013,-0.10769490038801281,-0.11192471048732412,-0.2529935008422768,-0.4974313404804224,-0.16524685029164612,-0.34213619557648933,-0.21786670993917837,0.11910515954912705,51
6,178.45309188365937,19.849905184325497,0.1365912914276123,0.02195825424550909,0.001,1e-07,0.05,-1.5,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.05, 'reg': -1.5}",-0.08339111362675,-0.15274623870165047,-0.22438664025656097,-0.23276516626977337,-0.10087332821710264,-0.107055067379273,-0.2455556806821644,-0.5072868717119974,-0.15531449734707517,-0.3365224056061159,-0.21458970097984637,0.12287016783676111,32
7,188.16041872501373,17.720715615645357,0.1410414457321167,0.02122020992498574,0.001,1e-07,0.05,-2,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.05, 'reg': -2}",-0.08042704779828748,-0.1567596460029867,-0.21404669625356418,-0.2268030565586104,-0.10308889423202824,-0.10459746766113913,-0.24417331083810168,-0.49745520327414144,-0.16337035209618792,-0.33438377115924794,-0.21251054458742952,0.11993456939908548,5
8,184.66741209030153,21.909802386207737,0.13095433712005616,0.01751807433958521,0.001,1e-07,0.1,-0.5,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.1, 'reg': -0.5}",-0.1148028254412317,-0.1616477947510036,-0.2442734037489895,-0.25318221990587014,-0.1613413255971471,-0.15714793549099088,-0.2762948996853272,-0.511418798457729,-0.1607027584903842,-0.37324106528219914,-0.24140530268508725,0.11578603295300986,71
9,174.35824584960938,22.93695240288139,0.12300751209259034,0.025499798363010848,0.001,1e-07,0.1,-1,"{'d_c': 0.001, 'eps': 1e-07, 'l_r': 0.1, 'reg': -1}",-0.08911774221097568,-0.15098733985839397,-0.2246767916989503,-0.2405890625407841,-0.10856804388368117,-0.10802857590352773,-0.25029465877944646,-0.5124661145904004,-0.16143232824420078,-0.34584752749929176,-0.21920081852096523,0.12369678863057132,53
