,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.386530828475952,0.013695195934204374,0.21722679138183593,0.0021337038738531004,0.01,1,0.01,scale,linear,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear'}",-0.15564537357184835,-0.2631923456205921,-0.18443275895622083,-0.3999250136291267,-0.28668961562351536,-0.2579770214802607,0.08588523721487258,51
1,1.4869378089904786,0.01899564651498567,0.23271894454956055,0.002296833399220973,0.01,1,0.01,scale,poly,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'poly'}",-0.15114815734415013,-0.2634041247922928,-0.16801718213008607,-0.3977522759793843,-0.3012777875618425,-0.25631990556155115,0.09047981024138667,49
2,1.7525373935699462,0.03352597678846612,0.4665873050689697,0.013428174512528611,0.01,1,0.01,scale,rbf,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf'}",-0.16598768172731992,-0.4102794605287509,-0.1973191878218878,-0.43421878344108983,-0.3930063430550333,-0.3201622913148163,0.11427727838415325,137
3,2.7449327945709228,0.027045064102565974,0.5113778114318848,0.007714830687305665,0.01,1,0.01,scale,sigmoid,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.4022722531923552,-0.7862969571602931,-0.6089716293362092,-0.6740542662176632,-0.7257477527655695,-0.6394685717344181,0.13220514296698999,253
4,1.323146104812622,0.047686817482446284,0.2086392879486084,0.006185411884888201,0.01,1,0.01,auto,linear,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear'}",-0.15564537357184835,-0.2631923456205921,-0.18443275895622083,-0.3999250136291267,-0.28668961562351536,-0.2579770214802607,0.08588523721487258,51
5,1.420485544204712,0.03690292850558226,0.23048553466796876,0.007363130243167029,0.01,1,0.01,auto,poly,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'poly'}",-0.15048399482372207,-0.2672879149019044,-0.16276098453555207,-0.39838167861748075,-0.3081379943315596,-0.2574105134420438,0.09266663206782783,50
6,1.748042917251587,0.007802066375535974,0.47710142135620115,0.006059601120632488,0.01,1,0.01,auto,rbf,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",-0.16010101906413562,-0.37547245207708496,-0.1801515710227757,-0.4198531333324975,-0.37764453061642383,-0.3026445412225835,0.10953532811892472,129
7,2.5896395683288573,0.05048504254842873,0.48853440284729005,0.004895655617613146,0.01,1,0.01,auto,sigmoid,"{'C': 0.01, 'degree': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid'}",-0.25572816574785795,-0.4507229236350468,-0.3155503117922356,-0.4697933561512285,-0.43389937083394153,-0.3851388256320621,0.0841842436169275,187
8,1.0143524169921876,0.037697494605917814,0.16111912727355956,0.00456858282384466,0.01,1,0.1,scale,linear,"{'C': 0.01, 'degree': 1, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",-0.15790683715200934,-0.2660818452305871,-0.18726141768729018,-0.4008837346257605,-0.28963631822128094,-0.26035403058338563,0.08541289767959274,73
9,1.0835620880126953,0.017684427329929274,0.17524895668029786,0.005586769705113715,0.01,1,0.1,scale,poly,"{'C': 0.01, 'degree': 1, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",-0.15325344094122142,-0.26597683474953904,-0.16857431416255383,-0.39842142902579136,-0.30414031689550347,-0.25807326715492185,0.09042068850352353,59
