date,O3
2021-04-30 09:10:57,57
2021-04-30 09:11:27,53
2021-04-30 09:11:57,50
2021-04-30 09:12:27,50
2021-04-30 09:12:57,50
2021-04-30 09:13:27,36
2021-04-30 09:13:57,55
2021-04-30 09:14:27,53
2021-04-30 09:14:57,58
2021-04-30 09:15:27,61
2021-04-30 09:15:57,63
2021-04-30 09:16:27,52
2021-04-30 09:16:57,50
2021-04-30 09:17:27,68
2021-04-30 09:17:57,63
2021-04-30 09:18:27,61
2021-04-30 09:18:57,53
2021-04-30 09:19:28,64
2021-04-30 09:19:58,60
2021-04-30 09:20:28,56
2021-04-30 09:20:58,55
2021-04-30 09:21:28,66
2021-04-30 09:21:58,62
2021-04-30 09:22:28,62
2021-04-30 09:22:58,62
2021-04-30 09:23:28,32
2021-04-30 09:23:58,52
2021-04-30 09:24:28,51
2021-04-30 09:24:58,53
2021-04-30 09:25:28,66
2021-04-30 09:25:58,60
2021-04-30 09:26:28,63
2021-04-30 09:26:58,53
2021-04-30 09:27:28,62
2021-04-30 09:27:58,56
2021-04-30 09:28:28,58
2021-04-30 09:28:58,46
2021-04-30 09:29:28,66
2021-04-30 09:29:58,61
2021-04-30 09:30:28,64
2021-04-30 09:30:58,53
2021-04-30 09:31:28,71
2021-04-30 09:31:58,64
2021-04-30 09:32:28,64
2021-04-30 09:32:58,64
2021-04-30 09:33:28,28
2021-04-30 09:33:58,63
2021-04-30 09:34:28,64
2021-04-30 09:34:58,53
2021-04-30 09:35:28,58
2021-04-30 09:35:58,61
2021-04-30 09:36:28,63
2021-04-30 09:36:59,53
2021-04-30 09:37:29,49
2021-04-30 09:37:59,38
2021-04-30 09:38:29,43
2021-04-30 09:38:59,40
2021-04-30 09:39:29,58
2021-04-30 09:39:59,58
2021-04-30 09:40:29,62
2021-04-30 09:40:59,52
2021-04-30 09:41:29,52
2021-04-30 09:41:59,63
2021-04-30 09:42:29,63
2021-04-30 09:42:59,63
2021-04-30 09:43:29,54
2021-04-30 09:43:59,41
2021-04-30 09:44:29,40
2021-04-30 09:44:59,28
2021-04-30 09:45:29,40
2021-04-30 09:45:59,61
2021-04-30 09:46:29,58
2021-04-30 09:46:59,56
2021-04-30 09:47:29,52
2021-04-30 09:47:59,68
2021-04-30 09:48:29,63
2021-04-30 09:48:59,58
2021-04-30 09:49:29,53
2021-04-30 09:49:59,54
2021-04-30 09:50:29,50
2021-04-30 09:50:59,53
2021-04-30 09:51:29,49
2021-04-30 09:51:59,60
2021-04-30 09:52:29,60
2021-04-30 09:52:59,60
2021-04-30 09:53:29,52
2021-04-30 09:53:59,62
2021-04-30 09:54:29,57
2021-04-30 09:55:00,60
2021-04-30 09:55:30,52
2021-04-30 09:56:00,64
2021-04-30 09:56:30,60
2021-04-30 09:57:00,64
2021-04-30 09:57:30,52
2021-04-30 09:58:00,60
2021-04-30 09:58:30,55
2021-04-30 09:59:00,60
2021-04-30 09:59:30,51
2021-04-30 10:00:00,57
2021-04-30 10:00:30,58
2021-04-30 10:01:00,61
2021-04-30 10:01:30,51
2021-04-30 10:02:00,28
2021-04-30 10:02:30,28
2021-04-30 10:03:00,28
2021-04-30 10:03:30,26
2021-04-30 10:04:00,18
2021-04-30 10:04:30,30
2021-04-30 10:05:00,34
2021-04-30 10:05:30,34
2021-04-30 10:06:00,47
2021-04-30 10:06:30,51
2021-04-30 10:07:00,49
2021-04-30 10:07:30,53
2021-04-30 10:08:00,58
2021-04-30 10:08:30,63
2021-04-30 10:09:00,68
2021-04-30 10:09:30,65
2021-04-30 10:10:00,68
2021-04-30 10:10:30,62
2021-04-30 10:11:00,64
2021-04-30 10:11:30,63
2021-04-30 10:12:01,62
2021-04-30 10:12:31,62
2021-04-30 10:13:01,62
2021-04-30 10:13:31,63
2021-04-30 10:14:01,63
2021-04-30 10:14:31,65
2021-04-30 10:15:01,66
2021-04-30 10:15:31,66
2021-04-30 10:16:01,64
2021-04-30 10:16:31,64
2021-04-30 10:17:01,63
2021-04-30 10:17:31,63
2021-04-30 10:18:01,63
2021-04-30 10:18:31,57
2021-04-30 10:19:01,62
2021-04-30 10:19:31,65
2021-04-30 10:20:01,65
2021-04-30 10:20:31,66
2021-04-30 10:21:01,67
2021-04-30 10:21:31,65
2021-04-30 10:22:01,61
2021-04-30 10:22:31,61
2021-04-30 10:23:01,61
2021-04-30 10:23:31,60
2021-04-30 10:24:01,61
2021-04-30 10:24:31,67
2021-04-30 10:25:01,67
2021-04-30 10:25:31,67
2021-04-30 10:26:01,66
2021-04-30 10:26:31,63
2021-04-30 10:27:01,62
2021-04-30 10:27:31,63
2021-04-30 10:28:01,60
2021-04-30 10:28:31,63
2021-04-30 10:29:01,64
2021-04-30 10:29:31,61
2021-04-30 10:30:01,64
2021-04-30 10:30:32,63
2021-04-30 10:31:02,65
2021-04-30 10:31:32,62
2021-04-30 10:32:02,63
2021-04-30 10:32:32,63
2021-04-30 10:33:02,63
2021-04-30 10:33:32,66
2021-04-30 10:34:02,64
2021-04-30 10:34:32,66
2021-04-30 10:35:02,64
2021-04-30 10:35:32,64
2021-04-30 10:36:02,64
2021-04-30 10:36:32,61
2021-04-30 10:37:02,50
2021-04-30 10:37:32,50
2021-04-30 10:38:02,50
2021-04-30 10:38:32,60
2021-04-30 10:39:02,61
2021-04-30 10:39:32,61
2021-04-30 10:40:02,61
2021-04-30 10:40:32,61
2021-04-30 10:41:02,63
2021-04-30 10:41:32,63
2021-04-30 10:42:02,63
2021-04-30 10:42:32,63
2021-04-30 10:43:02,63
2021-04-30 10:43:32,64
2021-04-30 10:44:02,64
2021-04-30 10:44:32,60
2021-04-30 10:45:02,61
2021-04-30 10:45:32,57
2021-04-30 10:46:02,61
2021-04-30 10:46:32,62
2021-04-30 10:47:02,65
2021-04-30 10:47:32,66
2021-04-30 10:48:02,66
2021-04-30 10:48:33,69
2021-04-30 10:49:03,70
2021-04-30 10:49:33,72
2021-04-30 10:50:03,70
2021-04-30 10:50:33,71
2021-04-30 10:51:03,70
2021-04-30 10:51:33,69
2021-04-30 10:52:03,69
2021-04-30 10:52:33,69
2021-04-30 10:53:03,67
2021-04-30 10:53:33,69
2021-04-30 10:54:03,69
2021-04-30 10:54:33,68
2021-04-30 10:55:03,69
2021-04-30 10:55:33,69
2021-04-30 10:56:03,68
2021-04-30 10:56:33,68
2021-04-30 10:57:03,67
2021-04-30 10:57:33,65
2021-04-30 10:58:03,68
2021-04-30 10:58:33,67
2021-04-30 10:59:03,69
2021-04-30 10:59:33,67
2021-04-30 11:00:03,69
2021-04-30 11:00:33,69
2021-04-30 11:01:03,69
2021-04-30 11:01:33,68
2021-04-30 11:02:03,68
2021-04-30 11:02:33,68
2021-04-30 11:03:03,64
2021-04-30 11:03:33,68
2021-04-30 11:04:03,67
2021-04-30 11:04:33,67
2021-04-30 11:05:03,67
2021-04-30 11:05:33,66
2021-04-30 11:06:03,66
2021-04-30 11:06:34,65
2021-04-30 11:07:04,65
2021-04-30 11:07:34,66
2021-04-30 11:08:04,65
2021-04-30 11:08:34,66
2021-04-30 11:09:04,65
2021-04-30 11:09:34,64
2021-04-30 11:10:04,65
2021-04-30 11:10:34,62
2021-04-30 11:11:04,57
2021-04-30 11:11:34,57
2021-04-30 11:12:04,57
2021-04-30 11:12:34,57
2021-04-30 11:13:04,63
2021-04-30 11:13:34,62
2021-04-30 11:14:04,62
2021-04-30 11:14:34,61
2021-04-30 11:15:04,65
2021-04-30 11:15:34,64
2021-04-30 11:16:04,64
2021-04-30 11:16:34,65
2021-04-30 11:17:04,63
2021-04-30 11:17:34,62
2021-04-30 11:18:04,62
2021-04-30 11:18:34,63
2021-04-30 11:19:04,58
2021-04-30 11:19:34,62
2021-04-30 11:20:04,63
2021-04-30 11:20:34,61
2021-04-30 11:21:04,63
2021-04-30 11:21:34,63
2021-04-30 11:22:04,63
2021-04-30 11:22:34,63
2021-04-30 11:23:04,64
2021-04-30 11:23:34,66
2021-04-30 11:24:04,60
2021-04-30 11:24:35,51
2021-04-30 11:25:05,55
2021-04-30 11:25:35,63
2021-04-30 11:26:05,63
2021-04-30 11:26:35,64
2021-04-30 11:27:05,66
2021-04-30 11:27:35,65
2021-04-30 11:28:05,65
2021-04-30 11:28:35,64
2021-04-30 11:29:05,63
2021-04-30 11:29:35,63
2021-04-30 11:30:05,64
2021-04-30 11:30:35,64
2021-04-30 11:31:05,64
2021-04-30 11:31:35,66
2021-04-30 11:32:05,66
2021-04-30 11:32:35,66
2021-04-30 11:33:05,64
2021-04-30 11:33:35,66
2021-04-30 11:34:05,65
2021-04-30 11:34:35,63
2021-04-30 11:35:05,61
2021-04-30 11:35:35,63
2021-04-30 11:36:05,62
2021-04-30 11:36:35,60
2021-04-30 11:37:05,61
2021-04-30 11:37:35,57
2021-04-30 11:38:05,58
2021-04-30 11:38:35,58
2021-04-30 11:39:05,58
2021-04-30 11:39:35,61
2021-04-30 11:40:05,58
2021-04-30 11:40:35,57
2021-04-30 11:41:05,64
2021-04-30 11:41:35,65
2021-04-30 11:42:05,65
2021-04-30 11:42:36,65
2021-04-30 11:43:06,63
2021-04-30 11:43:36,61
2021-04-30 11:44:06,62
2021-04-30 11:44:36,63
2021-04-30 11:45:06,64
2021-04-30 11:45:36,64
2021-04-30 11:46:06,62
2021-04-30 11:46:36,63
2021-04-30 11:47:06,64
2021-04-30 11:47:36,65
2021-04-30 11:48:06,66
2021-04-30 11:48:36,65
2021-04-30 11:49:06,66
2021-04-30 11:49:36,66
2021-04-30 11:50:06,63
2021-04-30 11:50:36,63
2021-04-30 11:51:06,63
2021-04-30 11:51:36,64
2021-04-30 11:52:06,64
2021-04-30 11:52:36,64
2021-04-30 11:53:06,65
2021-04-30 11:53:36,65
2021-04-30 11:54:06,66
2021-04-30 11:54:36,66
2021-04-30 11:55:06,66
2021-04-30 11:55:36,65
2021-04-30 11:56:06,64
2021-04-30 11:56:36,64
2021-04-30 11:57:06,64
2021-04-30 11:57:36,62
2021-04-30 11:58:06,63
2021-04-30 11:58:36,64
2021-04-30 11:59:06,65
2021-04-30 11:59:37,64
2021-04-30 12:00:07,65
2021-04-30 12:00:37,65
2021-04-30 12:01:07,64
2021-04-30 12:01:37,64
2021-04-30 12:02:07,64
2021-04-30 12:02:37,64
2021-04-30 12:03:07,58
2021-04-30 12:03:37,62
2021-04-30 12:04:07,61
2021-04-30 12:04:37,62
2021-04-30 12:05:07,62
2021-04-30 12:05:37,63
2021-04-30 12:06:07,63
2021-04-30 12:06:37,63
2021-04-30 12:07:07,62
2021-04-30 12:07:37,61
2021-04-30 12:08:07,63
2021-04-30 12:08:37,60
2021-04-30 12:09:07,61
2021-04-30 12:09:37,54
2021-04-30 12:10:07,39
2021-04-30 12:10:37,40
2021-04-30 12:11:07,38
2021-04-30 12:11:37,47
2021-04-30 12:12:07,47
2021-04-30 12:12:37,47
2021-04-30 12:13:07,64
2021-04-30 12:13:37,63
2021-04-30 12:14:07,65
2021-04-30 12:14:37,65
2021-04-30 12:15:07,65
2021-04-30 12:15:37,66
2021-04-30 12:16:07,62
2021-04-30 12:16:37,64
2021-04-30 12:17:07,64
2021-04-30 12:17:37,63
2021-04-30 12:18:07,64
2021-04-30 12:18:37,65
2021-04-30 12:19:08,65
2021-04-30 12:19:38,64
2021-04-30 12:20:08,60
2021-04-30 12:20:38,62
2021-04-30 12:21:08,47
2021-04-30 12:21:38,35
2021-04-30 12:22:08,35
2021-04-30 12:22:38,35
2021-04-30 12:23:08,38
2021-04-30 12:23:38,48
2021-04-30 12:24:08,51
2021-04-30 12:24:38,53
2021-04-30 12:25:08,57
2021-04-30 12:25:38,56
2021-04-30 12:26:08,53
2021-04-30 12:26:38,56
2021-04-30 12:27:08,56
2021-04-30 12:27:38,56
2021-04-30 12:28:08,58
2021-04-30 12:28:38,58
2021-04-30 12:29:08,57
2021-04-30 12:29:38,60
2021-04-30 12:30:08,58
2021-04-30 12:30:38,61
2021-04-30 12:31:08,60
2021-04-30 12:31:38,58
2021-04-30 12:32:08,58
2021-04-30 12:32:38,58
2021-04-30 12:33:08,53
2021-04-30 12:33:38,53
2021-04-30 12:34:08,55
2021-04-30 12:34:38,60
2021-04-30 12:35:08,58
2021-04-30 12:35:38,58
2021-04-30 12:36:08,56
2021-04-30 12:36:38,58
2021-04-30 12:37:09,61
2021-04-30 12:37:39,61
2021-04-30 12:38:09,61
2021-04-30 12:38:39,57
2021-04-30 12:39:09,62
2021-04-30 12:39:39,62
2021-04-30 12:40:09,63
2021-04-30 12:40:39,61
2021-04-30 12:41:09,63
2021-04-30 12:41:39,61
2021-04-30 12:42:09,61
2021-04-30 12:42:39,61
2021-04-30 12:43:09,61
2021-04-30 12:43:39,61
2021-04-30 12:44:09,57
2021-04-30 12:44:39,62
2021-04-30 12:45:09,62
2021-04-30 12:45:39,61
2021-04-30 12:46:09,63
2021-04-30 12:46:39,62
2021-04-30 12:47:09,64
2021-04-30 12:47:39,62
2021-04-30 12:48:09,61
2021-04-30 12:48:39,62
2021-04-30 12:49:09,62
2021-04-30 12:49:39,63
2021-04-30 12:50:09,62
2021-04-30 12:50:39,63
2021-04-30 12:51:09,60
2021-04-30 12:51:39,58
2021-04-30 12:52:09,58
2021-04-30 12:52:39,58
2021-04-30 12:53:09,61
2021-04-30 12:53:39,60
2021-04-30 12:54:09,62
2021-04-30 12:54:39,61
2021-04-30 12:55:10,58
2021-04-30 12:55:40,60
2021-04-30 12:56:10,57
2021-04-30 12:56:40,60
2021-04-30 12:57:10,58
2021-04-30 12:57:40,58
2021-04-30 12:58:10,58
2021-04-30 12:58:40,57
2021-04-30 12:59:10,55
2021-04-30 12:59:40,57
2021-04-30 13:00:10,55
2021-04-30 13:00:40,57
2021-04-30 13:01:10,57
2021-04-30 13:01:40,60
2021-04-30 13:02:10,60
2021-04-30 13:02:40,60
2021-04-30 13:03:10,58
2021-04-30 13:03:40,57
2021-04-30 13:04:10,55
2021-04-30 13:04:40,55
2021-04-30 13:05:10,56
2021-04-30 13:05:40,55
2021-04-30 13:06:10,56
2021-04-30 13:06:40,55
2021-04-30 13:07:10,56
2021-04-30 13:07:40,54
2021-04-30 13:08:10,56
2021-04-30 13:08:40,56
2021-04-30 13:09:10,56
2021-04-30 13:09:40,55
2021-04-30 13:10:10,56
2021-04-30 13:10:40,56
2021-04-30 13:11:10,55
2021-04-30 13:11:40,56
2021-04-30 13:12:10,56
2021-04-30 13:12:40,56
2021-04-30 13:13:11,56
2021-04-30 13:13:41,49
2021-04-30 13:14:11,46
2021-04-30 13:14:41,46
2021-04-30 13:15:11,45
2021-04-30 13:15:41,47
2021-04-30 13:16:11,50
2021-04-30 13:16:41,50
2021-04-30 13:17:11,49
2021-04-30 13:17:41,54
2021-04-30 13:18:11,54
2021-04-30 13:18:41,53
2021-04-30 13:19:11,54
2021-04-30 13:19:41,55
2021-04-30 13:20:11,58
2021-04-30 13:20:41,60
2021-04-30 13:21:11,60
2021-04-30 13:21:41,60
2021-04-30 13:22:11,60
2021-04-30 13:22:41,60
2021-04-30 13:23:11,60
2021-04-30 13:23:41,58
2021-04-30 13:24:11,55
2021-04-30 13:24:41,57
2021-04-30 13:25:11,56
2021-04-30 13:25:41,57
2021-04-30 13:26:11,55
2021-04-30 13:26:41,56
2021-04-30 13:27:11,54
2021-04-30 13:27:41,52
2021-04-30 13:28:11,55
2021-04-30 13:28:41,54
2021-04-30 13:29:11,54
2021-04-30 13:29:42,54
2021-04-30 13:30:12,53
2021-04-30 13:30:42,53
2021-04-30 13:31:12,52
2021-04-30 13:31:42,53
2021-04-30 13:32:12,53
2021-04-30 13:32:42,53
2021-04-30 13:33:12,50
2021-04-30 13:33:42,52
2021-04-30 13:34:12,52
2021-04-30 13:34:42,49
2021-04-30 13:35:12,52
2021-04-30 13:35:42,51
2021-04-30 13:36:12,51
2021-04-30 13:36:42,48
2021-04-30 13:37:12,48
2021-04-30 13:37:42,51
2021-04-30 13:38:12,51
2021-04-30 13:38:42,48
2021-04-30 13:39:12,49
2021-04-30 13:39:42,50
2021-04-30 13:40:12,48
2021-04-30 13:40:42,49
2021-04-30 13:41:12,49
2021-04-30 13:41:42,49
2021-04-30 13:42:12,49
2021-04-30 13:42:42,49
2021-04-30 13:43:12,48
2021-04-30 13:43:42,48
2021-04-30 13:44:12,48
2021-04-30 13:44:42,46
2021-04-30 13:45:12,45
2021-04-30 13:45:42,47
2021-04-30 13:46:12,45
2021-04-30 13:46:42,45
2021-04-30 13:47:12,48
2021-04-30 13:47:43,45
2021-04-30 13:48:13,45
2021-04-30 13:48:43,45
2021-04-30 13:49:13,42
2021-04-30 13:49:43,47
2021-04-30 13:50:13,42
2021-04-30 13:50:43,46
2021-04-30 13:51:13,42
2021-04-30 13:51:43,41
2021-04-30 13:52:13,41
2021-04-30 13:52:43,41
2021-04-30 13:53:13,47
2021-04-30 13:53:43,46
2021-04-30 13:54:13,43
2021-04-30 13:54:43,43
2021-04-30 13:55:13,42
2021-04-30 13:55:43,43
2021-04-30 13:56:13,43
2021-04-30 13:56:43,46
2021-04-30 13:57:13,45
2021-04-30 13:57:43,45
2021-04-30 13:58:13,46
2021-04-30 13:58:43,45
2021-04-30 13:59:13,47
2021-04-30 13:59:43,47
2021-04-30 14:00:13,47
2021-04-30 14:00:43,46
2021-04-30 14:01:13,46
2021-04-30 14:01:43,47
2021-04-30 14:02:13,47
2021-04-30 14:02:43,47
2021-04-30 14:03:13,46
2021-04-30 14:03:43,46
2021-04-30 14:04:13,45
2021-04-30 14:04:43,48
2021-04-30 14:05:13,48
2021-04-30 14:05:44,48
2021-04-30 14:06:14,42
2021-04-30 14:06:44,49
2021-04-30 14:07:14,48
2021-04-30 14:07:44,51
2021-04-30 14:08:14,51
2021-04-30 14:08:44,48
2021-04-30 14:09:14,47
2021-04-30 14:09:44,46
2021-04-30 14:10:14,50
2021-04-30 14:10:44,51
2021-04-30 14:11:14,52
2021-04-30 14:11:44,53
2021-04-30 14:12:14,53
2021-04-30 14:12:44,53
2021-04-30 14:13:14,51
2021-04-30 14:13:44,54
2021-04-30 14:14:14,51
2021-04-30 14:14:44,52
2021-04-30 14:15:14,52
2021-04-30 14:15:44,52
2021-04-30 14:16:14,52
2021-04-30 14:16:44,51
2021-04-30 14:17:14,50
2021-04-30 14:17:44,48
2021-04-30 14:18:14,47
2021-04-30 14:18:44,50
2021-04-30 14:19:14,49
2021-04-30 14:19:44,51
2021-04-30 14:20:14,50
2021-04-30 14:20:44,49
2021-04-30 14:21:14,47
2021-04-30 14:21:44,47
2021-04-30 14:22:14,47
2021-04-30 14:22:44,47
2021-04-30 14:23:14,46
2021-04-30 14:23:45,43
2021-04-30 14:24:15,42
2021-04-30 14:24:45,45
2021-04-30 14:25:15,42
2021-04-30 14:25:45,43
2021-04-30 14:26:15,40
2021-04-30 14:26:45,40
2021-04-30 14:27:15,41
2021-04-30 14:27:45,42
2021-04-30 14:28:15,42
2021-04-30 14:28:45,41
2021-04-30 14:29:15,43
2021-04-30 14:29:45,42
2021-04-30 14:30:15,43
2021-04-30 14:30:45,41
2021-04-30 14:31:15,40
2021-04-30 14:31:45,42
2021-04-30 14:32:15,42
2021-04-30 14:32:45,42
2021-04-30 14:33:15,39
2021-04-30 14:33:45,38
2021-04-30 14:34:15,39
2021-04-30 14:34:45,37
2021-04-30 14:35:15,39
2021-04-30 14:35:45,39
2021-04-30 14:36:15,39
2021-04-30 14:36:45,39
2021-04-30 14:37:15,40
2021-04-30 14:37:45,40
2021-04-30 14:38:15,40
2021-04-30 14:38:45,38
2021-04-30 14:39:15,40
2021-04-30 14:39:45,39
2021-04-30 14:40:15,39
2021-04-30 14:40:45,38
2021-04-30 14:41:15,38
2021-04-30 14:41:45,38
2021-04-30 14:42:16,38
2021-04-30 14:42:46,38
2021-04-30 14:43:16,37
2021-04-30 14:43:46,40
2021-04-30 14:44:16,39
2021-04-30 14:44:46,39
2021-04-30 14:45:16,40
2021-04-30 14:45:46,41
2021-04-30 14:46:16,37
2021-04-30 14:46:46,40
2021-04-30 14:47:16,40
2021-04-30 14:47:46,41
2021-04-30 14:48:16,40
2021-04-30 14:48:46,38
2021-04-30 14:49:16,39
2021-04-30 14:49:46,39
2021-04-30 14:50:16,40
2021-04-30 14:50:46,39
2021-04-30 14:51:16,41
2021-04-30 14:51:46,41
2021-04-30 14:52:16,41
2021-04-30 14:52:46,41
2021-04-30 14:53:16,40
2021-04-30 14:53:46,40
2021-04-30 14:54:16,41
2021-04-30 14:54:46,40
2021-04-30 14:55:16,41
2021-04-30 14:55:46,41
2021-04-30 14:56:16,42
2021-04-30 14:56:46,42
2021-04-30 14:57:16,40
2021-04-30 14:57:46,40
2021-04-30 14:58:16,41
2021-04-30 14:58:46,40
2021-04-30 14:59:16,45
2021-04-30 14:59:47,45
2021-04-30 15:00:17,45
2021-04-30 15:00:47,43
2021-04-30 15:01:17,43
2021-04-30 15:01:47,40
2021-04-30 15:02:17,40
2021-04-30 15:02:47,40
2021-04-30 15:03:17,41
2021-04-30 15:03:47,42
2021-04-30 15:04:17,40
2021-04-30 15:04:47,43
2021-04-30 15:05:17,43
2021-04-30 15:05:47,43
2021-04-30 15:06:17,42
2021-04-30 15:06:47,43
2021-04-30 15:07:17,43
2021-04-30 15:07:47,42
2021-04-30 15:08:17,43
2021-04-30 15:08:47,42
2021-04-30 15:09:17,42
2021-04-30 15:09:47,42
2021-04-30 15:10:17,46
2021-04-30 15:10:47,45
2021-04-30 15:11:17,41
2021-04-30 15:11:47,42
2021-04-30 15:12:17,42
2021-04-30 15:12:47,42
2021-04-30 15:13:17,47
2021-04-30 15:13:47,48
2021-04-30 15:14:17,48
2021-04-30 15:14:47,49
2021-04-30 15:15:17,50
2021-04-30 15:15:47,49
2021-04-30 15:16:17,48
2021-04-30 15:16:47,49
2021-04-30 15:17:18,50
2021-04-30 15:17:48,50
2021-04-30 15:18:18,50
2021-04-30 15:18:48,50
2021-04-30 15:19:18,49
2021-04-30 15:19:48,49
2021-04-30 15:20:18,50
2021-04-30 15:20:48,50
2021-04-30 15:21:18,50
2021-04-30 15:21:48,48
2021-04-30 15:22:18,48
2021-04-30 15:22:48,48
2021-04-30 15:23:18,46
2021-04-30 15:23:48,49
2021-04-30 15:24:18,49
2021-04-30 15:24:48,50
2021-04-30 15:25:18,49
2021-04-30 15:25:48,48
2021-04-30 15:26:18,50
2021-04-30 15:26:48,49
2021-04-30 15:27:18,48
2021-04-30 15:27:48,47
2021-04-30 15:28:18,48
2021-04-30 15:28:48,47
2021-04-30 15:29:18,46
2021-04-30 15:29:48,48
2021-04-30 15:30:18,48
2021-04-30 15:30:48,48
2021-04-30 15:31:18,46
2021-04-30 15:31:48,45
2021-04-30 15:32:18,45
2021-04-30 15:32:48,45
2021-04-30 15:33:18,43
2021-04-30 15:33:48,43
2021-04-30 15:34:18,45
2021-04-30 15:34:48,43
2021-04-30 15:35:18,42
2021-04-30 15:35:48,43
2021-04-30 15:36:19,39
2021-04-30 15:36:49,42
2021-04-30 15:37:19,42
2021-04-30 15:37:49,43
2021-04-30 15:38:19,42
2021-04-30 15:38:49,42
2021-04-30 15:39:19,41
2021-04-30 15:39:49,42
2021-04-30 15:40:19,42
2021-04-30 15:40:49,42
2021-04-30 15:41:19,42
2021-04-30 15:41:49,42
2021-04-30 15:42:19,42
2021-04-30 15:42:49,42
2021-04-30 15:43:19,42
2021-04-30 15:43:49,40
2021-04-30 15:44:19,39
2021-04-30 15:44:49,39
2021-04-30 15:45:19,38
2021-04-30 15:45:49,38
2021-04-30 15:46:19,38
2021-04-30 15:46:49,38
2021-04-30 15:47:19,36
2021-04-30 15:47:49,38
2021-04-30 15:48:19,38
2021-04-30 15:48:49,40
2021-04-30 15:49:19,39
2021-04-30 15:49:49,39
2021-04-30 15:50:19,41
2021-04-30 15:50:49,41
2021-04-30 15:51:19,42
2021-04-30 15:51:49,41
2021-04-30 15:52:19,41
2021-04-30 15:52:49,41
2021-04-30 15:53:19,41
2021-04-30 15:53:49,38
2021-04-30 15:54:20,37
2021-04-30 15:54:50,37
2021-04-30 15:55:20,37
2021-04-30 15:55:50,36
2021-04-30 15:56:20,37
2021-04-30 15:56:50,38
2021-04-30 15:57:20,37
2021-04-30 15:57:50,38
2021-04-30 15:58:20,37
2021-04-30 15:58:50,36
2021-04-30 15:59:20,32
2021-04-30 15:59:50,32
2021-04-30 16:00:20,31
2021-04-30 16:00:50,32
2021-04-30 16:01:20,37
2021-04-30 16:01:50,37
2021-04-30 16:02:20,37
2021-04-30 16:02:50,37
2021-04-30 16:03:20,36
2021-04-30 16:03:50,34
2021-04-30 16:04:20,35
2021-04-30 16:04:50,36
2021-04-30 16:05:20,35
2021-04-30 16:05:50,35
2021-04-30 16:06:20,35
2021-04-30 16:06:50,34
2021-04-30 16:07:20,35
2021-04-30 16:07:50,35
2021-04-30 16:08:20,35
2021-04-30 16:08:50,30
2021-04-30 16:09:20,27
2021-04-30 16:09:50,26
2021-04-30 16:10:20,26
2021-04-30 16:10:50,25
2021-04-30 16:11:20,25
2021-04-30 16:11:50,25
2021-04-30 16:12:21,25
2021-04-30 16:12:51,25
2021-04-30 16:13:21,25
2021-04-30 16:13:51,26
2021-04-30 16:14:21,25
2021-04-30 16:14:51,25
2021-04-30 16:15:21,25
2021-04-30 16:15:51,25
2021-04-30 16:16:21,25
2021-04-30 16:16:51,24
2021-04-30 16:17:21,26
2021-04-30 16:17:51,26
2021-04-30 16:18:21,26
2021-04-30 16:18:51,26
2021-04-30 16:19:21,27
2021-04-30 16:19:51,28
2021-04-30 16:20:21,30
2021-04-30 16:20:51,30
2021-04-30 16:21:21,34
2021-04-30 16:21:51,35
2021-04-30 16:22:21,35
2021-04-30 16:22:51,35
2021-04-30 16:23:21,34
2021-04-30 16:23:51,32
2021-04-30 16:24:21,34
2021-04-30 16:24:51,34
2021-04-30 16:25:21,34
2021-04-30 16:25:51,36
2021-04-30 16:26:21,35
2021-04-30 16:26:51,35
2021-04-30 16:27:21,38
2021-04-30 16:27:51,38
2021-04-30 16:28:21,39
2021-04-30 16:28:51,40
2021-04-30 16:29:21,38
2021-04-30 16:29:51,40
2021-04-30 16:30:21,39
2021-04-30 16:30:52,39
2021-04-30 16:31:22,38
2021-04-30 16:31:52,41
2021-04-30 16:32:22,41
2021-04-30 16:32:52,41
2021-04-30 16:33:22,45
2021-04-30 16:33:52,43
2021-04-30 16:34:22,43
2021-04-30 16:34:52,41
2021-04-30 16:35:22,45
2021-04-30 16:35:52,45
2021-04-30 16:36:22,43
2021-04-30 16:36:52,47
2021-04-30 16:37:22,46
2021-04-30 16:37:52,45
2021-04-30 16:38:22,43
2021-04-30 16:38:52,45
2021-04-30 16:39:22,47
2021-04-30 16:39:52,47
2021-04-30 16:40:22,47
2021-04-30 16:40:52,47
2021-04-30 16:41:22,46
2021-04-30 16:41:52,46
2021-04-30 16:42:22,46
2021-04-30 16:42:52,46
2021-04-30 16:43:22,46
2021-04-30 16:43:52,47
2021-04-30 16:44:22,47
2021-04-30 16:44:52,46
2021-04-30 16:45:22,47
2021-04-30 16:45:52,48
2021-04-30 16:46:22,48
2021-04-30 16:46:52,47
2021-04-30 16:47:22,48
2021-04-30 16:47:52,48
2021-04-30 16:48:22,48
2021-04-30 16:48:53,48
2021-04-30 16:49:23,48
2021-04-30 16:49:53,48
2021-04-30 16:50:23,49
2021-04-30 16:50:53,50
2021-04-30 16:51:23,48
2021-04-30 16:51:53,49
2021-04-30 16:52:23,49
2021-04-30 16:52:53,49
2021-04-30 16:53:23,48
2021-04-30 16:53:53,50
2021-04-30 16:54:23,48
2021-04-30 16:54:53,48
2021-04-30 16:55:23,49
2021-04-30 16:55:53,49
2021-04-30 16:56:23,48
2021-04-30 16:56:53,50
2021-04-30 16:57:23,51
